전용면적,층,연도1,건축년도1,지역코드_2자리_11,지역코드_2자리_26,지역코드_2자리_27,지역코드_2자리_28,지역코드_2자리_41,지역코드_2자리_43,지역코드_2자리_44,지역코드_2자리_45,지역코드_2자리_46,지역코드_2자리_47,법정동1_기타동,거래금액1
147.002,16,58,47,0,0,1,0,0,0,0,0,0,0,0,10.778977123006351
59.185,5,60,33,0,0,0,0,1,0,0,0,0,0,1,9.928228944424577
107.55,22,59,50,0,0,0,0,0,0,0,0,0,0,1,10.57134257
84.3,17,59,56,0,0,0,0,1,0,0,0,0,0,0,11.19135563385109
59.89,5,62,37,0,0,0,0,0,0,0,1,0,0,1,9.332646496360152
145.64,33,58,47,0,1,0,0,0,0,0,0,0,0,0,10.799595985047786
84.99,6,57,33,0,0,0,0,1,0,0,0,0,0,0,10.098272780745283
119.49,5,55,33,1,0,0,0,0,0,0,0,0,0,0,10.645448706505872
59.94,13,55,40,0,0,0,0,1,0,0,0,0,0,0,10.177362240256697
59.9919,1,55,42,0,0,0,1,0,0,0,0,0,0,1,9.770013301136158
84.936,2,60,34,0,1,0,0,0,0,0,0,0,0,0,11.06665398721974
59.99,1,60,37,0,0,0,0,1,0,0,0,0,0,0,10.41933057
136.74,16,56,46,1,0,0,0,0,0,0,0,0,0,0,11.91170829631447
61.5041,5,56,49,0,0,0,0,0,0,1,0,0,0,1,9.654449103676551
84.9926,15,60,56,0,0,0,0,0,1,0,0,0,0,1,10.043292972227004
59.9748,21,60,48,0,0,1,0,0,0,0,0,0,0,1,10.192456296870509
59.52,11,60,48,0,0,0,0,1,0,0,0,0,0,0,10.367253014814716
59.84,13,59,39,0,0,0,0,1,0,0,0,0,0,0,10.106469212026385
84.8,10,56,34,0,0,0,0,0,0,0,0,1,0,1,9.205428327615165
74.83,7,55,50,0,0,0,0,1,0,0,0,0,0,1,9.998843186
70.5794,14,60,44,0,0,0,0,0,0,0,0,0,1,1,9.764282955
84.975,13,57,32,0,0,0,0,1,0,0,0,0,0,1,10.073272520325904
103.87,4,61,49,1,0,0,0,0,0,0,0,0,0,1,11.01864554
59.92,18,55,37,0,0,0,0,0,0,0,0,0,0,1,8.771990436532242
35.52,7,62,31,0,0,0,0,0,1,0,0,0,0,1,7.696667081526462
17.81,2,55,54,1,0,0,0,0,0,0,0,0,0,1,9.952325334619427
84.95,22,59,44,0,0,0,0,1,0,0,0,0,0,1,10.188704088048116
68.99,15,55,28,1,0,0,0,0,0,0,0,0,0,0,10.236417809461043
84.78,9,55,40,0,0,0,0,0,0,0,0,0,0,0,10.106469212026385
59.88,1,61,37,0,0,0,0,1,0,0,0,0,0,0,9.798182590890704
60.1761,8,63,58,0,0,0,0,1,0,0,0,0,0,0,10.685126264117056
132.15,12,55,47,0,0,1,0,0,0,0,0,0,0,1,10.62135173563291
84.98,15,59,55,0,0,0,0,0,0,1,0,0,0,1,9.852246888342531
84.96,13,58,37,0,0,0,0,0,0,0,0,0,0,0,9.674137279312395
59.99,15,59,37,0,0,0,0,0,0,0,0,0,0,1,9.488047863
92.26,5,60,42,1,0,0,0,0,0,0,0,0,0,0,10.434145214930489
49.59,6,56,37,0,0,0,0,1,0,0,0,0,0,1,10.030164255362632
59.39,1,60,40,0,0,0,0,1,0,0,0,0,0,1,9.764282955
27.26,8,62,42,0,0,0,0,1,0,0,0,0,0,0,9.305741456739437
74.3,12,57,43,0,0,0,0,0,0,0,0,0,0,0,9.918425424900336
60.912,7,60,33,0,0,0,0,1,0,0,0,0,0,1,9.546884034617923
84.8026,13,57,52,0,0,0,0,1,0,0,0,0,0,1,10.292179440058462
59.76,2,56,35,0,0,0,1,0,0,0,0,0,0,1,9.461176908307142
84.01,7,63,55,0,0,0,0,1,0,0,0,0,0,0,10.998777662206932
34.38,6,58,35,0,0,0,0,0,0,0,0,0,0,1,8.794976432
132.6331,10,55,50,0,0,0,0,0,1,0,0,0,0,1,10.551924982703788
59.9,5,59,33,0,0,0,0,0,0,0,0,0,0,1,9.581972891547895
37.66,3,62,29,0,0,0,0,0,0,0,0,0,0,1,7.090909822079984
84.9252,4,60,42,0,0,0,0,0,0,0,0,0,0,1,9.561067663645012
84.9949,2,60,50,0,0,0,0,0,0,0,0,0,0,0,10.448743588106623
58.935,3,59,33,0,0,0,0,0,0,0,1,0,0,1,8.942591637231851
84.34,18,56,41,0,0,0,0,1,0,0,0,0,0,1,10.335302435967074
59.856,12,57,37,0,0,0,0,0,0,0,0,0,0,0,9.561067663645012
134.9023,12,56,46,1,0,0,0,0,0,0,0,0,0,1,12.230770136157428
59.76,8,57,31,0,0,0,0,0,0,0,0,0,0,1,9.918425424900336
79.777,12,57,42,1,0,0,0,0,0,0,0,0,0,1,10.997104049659168
71.559,9,59,41,0,0,0,0,1,0,0,0,0,0,0,10.034559673629849
59.89,13,62,35,0,0,0,0,0,0,0,0,0,0,1,9.510519035757246
77.48,10,58,55,0,1,0,0,0,0,0,0,0,0,1,10.31728452076383
49.915,12,60,41,0,0,0,0,0,0,0,0,0,0,0,9.433563920090563
112.93,2,57,26,1,0,0,0,0,0,0,0,0,0,1,11.277215789596893
59.99,13,56,44,0,0,0,0,1,0,0,0,0,0,0,10.154285180632154
84.895,1,59,34,0,0,0,0,0,0,0,0,0,0,0,9.680406499268877
84.96,7,60,36,0,0,0,0,1,0,0,0,0,0,0,10.933124826700707
80.499,32,59,55,0,0,0,0,0,1,0,0,0,0,0,10.616461869895817
84.98,11,55,40,0,0,0,0,0,0,0,0,0,0,1,9.581972891547895
71.75,13,60,35,0,0,0,0,0,0,0,0,0,1,1,8.817445921
54.46,7,56,34,0,0,0,0,0,0,0,0,0,0,0,9.546884034617923
84.76,12,60,41,0,0,0,0,0,0,0,0,1,0,1,9.219399216464527
59.9426,10,60,55,0,0,0,0,0,0,1,0,0,0,1,9.645429005
58.579,12,56,33,0,0,0,0,1,0,0,0,0,0,0,10.389026137075234
84.945,14,58,30,0,0,0,0,0,0,0,0,0,0,1,9.84961198
99.3154,2,55,41,0,0,0,0,1,0,0,0,0,0,0,10.34177474101152
129.5918,4,60,53,0,0,0,0,0,0,0,0,1,0,1,10.335302435967074
84.8,6,56,30,0,0,0,0,0,0,0,0,0,1,1,9.328212292571072
59.36,7,58,33,1,0,0,0,0,0,0,0,0,0,1,10.714439990727769
84.89,11,55,48,1,0,0,0,0,0,0,0,0,0,1,10.675931008412125
59.91,2,55,34,1,0,0,0,0,0,0,0,0,0,1,10.295563423525277
82.8,10,60,31,0,0,0,0,0,0,0,0,0,0,1,9.517898598432753
61.38,1,55,24,0,0,0,1,0,0,0,0,0,0,0,9.259225769705994
101.0068,28,62,59,0,0,0,0,1,0,0,0,0,0,0,11.225256725762891
84.2235,26,55,50,0,0,0,0,1,0,0,0,0,0,1,10.499600568082863
114.94,12,59,40,1,0,0,0,0,0,0,0,0,0,1,11.537627833610571
84.28,6,59,34,0,0,0,0,0,0,1,0,0,0,1,9.472781556562168
120.66,2,60,37,0,0,0,0,0,0,0,0,0,0,0,10.221977646629885
60.75,7,56,36,0,0,0,0,0,0,0,0,0,0,0,9.375939552625749
73.9728,15,59,56,0,0,1,0,0,0,0,0,0,0,1,10.118639253920785
68.21,21,56,46,1,0,0,0,0,0,0,0,0,0,0,10.87806606028079
64.43,11,55,48,0,0,0,0,1,0,0,0,0,0,1,9.798182590890704
120.28,12,56,47,0,1,0,0,0,0,0,0,0,0,1,10.57134257
33.15,7,55,55,0,0,0,0,0,0,0,0,0,0,1,9.392745259
59.4,15,56,37,1,0,0,0,0,0,0,0,0,0,0,10.203629181337648
114.752,2,57,43,1,0,0,0,0,0,0,0,0,0,1,10.839600519357369
59.99,14,59,40,0,0,0,0,1,0,0,0,0,0,0,9.822873848541882
84.935,11,57,50,0,0,0,0,0,0,0,0,1,0,1,10.268165387743457
84.94,6,59,31,0,0,0,1,0,0,0,0,0,0,0,10.348205424565991
38.64,8,55,32,0,0,0,0,0,0,0,0,0,0,1,8.699681400989514
84.99,2,58,44,0,0,0,0,1,0,0,0,0,0,0,10.725489582719506
51.66,6,60,35,0,0,0,0,1,0,0,0,0,0,1,10.55843949396453
54.54,5,56,30,0,0,0,1,0,0,0,0,0,0,0,9.539716058977092
61.23,4,55,31,0,0,0,0,0,0,0,0,0,0,1,8.699681400989514
134.8772,3,59,50,0,0,0,0,1,0,0,0,0,0,1,10.382853468483829
49.6526,9,62,39,0,0,0,0,0,0,1,0,0,0,1,8.77971129
59.995,14,62,39,0,1,0,0,0,0,0,0,0,0,1,9.717218213494077
74.8923,1,60,58,0,0,0,0,0,1,0,0,0,0,0,10.30229722897745
134.9023,8,57,46,1,0,0,0,0,0,0,0,0,0,1,12.08391066125752
84.66,3,60,32,0,1,0,0,0,0,0,0,0,0,1,9.893487720457795
99.66,5,60,40,0,0,0,0,1,0,0,0,0,0,1,10.322230781590136
84.95,15,58,30,0,0,0,0,0,0,0,0,0,0,1,9.781376414141157
101.9771,5,60,45,0,0,0,0,1,0,0,0,0,0,0,10.318935994253192
46.2,14,62,42,0,0,0,0,0,0,0,1,0,0,1,9.287394001418471
71.2981,11,59,57,0,0,0,0,1,0,0,0,0,0,0,11.049317340813348
59.97,20,60,37,0,0,0,0,0,0,0,0,0,0,1,9.862717639992916
61.02,3,55,43,1,0,0,0,0,0,0,0,0,0,0,9.741027444837728
59.99,14,56,37,0,0,0,0,1,0,0,0,0,0,0,10.12667110305036
38.64,15,56,31,0,0,0,0,1,0,0,0,0,0,0,9.491828300264636
82.88,2,55,23,0,0,0,0,1,0,0,0,0,0,1,11.01864554
41.3,7,59,33,0,0,0,0,0,0,0,0,0,0,0,9.047939083
70.55,8,57,34,0,0,0,0,0,0,0,0,0,0,0,10.085850775128716
84.9132,14,55,45,0,0,0,0,0,0,1,0,0,0,1,9.985113621416073
74.92,11,56,54,0,0,0,1,0,0,0,0,0,0,1,10.275085591132717
103.4472,6,62,43,0,0,0,0,0,0,0,1,0,0,1,10.266427828229292
58.23,21,58,57,0,0,0,0,1,0,0,0,0,0,0,10.307317991967832
84.9495,6,62,56,0,0,1,0,0,0,0,0,0,0,1,10.239995502805316
49.77,11,55,37,0,0,0,0,0,1,0,0,0,0,1,8.922791623969637
49.62,6,60,39,0,0,0,0,0,0,0,0,1,0,0,8.575650760987806
59.73,2,57,41,0,0,0,0,1,0,0,0,0,0,1,9.648659816955297
84.72,11,59,54,0,0,0,0,0,0,0,0,1,0,1,10.12667110305036
44.94,7,60,33,0,0,0,0,0,0,0,0,0,0,1,9.495594499353295
84.95,7,61,40,1,0,0,0,0,0,0,0,0,0,1,11.535185853808326
59.97,4,62,42,0,0,0,0,1,0,0,0,0,0,0,10.55843949396453
84.7273,30,62,48,0,0,0,0,1,0,0,0,0,0,0,11.16903981679311
84.943,19,60,45,0,0,0,1,0,0,0,0,0,0,1,10.27163147557801
59.76,13,62,38,0,0,0,0,0,0,0,0,0,0,0,9.667828508
84.965,12,60,35,0,0,0,1,0,0,0,0,0,0,0,10.292179440058462
49.72,5,60,29,0,0,0,0,0,0,0,0,0,0,1,8.682877107057168
84.93,14,55,32,0,1,0,0,0,0,0,0,0,0,1,10.100328195429285
47.61,2,59,11,1,0,0,0,0,0,0,0,0,0,0,9.841665338892785
84.98,12,57,39,0,0,0,0,1,0,0,0,0,0,1,9.998843186
59.82,1,55,37,0,0,0,0,0,0,0,0,0,0,0,9.210440366976515
51.66,12,58,33,0,0,0,0,0,0,0,0,0,0,0,9.259225769705994
74.93,8,60,43,0,0,0,0,0,0,0,0,0,1,1,9.433563920090563
123.12,3,57,45,0,0,0,0,1,0,0,0,0,0,1,10.308985993422082
84.9828,22,62,58,0,0,0,0,1,0,0,0,0,0,1,10.859018228147889
84.3163,1,61,51,0,0,0,0,1,0,0,0,0,0,1,11.502885230075814
104.7072,3,59,44,0,0,0,0,0,0,1,0,0,0,0,10.434145214930489
76.25,15,55,45,0,0,0,0,0,0,0,0,0,0,0,9.825580063659602
84.9688,20,56,41,0,0,0,0,1,0,0,0,0,0,0,10.357774570341576
59.92,8,60,38,0,0,0,0,1,0,0,0,0,0,0,9.433563920090563
101.94,2,58,33,0,0,0,1,0,0,0,0,0,0,0,10.203629181337648
114.63,10,55,34,1,0,0,0,0,0,0,0,0,0,0,10.66897865021924
84.987,17,57,50,0,0,0,0,1,0,0,0,0,0,1,10.34177474101152
75.22,18,55,47,0,0,0,0,1,0,0,0,0,0,1,10.043292972227004
79.7,6,61,42,1,0,0,0,0,0,0,0,0,0,1,11.277215789596893
84.74,6,60,49,0,0,0,0,1,0,0,0,0,0,1,10.268165387743457
39.952,4,57,38,0,0,0,0,0,0,0,1,0,0,1,8.802522498284421
84.905,3,59,34,0,0,0,0,1,0,0,0,0,0,1,9.758519582283522
84.87,13,60,44,0,0,0,0,1,0,0,0,0,0,1,10.12667110305036
75.32,4,55,43,1,0,0,0,0,0,0,0,0,0,0,10.518700218288163
37.925,3,60,38,0,0,0,0,0,0,1,0,0,0,1,8.630700432209832
35.95,1,58,40,0,0,0,0,0,0,0,0,0,0,1,9.024131268455037
83.92,10,56,46,1,0,0,0,0,0,0,0,0,0,0,10.404293143019792
49.36,3,57,34,0,0,0,0,1,0,0,0,0,0,1,9.254452946594505
84.9878,4,58,48,0,0,0,0,1,0,0,0,0,0,1,10.081675578048475
84.945,8,55,35,0,0,0,0,1,0,0,0,0,0,0,10.442929787247998
84.9218,14,56,46,0,0,0,0,1,0,0,0,0,0,0,9.893487720457795
145.829,12,59,53,0,0,0,0,1,0,0,0,0,0,0,11.510933482289436
41.85,8,58,34,0,0,0,0,1,0,0,0,0,0,0,9.764282955
59.84,6,60,37,0,0,0,0,1,0,0,0,0,0,1,10.305647203635566
84.85,5,63,51,0,0,0,0,1,0,0,0,0,0,0,10.799595985047786
84.6,11,63,33,0,0,0,0,1,0,0,0,0,0,1,9.392745259
75.95,5,58,43,1,0,0,0,0,0,0,0,0,0,1,10.663147865904188
81.07,22,62,36,0,0,0,0,0,0,0,0,0,1,0,9.680406499268877
75.626,11,56,37,0,0,0,0,0,1,0,0,0,0,1,9.686636660844938
84.937,10,55,42,1,0,0,0,0,0,0,0,0,0,1,10.66897865021924
84.98,15,58,32,0,0,0,0,0,0,0,0,0,0,1,9.615872145
100.8,4,58,25,1,0,0,0,0,0,0,0,0,0,0,10.57134257
84.5689,16,63,44,0,1,0,0,0,0,0,0,0,0,1,10.34177474101152
74.54,17,60,49,0,0,0,0,0,0,0,0,1,0,1,9.729193687429404
84.95,8,57,55,0,0,1,0,0,0,0,0,0,0,1,10.181157167204905
71.2957,12,56,55,0,0,0,0,0,0,0,0,0,0,1,10.50892311099205
58.95,1,60,32,0,0,0,0,1,0,0,0,0,0,1,9.1902397
149.691,12,59,50,0,0,0,0,1,0,0,0,0,0,0,10.981914140544824
59.98,6,57,45,1,0,0,0,0,0,0,0,0,0,1,11.002116507732016
84.9973,6,60,52,0,0,0,0,1,0,0,0,0,0,0,10.53212287826962
101.9421,29,55,52,0,0,0,0,1,0,0,0,0,0,1,11.251573687764475
156.55,3,59,31,0,0,0,0,0,1,0,0,0,0,1,9.723223876851618
59.915,13,56,37,0,0,0,0,0,0,0,0,1,0,1,9.259225769705994
53.925,9,55,38,0,0,0,0,1,0,0,0,0,0,1,9.367429587218956
83.52,9,58,25,1,0,0,0,0,0,0,0,0,0,1,11.245059091624617
84.34,12,60,41,0,0,0,0,1,0,0,0,0,0,1,10.367253014814716
98.53,6,55,15,1,0,0,0,0,0,0,0,0,0,1,10.491301994830229
120.005,8,55,53,0,0,0,0,0,0,0,0,0,0,0,10.736418414365374
84.53,6,55,47,1,0,0,0,0,0,0,0,0,0,1,10.778977123006351
59.97,11,59,36,0,0,0,0,0,0,1,0,0,0,0,9.323758339
84.98,14,59,45,0,0,0,0,0,0,1,0,0,0,1,9.787009914477434
68.61,6,55,33,0,0,0,1,0,0,0,0,0,0,1,9.825580063659602
83.82,7,59,31,0,0,0,0,0,0,0,0,0,0,1,9.305741456739437
59.995,2,55,37,0,0,0,0,0,0,1,0,0,0,0,9.692828247710418
59.96,1,56,34,0,0,0,1,0,0,0,0,0,0,0,9.680406499268877
129.908,17,60,49,0,0,0,0,0,0,1,0,0,0,1,10.064840802893888
81.655,5,57,34,0,0,0,0,1,0,0,0,0,0,1,9.809231816610408
131.48,6,57,16,1,0,0,0,0,0,0,0,0,0,1,12.34060791
84.988,16,60,50,0,0,0,0,1,0,0,0,0,0,0,10.389026137075234
73.581,8,57,42,0,0,0,0,0,0,0,0,1,0,1,9.581972891547895
59.9702,12,58,53,0,0,1,0,0,0,0,0,0,0,1,10.41933057
52.77,3,56,25,0,0,0,0,1,0,0,0,0,0,0,9.506808732
50.0,10,59,33,0,0,0,0,1,0,0,0,0,0,0,10.416341118636357
101.95,3,59,43,0,0,0,0,1,0,0,0,0,0,0,10.819798284210286
59.12,4,63,29,0,0,0,0,0,0,0,0,0,0,0,9.741027444837728
84.39,13,55,50,0,0,0,0,1,0,0,0,0,0,0,10.154285180632154
84.65,5,61,40,1,0,0,0,0,0,0,0,0,0,0,11.308370569092329
84.99,1,57,31,0,1,0,0,0,0,0,0,0,0,1,9.674137279312395
147.62,5,61,43,1,0,0,0,0,0,0,0,0,0,1,12.07254696717504
84.89,23,61,44,1,0,0,0,0,0,0,0,0,0,0,11.373674891823535
59.95,8,57,37,0,0,0,1,0,0,0,0,0,0,1,9.878221025
53.97,5,59,28,0,0,0,1,0,0,0,0,0,0,0,9.305741456739437
110.647,19,60,52,0,0,0,0,1,0,0,0,0,0,0,11.440365524765756
68.59,12,62,32,0,0,0,0,0,0,0,0,0,0,1,8.962007209588313
49.97,12,59,36,0,0,0,0,0,0,0,0,0,0,1,9.287394001418471
84.9794,15,62,55,0,0,0,0,0,0,1,0,0,0,1,10.043292972227004
62.97,17,60,53,0,0,0,1,0,0,0,0,0,0,0,10.106469212026385
84.99,1,55,45,1,0,0,0,0,0,0,0,0,0,0,10.448743588106623
128.4145,10,59,47,0,0,0,0,1,0,0,0,0,0,0,11.002116507732016
22.365,3,62,38,0,1,0,0,0,0,0,0,0,0,1,8.294299608857235
84.94,5,55,47,0,0,0,0,0,0,0,0,0,0,0,10.66897865021924
147.9562,4,58,48,0,0,0,0,1,0,0,0,0,0,1,10.482933978579906
84.3,13,55,52,0,0,0,0,0,0,0,0,1,0,1,10.021315031649332
59.595,17,55,40,1,0,0,0,0,0,0,0,0,0,1,10.52005062
74.21,3,59,38,0,0,0,0,1,0,0,0,0,0,1,9.770013301136158
59.9431,1,59,55,0,0,0,0,0,0,0,0,1,0,1,9.846970109700957
84.986,10,57,49,0,0,1,0,0,0,0,0,0,0,1,10.404293143019792
59.721,13,59,34,0,0,0,0,1,0,0,0,0,0,0,10.428245666832275
84.8,3,62,48,1,0,0,0,0,0,0,0,0,0,0,12.323860125621126
59.88,3,62,36,0,0,0,0,1,0,0,0,0,0,1,9.648659816955297
84.92,9,56,30,0,0,0,1,0,0,0,0,0,0,0,9.989711119284744
59.88,3,55,39,1,0,0,0,0,0,0,0,0,0,1,10.463131911491969
39.99,2,59,36,0,0,0,0,0,0,0,0,0,0,1,8.794976432
84.3194,19,59,46,0,0,1,0,0,0,0,0,0,0,1,11.000448478455008
59.735,3,60,46,0,0,0,0,1,0,0,0,0,0,1,10.203629181337648
84.91,3,56,37,0,0,0,0,0,0,0,0,0,1,0,10.012386799492118
59.98,6,60,40,1,0,0,0,0,0,0,0,0,0,1,11.19135563385109
84.981,9,60,48,0,0,0,0,0,0,0,0,0,0,0,10.165890277802454
75.33,13,55,31,0,0,0,0,1,0,0,0,0,0,1,10.081675578048475
59.98,7,57,37,0,0,0,0,0,0,0,0,0,0,0,9.893487720457795
72.345,15,63,56,0,0,0,0,0,0,1,0,0,0,1,10.085850775128716
134.96,18,55,38,0,1,0,0,0,0,0,0,0,0,0,10.357774570341576
38.64,2,60,35,0,0,0,0,0,0,0,0,0,1,1,8.594339400592892
75.49,10,60,30,0,0,0,0,1,0,0,0,0,0,1,10.098272780745283
59.94,13,60,39,0,0,0,0,0,0,0,0,0,1,1,9.546884034617923
83.72,1,55,46,1,0,0,0,0,0,0,0,0,0,0,10.308985993422082
59.63,9,56,35,0,0,0,0,0,0,0,0,0,0,0,9.375939552625749
42.87,5,58,36,0,0,0,0,1,0,0,0,0,0,0,9.911009193934976
84.994,6,56,44,1,0,0,0,0,0,0,0,0,0,1,10.70101727068921
39.512,3,62,39,0,0,0,0,0,0,1,0,0,0,1,8.486940148245216
55.91,5,55,42,1,0,0,0,0,0,0,0,0,0,1,10.65728288404746
44.6296,12,56,55,0,0,0,0,0,0,0,0,0,0,1,9.433563920090563
84.955,11,58,47,0,0,0,0,1,0,0,0,0,0,1,10.043292972227004
121.1541,25,62,51,0,0,1,0,0,0,0,0,0,0,1,10.819798284210286
70.7501,8,60,52,0,0,0,0,0,0,1,0,0,0,1,9.975854724662028
59.85,4,58,38,0,0,0,0,0,0,0,0,1,0,1,8.575650760987806
38.0542,5,62,41,0,0,0,0,0,0,0,0,0,1,1,8.556606193773073
84.954,17,58,54,0,0,0,0,0,0,0,0,0,0,1,10.357774570341576
84.65,5,56,44,0,0,0,0,1,0,0,0,0,0,1,9.698981735
56.94,3,55,29,0,0,0,0,0,0,0,0,0,0,1,8.94910547
84.46,7,55,41,0,0,0,0,1,0,0,0,0,0,0,9.998843186
121.79,5,55,30,0,0,0,0,0,0,0,0,0,0,1,10.010142230404668
84.0705,7,57,52,0,0,0,0,0,0,0,0,1,0,1,9.754465366
84.98,7,57,41,0,1,0,0,0,0,0,0,0,0,0,10.616461869895817
56.4,4,56,41,0,0,0,0,0,0,0,0,1,0,1,9.1902397
59.95,8,57,38,0,1,0,0,0,0,0,0,0,0,0,9.852246888342531
59.98,10,55,38,0,0,0,0,0,0,0,0,0,1,1,9.488047863
59.973,15,59,48,0,0,0,0,1,0,0,0,0,0,1,11.429554725537322
49.22,2,59,24,0,0,0,0,0,0,0,0,0,1,1,8.771990436532242
58.59,4,62,24,0,1,0,0,0,0,0,0,0,0,0,10.12667110305036
59.94,3,56,35,0,0,0,0,0,0,0,0,0,0,0,8.922791623969637
81.9,4,61,31,0,0,0,0,0,0,0,0,0,0,1,9.278092474027002
59.94,8,58,39,1,0,0,0,0,0,0,0,0,0,1,11.407576060361786
84.9886,7,57,45,0,0,0,0,0,0,0,0,0,0,1,9.852246888342531
83.65,6,56,43,1,0,0,0,0,0,0,0,0,0,1,10.308985993422082
59.9,7,56,54,0,0,0,0,1,0,0,0,0,0,1,10.232827270254802
72.493,3,57,40,0,0,0,0,0,0,0,0,0,1,0,9.595670797663969
84.9957,3,59,46,0,0,0,0,0,0,0,0,1,0,0,10.122663242288953
84.9653,18,60,56,0,0,0,0,1,0,0,0,0,0,1,9.985113621416073
84.965,9,58,34,0,0,0,0,1,0,0,0,0,0,0,11.170449240431308
79.11,6,59,31,1,0,0,0,0,0,0,0,0,0,1,10.448743588106623
59.987,8,58,56,0,0,0,0,1,0,0,0,0,0,0,10.645448706505872
84.81,13,56,46,1,0,0,0,0,0,0,0,0,0,1,11.23850177707664
58.14,12,55,36,0,0,0,0,1,0,0,0,0,0,0,9.878221025
59.36,17,62,37,0,0,0,0,0,0,0,0,0,0,1,9.798182590890704
84.93,23,60,54,1,0,0,0,0,0,0,0,0,0,1,11.775297421715829
74.364,7,58,56,0,0,0,0,1,0,0,0,0,0,1,10.51328029770086
84.8776,7,60,59,0,0,0,0,0,0,0,0,0,0,1,10.468829770273569
59.25,5,56,23,0,0,0,0,0,0,0,0,0,0,1,9.159152335
101.88,4,58,40,0,0,0,0,1,0,0,0,0,0,0,10.165890277802454
84.9925,5,60,56,0,0,0,0,0,0,0,0,0,0,1,10.196194479235656
70.98,2,61,43,1,0,0,0,0,0,0,0,0,0,0,10.448743588106623
49.62,4,59,38,0,0,0,0,0,0,0,0,0,0,0,9.082620630373812
123.586,9,57,44,0,0,0,0,0,0,1,0,0,0,0,10.308985993422082
71.175,11,56,30,0,0,0,0,0,1,0,0,0,0,1,9.350189267
52.43,4,55,26,0,0,0,1,0,0,0,0,0,0,0,9.878221025
114.829,6,59,46,0,0,0,0,1,0,0,0,0,0,0,11.112462823634855
59.9823,5,63,57,0,0,0,0,0,0,1,0,0,0,1,10.106469212026385
59.82,6,57,34,0,0,0,0,0,0,0,0,1,0,1,9.024131268455037
59.9,9,55,36,1,0,0,0,0,0,0,0,0,0,1,10.184937747111393
45.9078,4,60,41,0,0,0,0,0,0,0,0,0,0,1,10.083765355620846
29.24,17,60,45,0,1,0,0,0,0,0,0,0,0,0,9.741027444837728
84.995,13,63,39,0,0,0,1,0,0,0,0,0,0,1,10.043292972227004
84.8,8,56,53,0,0,0,0,0,0,0,0,0,1,1,9.852246888342531
49.26,10,57,40,0,0,0,0,1,0,0,0,0,0,0,10.348205424565991
59.4,14,60,52,0,0,0,0,0,0,0,0,1,0,1,10.140573455973044
84.96,6,63,56,0,0,0,0,0,0,0,0,0,0,0,11.002116507732016
84.6036,4,60,40,0,0,0,0,0,0,0,0,0,0,0,9.392745259
84.992,14,55,47,0,0,0,0,0,0,0,0,0,0,1,10.53212287826962
59.76,4,59,34,0,0,0,0,0,0,0,0,0,0,1,9.433563920090563
59.98,6,59,55,0,0,0,0,1,0,0,0,0,0,1,10.645448706505872
49.968,11,56,43,0,0,0,0,1,0,0,0,0,0,1,8.855235623206967
84.75,13,62,33,0,0,0,0,0,0,0,0,0,1,1,9.425532393502772
84.96,15,55,27,0,0,0,0,0,0,0,0,0,0,1,9.488047863
59.9907,25,59,57,0,0,1,0,0,0,0,0,0,0,1,9.913487387
146.2982,1,60,48,0,0,0,0,0,0,0,0,1,0,1,10.57134257
59.8903,14,59,45,0,0,0,0,1,0,0,0,0,0,0,9.648659816955297
84.88,18,56,36,0,0,0,0,1,0,0,0,0,0,1,10.373522431293592
140.33,5,57,14,1,0,0,0,0,0,0,0,0,0,0,12.765691290604371
49.14,2,56,32,0,0,0,0,0,0,0,0,1,0,0,8.936035096566041
84.8906,4,56,42,0,0,0,0,1,0,0,0,0,0,1,9.942756341456828
59.49,6,57,28,1,0,0,0,0,0,0,0,0,0,0,10.281958234245314
75.255,6,58,34,0,0,0,1,0,0,0,0,0,0,0,9.998843186
84.91,7,58,57,0,0,0,0,0,0,0,0,0,0,1,10.281958234245314
110.82,3,58,22,1,0,0,0,0,0,0,0,0,0,1,12.28765724080691
50.67,1,57,28,1,0,0,0,0,0,0,0,0,0,0,10.085850775128716
59.958,2,59,58,0,0,0,0,1,0,0,0,0,0,1,10.092081066090932
36.5393,9,56,55,0,0,0,0,0,0,1,0,0,0,1,9.413362845
79.5108,3,58,43,0,0,0,0,1,0,0,0,0,0,0,10.171642709679686
84.99,6,60,44,0,0,0,0,0,0,1,0,0,0,0,10.67823776
59.93,10,58,41,1,0,0,0,0,0,0,0,0,0,1,11.245059091624617
54.99,3,60,25,0,0,0,0,0,0,0,0,0,0,1,8.517393171418904
79.3013,4,60,59,0,0,0,0,0,0,0,1,0,0,1,9.969790141790192
74.9342,6,60,56,0,1,0,0,0,0,0,0,0,0,0,10.434145214930489
41.85,15,59,33,0,0,0,0,0,0,0,0,0,0,0,9.127067453
59.91,10,62,36,0,0,0,0,1,0,0,0,0,0,1,9.375939552625749
58.32,3,59,56,0,0,0,0,0,1,0,0,0,0,1,9.465060106725137
113.9607,9,60,45,0,0,0,0,1,0,0,0,0,0,0,10.389026137075234
59.36,14,55,36,0,0,0,0,0,0,0,0,0,0,1,9.071193240566023
78.665,3,55,44,1,0,0,0,0,0,0,0,0,0,0,10.664316745782925
49.22,1,57,24,0,0,0,0,0,0,0,0,0,1,0,8.77971129
74.8918,2,55,54,1,0,0,0,0,0,0,0,0,0,1,10.554535882074736
