지역코드,월,전용면적,층,거래금액_B,연도1,건축년도1,법정동2,아파트2
46150,6,36.368,13,0,62,32,164,28
28260,4,59.906,9,1,63,44,49,22
11740,4,78.3,8,1,58,36,28,30
41115,6,84.98,11,1,58,54,198,37
48129,1,39.75,5,0,60,35,28,28
41273,1,39.72,5,0,55,26,10,31
46150,12,84.9668,8,0,57,45,164,22
41135,5,68.04,8,1,57,34,163,31
30200,4,134.9654,23,1,56,48,28,28
27290,10,48.615,2,0,56,22,28,30
48121,12,72.495,2,0,56,31,28,30
11410,6,59.96,3,1,60,58,28,4
47130,2,59.79,15,0,60,34,44,28
11545,5,84.96,5,1,57,41,107,37
41310,9,67.24,2,1,56,55,28,35
31140,1,84.8257,16,1,58,54,57,35
11350,11,49.5,6,1,59,30,170,31
48330,5,69.75,5,0,62,32,28,28
28200,3,39.72,4,0,55,26,50,25
11710,9,84.98,6,1,56,44,1,28
31170,4,59.96,8,0,60,37,28,37
41287,9,122.76,3,1,56,35,182,35
29170,5,84.72,4,1,62,36,28,19
29110,6,55.62,3,0,62,21,173,22
11530,11,84.87,18,1,59,40,18,28
29170,3,59.73,8,0,61,37,28,30
11710,1,59.74,6,1,55,37,28,19
43750,10,59.95,9,0,62,31,28,31
43111,6,133.1831,19,1,60,53,28,37
47130,1,84.981,7,0,57,56,28,28
47150,11,59.5,13,0,59,34,28,19
43130,9,84.805,11,1,62,48,28,31
41590,4,84.91,16,1,60,48,28,37
48123,6,49.98,19,0,55,34,93,28
11710,12,112.25,24,1,59,53,116,31
46150,1,70.83,12,0,58,30,28,28
27110,10,53.6,10,0,62,32,28,20
41590,2,53.4754,8,1,63,57,56,22
28260,4,84.886,5,0,56,37,28,28
41430,11,58.87,7,1,58,57,28,30
44210,5,37.41,3,0,59,33,28,28
48330,11,84.831,9,1,57,53,28,4
30200,4,101.9326,13,1,57,47,137,30
46150,3,119.37,9,1,62,33,125,37
11680,5,122.44,5,1,57,46,33,21
41570,6,84.95,6,1,56,48,11,28
41465,5,116.64,5,1,57,35,189,22
41590,10,84.99,12,0,59,42,65,28
30170,11,65.74,16,0,56,44,15,21
27260,8,129.53,1,1,59,46,28,34
27290,12,84.71,6,0,62,37,43,21
29140,8,131.8918,11,1,60,51,28,28
41463,4,125.2675,1,1,59,48,28,37
41117,10,72.84,6,1,58,33,53,37
41220,5,84.8976,3,1,59,56,28,36
47190,4,46.8,10,0,62,35,28,37
48330,1,70.8,13,0,60,39,28,22
48730,11,59.52,8,0,57,41,28,33
28237,4,49.46,10,0,62,53,77,3
31170,1,59.78,6,0,57,32,28,37
45113,8,59.9721,3,0,59,49,28,30
48125,11,84.43,6,0,60,19,28,28
29170,6,44.52,9,0,55,32,28,31
30140,8,84.9112,17,1,55,48,28,29
31710,5,72.8926,3,0,60,59,28,30
47280,5,48.31,2,0,58,48,28,36
48123,9,84.95,2,1,62,47,62,21
29155,3,47.65,1,0,60,28,28,25
41480,9,66.539,13,0,56,41,28,19
29200,2,125.1218,8,1,57,47,28,28
48121,12,47.1,3,1,59,27,114,31
43130,6,143.58,5,0,57,36,28,28
29170,2,59.97,16,0,59,34,28,24
44131,10,84.78,4,1,62,50,28,19
44270,8,97.332,19,0,60,50,28,22
11230,8,39.98,2,1,58,41,28,31
47111,6,158.3365,11,1,60,50,28,22
41115,8,59.96,11,1,55,42,198,20
45111,6,84.798,2,1,60,47,28,37
11320,7,84.94,10,1,56,35,28,37
41630,6,86.84,2,0,55,39,41,22
28185,1,115.98,37,1,56,53,103,19
41273,6,110.97,22,1,58,38,109,28
11260,4,59.959,7,1,55,45,28,19
11410,3,114.75,9,1,61,41,28,37
48123,10,84.91,21,1,55,34,93,28
46810,5,41.3777,2,0,55,52,28,33
30140,11,48.6,1,0,55,23,28,31
28245,4,84.9871,6,1,57,44,28,19
43130,7,59.71,7,0,57,37,124,30
11560,8,84.94,4,1,58,40,28,37
26350,6,84.76,13,1,60,53,161,28
46230,9,84.995,16,1,60,54,28,31
41287,6,84.8717,17,1,60,58,182,30
41310,6,84.9,15,1,57,34,28,19
44131,7,56.34,12,0,60,41,73,26
28177,9,84.0244,3,0,56,41,167,28
28245,11,53.13,2,0,58,23,155,25
45111,10,59.94,5,0,58,27,91,19
46130,9,84.96,13,0,59,31,28,37
47190,5,101.8733,3,0,59,45,28,37
48125,5,59.88,6,0,59,34,28,37
48125,3,57.06,4,0,61,34,28,37
44200,5,39.97,1,0,60,39,28,37
45800,4,52.44,4,0,60,31,28,22
45190,10,49.22,1,0,57,24,28,31
11305,6,41.3,10,0,56,31,28,31
29170,12,140.8,13,1,58,35,143,22
29170,5,84.9961,3,0,55,49,143,34
28185,6,59.985,18,0,55,35,28,37
41463,4,84.98,18,1,59,43,171,28
26290,11,84.95,16,1,62,58,40,22
43112,1,49.2725,5,0,55,54,28,22
43130,4,84.9878,3,0,60,54,124,30
28110,10,56.619,6,0,56,53,172,30
30170,7,134.85,8,1,58,34,147,25
41461,3,84.7958,10,0,59,43,28,19
41117,10,99.3154,2,1,55,41,51,22
26200,10,59.9846,16,1,56,49,28,30
48123,12,148.66,8,1,59,46,62,35
31140,8,129.2774,4,1,56,46,28,22
41310,4,59.94,1,1,60,40,28,30
41461,3,59.96,5,0,59,39,28,31
41117,3,84.96,18,1,59,37,127,26
46150,4,84.8547,15,0,56,52,28,22
41135,9,49.35,14,1,56,34,163,37
27290,6,84.9232,21,1,56,48,28,30
11305,2,58.51,1,0,59,15,28,37
11350,1,58.65,15,0,55,32,146,31
41590,3,84.96,15,0,56,43,28,22
26500,1,84.93,2,0,55,32,28,37
31140,6,59.78,3,1,56,41,57,30
42230,2,74.7748,30,1,63,58,17,4
26200,6,46.27,10,0,62,35,28,31
41360,6,59.963,9,0,59,44,128,28
41465,2,84.9959,4,1,60,44,169,28
26350,9,76.0621,18,0,55,46,161,28
36110,5,84.9645,4,1,60,57,28,28
28200,3,95.69,37,1,61,53,33,30
42130,11,59.946,7,0,58,37,28,28
27290,2,59.75,9,0,57,34,28,30
41273,3,84.96,3,1,63,40,181,37
44800,11,84.8694,13,1,59,56,28,37
46130,8,59.5923,20,0,60,48,28,28
46770,4,84.9608,7,0,58,54,28,36
26470,10,59.93,9,1,55,41,28,19
45130,5,84.9126,9,0,59,52,28,35
41610,5,99.956,11,1,59,40,28,37
41430,7,84.93,6,1,60,44,129,37
48123,5,59.292,14,0,59,34,93,22
41610,3,50.55,2,0,63,41,28,19
41570,6,59.5305,17,0,60,39,144,31
41570,9,84.73,4,0,59,39,28,37
28200,1,84.86,10,1,55,54,4,30
46150,2,84.87,14,0,63,31,28,37
41113,6,100.94,1,1,57,48,23,19
50110,9,84.63,8,0,60,52,28,30
41390,11,48.63,2,0,57,26,149,19
28200,12,46.89,11,0,57,51,50,37
46110,4,84.9945,2,1,62,47,28,34
41250,9,58.14,7,0,56,36,28,28
11620,10,84.93,10,1,55,55,74,28
41390,10,62.8305,3,1,59,55,162,28
11500,9,34.69,2,1,60,32,2,19
43114,7,59.9101,5,0,55,46,28,30
11320,1,45.54,8,1,58,28,176,28
41590,3,84.896,7,1,55,45,28,22
11710,6,134.16,3,1,57,24,116,31
26530,3,59.9352,13,0,63,54,28,31
41465,9,134.242,17,1,59,42,101,26
11215,8,17.81,2,0,55,54,28,30
41281,4,101.51,11,1,55,54,28,28
28200,3,59.9,12,1,60,52,28,28
27140,12,59.9327,3,1,62,58,116,22
41370,1,83.2216,18,1,60,58,28,30
44133,7,59.735,4,0,59,41,28,22
26530,5,73.4,9,1,55,38,28,19
41113,3,59.93,4,0,60,40,28,19
41281,1,45.72,1,0,59,28,28,28
45111,5,84.87,4,0,60,24,28,19
30170,9,84.76,10,0,56,31,47,33
41360,5,114.51,4,0,56,37,28,19
11650,5,108.02,6,1,57,20,28,28
28177,4,42.72,5,0,59,28,28,22
44131,5,29.5882,18,0,58,56,28,19
31170,4,50.1,4,0,56,32,28,21
43112,7,61.16,4,0,59,20,28,36
31170,4,71.115,4,0,56,33,28,37
11350,4,66.47,1,1,55,32,170,37
28237,9,59.805,20,1,62,38,28,26
46130,1,84.8246,11,1,60,44,28,26
27290,5,66.96,9,0,57,30,28,22
41360,3,84.9634,4,0,55,49,128,21
41630,2,34.9685,14,0,60,42,41,19
41410,8,59.99,10,1,59,37,28,31
48125,11,73.922,19,1,62,57,28,30
46840,3,84.8514,12,1,63,53,28,19
28260,2,52.65,5,0,56,25,28,24
41480,8,84.98,7,1,55,51,119,37
29155,4,75.18,5,0,57,20,28,28
46110,3,45.19,3,0,60,22,28,30
11230,2,24.319,7,1,63,53,28,26
41285,1,134.9,6,1,55,34,48,26
41461,7,59.709,9,1,60,58,28,4
27140,6,59.79,6,0,56,38,28,31
41590,12,84.9705,28,1,62,58,179,28
27140,10,81.2,5,0,59,25,28,26
41430,4,59.707,16,1,55,52,32,30
11530,3,84.9,16,1,58,38,18,19
41210,2,84.981,30,1,60,50,191,30
41135,8,35.1,13,1,56,32,28,30
48250,1,72.9828,14,0,59,55,28,19
41310,2,84.92,16,1,60,34,28,37
41820,1,84.68,8,0,58,52,28,33
41463,10,59.97,9,1,59,41,28,19
45111,8,59.98,15,0,55,35,98,28
41465,2,84.961,11,1,59,50,113,28
41463,6,88.85,3,1,55,33,28,37
26260,8,79.47,12,1,57,44,54,19
45190,10,40.45,5,0,57,24,28,31
48330,9,75.31,6,0,57,43,28,30
41281,7,59.97,13,0,59,36,192,37
31710,3,84.73,13,1,60,54,28,25
43113,8,58.05,5,0,57,27,73,28
48310,8,39.99,1,0,56,34,28,37
42210,5,72.465,3,0,60,26,17,24
28237,4,41.02,11,0,56,29,84,30
29140,7,59.94,12,0,58,40,27,22
47190,6,75.844,13,1,60,57,80,19
41173,11,37.85,10,0,56,32,188,33
46830,3,59.9801,6,0,59,52,28,37
43150,3,35.52,8,0,58,31,28,26
30140,6,84.92,10,0,57,41,56,19
48250,10,84.9911,17,0,58,49,28,30
42130,8,84.92,15,0,60,53,28,36
27260,6,118.7664,2,1,55,49,95,28
42770,9,39.72,3,0,55,26,28,25
41135,10,131.49,5,1,56,33,28,36
26710,3,84.9644,7,0,55,52,28,30
41190,3,84.6,17,1,60,33,171,25
27710,5,59.99,6,0,55,37,28,37
43112,4,49.76,13,0,59,39,78,26
47111,3,59.848,14,0,56,41,28,31
41190,5,59.92,8,1,60,33,95,26
41113,7,84.834,4,1,60,40,28,37
48121,8,84.72,3,0,62,36,28,22
44200,8,39.27,11,0,59,37,28,33
11260,4,92.49,5,1,55,23,28,31
28200,10,45.24,3,0,56,23,50,37
41285,11,58.74,15,1,59,33,69,26
11560,6,84.974,8,1,56,54,28,30
41113,9,59.94,6,1,58,48,23,19
42130,3,59.9835,13,0,63,46,183,19
41190,9,56.58,4,1,58,32,171,26
31200,12,104.1191,21,1,59,51,52,30
46830,4,59.75,1,0,63,36,28,37
41173,9,57.24,5,0,55,23,193,19
41570,8,112.4662,5,1,59,52,157,33
29200,8,84.9966,3,1,59,58,28,37
28200,4,59.7,11,0,55,40,33,36
41135,7,130.51,10,1,59,34,163,37
44180,10,69.84,4,0,59,32,28,25
41310,10,84.56,2,1,58,45,151,30
41310,4,121.617,21,1,63,48,151,19
11710,3,156.93,11,1,56,25,1,36
43114,6,38.61,3,0,57,37,28,22
48127,2,84.9,13,0,63,42,28,26
43130,1,84.881,9,0,63,47,28,37
11530,11,83.67,12,1,59,27,28,25
11350,6,45.77,3,0,57,31,170,31
11140,12,84.88,8,1,56,39,28,30
41360,11,84.9413,2,0,57,44,187,36
41550,9,80.483,4,0,58,42,28,30
11380,11,84.9,7,1,59,53,28,21
36110,6,59.9159,12,1,60,55,9,19
41463,6,84.85,5,1,60,53,171,28
47250,10,63.96,9,0,59,31,28,22
31200,6,121.9028,5,1,60,50,116,30
43111,3,84.84,12,0,60,32,28,37
41135,1,35.1,12,1,58,33,28,30
45190,2,123.9,12,0,60,35,28,19
44200,10,84.94,3,0,59,46,28,22
41281,5,84.97,7,1,57,48,192,28
41220,3,71.509,5,1,63,32,28,37
11200,7,83.35,2,1,60,54,28,4
26350,4,59.916,10,0,56,37,63,26
41135,7,134.67,18,1,58,34,24,33
48220,10,60,5,0,56,40,28,33
47130,1,59.9404,3,0,61,46,28,30
47130,5,112.1167,8,1,55,46,28,28
26350,9,84.9794,4,1,55,43,141,28
41590,12,59.96,11,0,59,59,28,30
26380,8,49.08,11,0,59,36,35,25
41117,2,59.9845,10,1,55,48,53,25
31170,7,68.9187,17,1,56,55,199,30
47290,6,84.9751,10,0,56,43,82,26
42150,7,59.84,7,0,55,42,17,19
45111,8,49.31,2,0,59,27,91,29
48121,3,74.17,2,1,56,28,114,30
41210,4,41.3,12,1,62,30,191,31
45130,9,84.9965,1,0,56,55,28,19
41150,2,96.53,2,0,55,38,108,31
41450,10,84.97,5,1,55,41,28,37
11230,10,84.96,16,1,55,51,28,24
41171,12,59.9945,9,1,57,50,28,19
48123,9,84.9457,13,1,58,45,28,30
41111,6,84.9981,22,1,59,41,28,26
11620,5,60.27,6,1,60,24,111,19
42130,3,59.85,3,0,55,42,28,33
41463,7,59.97,14,1,57,41,28,19
41360,9,84.88,17,1,58,58,36,22
41370,3,49.5,3,0,57,38,28,30
42130,2,59.12,4,0,63,29,145,30
48250,7,73.93,9,0,55,32,28,37
41465,5,84.9716,5,1,55,42,97,25
41465,11,134.834,10,1,59,42,97,25
27260,5,91.5412,3,1,57,42,28,22
41210,7,36.16,15,0,58,30,191,31
46130,6,59.987,9,0,57,45,28,26
11560,3,84.9651,13,1,55,49,28,22
11305,5,59.82,21,1,62,51,60,22
48170,12,84.99,2,0,59,31,28,37
11380,3,82.45,5,1,58,46,28,24
41173,2,49.68,6,1,60,32,80,19
41390,6,59.66,3,0,58,38,162,31
36110,7,59.76,12,0,59,34,28,28
43150,11,39.3,3,0,62,29,28,31
41171,6,75.44,7,0,55,18,118,28
28237,8,71.02,13,0,57,30,84,37
48123,4,39.715,1,0,62,36,39,22
11380,11,84.618,1,1,61,44,19,22
30170,3,84.54,3,0,55,33,28,28
48240,9,59.8956,4,0,62,41,28,28
41570,5,59.937,17,1,59,56,190,36
41290,5,54.48,5,1,55,22,28,31
29170,4,59.79,7,0,56,31,28,30
29200,3,84.7886,3,0,56,45,28,28
41463,6,105.6821,8,1,59,45,28,33
41630,5,84.7524,9,0,58,46,41,26
26380,11,109.69,10,0,56,33,28,28
31170,2,84.7641,12,0,60,42,28,28
45113,1,83.88,6,0,56,24,152,22
41271,3,59.65,5,1,60,40,82,36
11290,5,152.25,14,1,62,38,28,37
41450,10,84.99,2,1,58,46,42,37
43113,7,117.32,9,1,60,47,28,33
11290,4,114.08,9,1,58,49,28,31
46150,1,59.76,8,0,56,33,164,31
28110,9,84.9786,15,1,62,62,172,37
27260,6,84.9,1,1,56,27,28,22
41287,5,105.93,13,1,56,36,153,30
42110,6,84.89,12,1,62,42,28,37
47190,3,59.1,15,0,59,33,28,30
47190,2,84.84,12,0,56,43,28,31
42130,1,59.85,9,0,60,42,28,33
43150,9,59.985,4,0,58,36,28,37
44131,4,39.27,13,0,63,38,112,33
31140,1,84.99,3,1,55,30,89,28
31170,10,59.98,8,0,58,35,28,37
28260,9,114.0091,7,1,60,50,180,33
11260,7,59.6,6,0,57,32,110,24
48123,6,47.97,12,0,62,32,39,28
26500,6,84.13,14,1,56,28,28,37
31710,9,84.94,2,1,57,55,28,25
41173,6,59.7745,8,1,60,58,193,28
47113,12,59.94,6,0,60,45,28,22
41570,10,59.995,11,0,56,38,28,36
46870,4,59.96,16,0,62,37,28,28
43113,10,44.13,1,0,58,34,73,36
41480,6,59.67,16,1,60,51,119,37
47150,4,42.9,10,0,62,35,76,26
11350,10,84.78,6,1,59,33,170,37
46130,9,42.55,4,0,56,22,28,31
41135,2,41.85,9,0,55,33,121,25
26470,6,46.72,6,0,56,54,123,37
27170,8,49.09,3,0,60,20,28,36
11170,7,84.757,11,1,58,43,28,37
47130,11,101.9887,12,1,59,57,28,37
42110,12,80.934,15,0,55,42,28,37
11530,10,79.25,7,1,55,46,18,22
41550,8,59.854,8,0,58,47,28,22
41450,12,74.9901,15,1,59,56,28,25
41630,11,84.9218,3,0,59,46,90,30
31140,6,82.82,2,0,56,36,115,22
29110,5,59.9709,19,0,55,47,28,22
48123,3,59.97,5,0,58,34,93,28
29155,6,64.44,4,0,57,23,28,31
29140,7,59.85,15,0,55,32,199,24
30140,2,64.39,4,0,57,31,28,37
41113,2,84.88,2,1,60,52,23,28
11350,5,84.97,7,1,56,42,146,37
46830,9,39.84,2,0,55,39,28,28
31170,12,68.9796,5,1,56,55,199,30
11320,7,59.76,9,1,60,37,176,22
41570,2,101.97,3,1,60,48,11,28
28237,11,59.805,20,1,59,38,28,26
44825,6,39.96,3,0,62,39,28,37
41250,4,84.952,8,0,56,42,28,30
41390,3,59.03,7,0,58,38,162,22
46230,5,84.9211,5,0,62,54,28,31
48127,9,60.6,2,0,56,25,28,19
47190,12,59.81,1,0,58,35,28,22
11320,3,84.9,10,1,55,36,28,19
28177,7,42.3,5,0,59,27,167,19
44200,6,59.372,3,0,58,40,28,19
11410,7,84.78,11,1,55,35,28,22
29200,10,59.82,1,0,55,37,146,37
41590,6,84.5202,7,1,57,57,28,22
41190,10,84.96,1,1,59,34,171,19
41190,3,84.9641,15,1,60,42,95,36
41220,3,84.97,9,0,59,35,28,30
36110,3,59.9853,4,1,63,54,9,30
42130,3,84.88,8,0,57,30,54,30
26350,3,59.9675,21,0,55,44,64,28
41135,10,83.58,10,1,59,33,28,30
41370,6,84.959,16,0,55,44,145,9
46830,4,59.8598,14,0,63,42,28,30
42110,12,84.796,31,1,58,55,28,30
30170,9,122.73,11,1,56,31,47,19
41117,3,84.72,2,1,55,45,51,26
11500,1,51.03,2,1,58,34,67,26
11350,9,114.87,6,1,55,39,170,31
47150,6,59.79,11,0,59,38,76,37
45140,2,83.94,5,0,56,32,28,36
41590,12,83.8704,14,0,58,45,28,28
41410,4,112.24,4,1,58,50,85,24
41370,6,69.4928,19,1,58,47,145,30
42110,8,133.97,3,1,60,47,28,28
11320,1,36.34,13,1,63,29,176,31
41273,5,84.916,9,1,55,43,10,22
48250,12,84.83,13,0,55,38,28,37
48330,12,59.84,8,0,60,35,28,22
41220,4,102.15,5,0,55,46,28,28
11680,2,149.78,5,1,59,48,28,22
41630,9,84.9218,8,0,60,45,90,30
11320,6,84.94,1,1,55,35,28,37
26500,3,126.23,19,1,55,49,28,34
11500,12,13.79,10,0,62,53,196,37
26410,2,50.63,7,0,59,55,76,30
44825,7,47.36,3,0,62,38,28,28
44270,7,84.94,12,0,60,47,28,28
45130,8,75.18,3,0,60,38,30,37
44133,5,74.579,10,1,62,56,28,33
41281,8,84.98,7,1,60,38,192,37
11500,5,39.6,3,1,60,32,2,19
41590,2,98.9373,7,1,63,59,28,22
41360,7,52.77,4,0,58,25,187,31
41281,7,59.835,11,1,55,35,199,30
41220,2,134.6827,12,1,56,50,28,36
30110,11,32.39,9,0,56,27,28,30
11530,10,84.98,11,1,58,51,28,33
41360,12,122.99,23,1,57,57,36,37
11650,12,84.45,6,1,55,41,28,22
28260,10,84.29,14,1,60,30,3,26
41135,6,84.99,9,1,57,48,28,28
41463,7,84.7616,14,1,58,44,28,31
29170,3,84.48,10,0,58,29,28,19
26110,3,63.38,5,0,57,44,28,37
45113,2,84.9904,20,1,63,53,28,31
47190,3,59.95,3,0,58,38,130,30
43770,6,84.53,13,0,60,54,28,30
26440,9,54.227,17,1,62,56,55,25
41190,8,59.962,8,1,58,42,95,24
11350,7,49.94,5,1,56,28,92,28
41390,3,103.07,2,1,63,38,162,28
41500,6,49.538,7,0,57,41,28,31
48730,9,59.92,3,0,55,37,28,21
46840,11,84.9217,9,1,60,53,28,21
41461,10,74.8836,1,1,58,58,28,30
46130,2,84.93,7,1,60,52,28,30
46150,2,84.9036,19,1,60,51,28,28
11320,8,41.3,15,1,58,31,176,33
42210,5,59.99,4,0,60,38,165,31
45140,10,84.439,11,0,57,44,28,30
29170,1,59.8159,11,0,63,46,143,30
11650,8,59.91,10,1,58,38,28,28
44810,4,84.91,1,0,60,36,28,37
41220,1,84.961,6,1,63,56,28,36
45140,9,49.32,2,0,56,28,28,28
45111,8,84.9,6,0,62,39,28,28
42150,3,59.96,3,1,61,55,28,37
41650,3,84.88,11,0,63,45,28,35
11680,1,54.81,1,1,55,34,28,28
41463,8,84.7616,11,1,59,44,28,31
43740,12,27.3,3,0,62,38,28,37
48310,3,84.96,8,0,56,32,28,19
11350,7,61.52,1,1,56,28,92,28
41285,11,134.803,2,1,59,33,48,19
30110,3,59.39,10,0,58,30,28,31
41210,4,32.586,17,1,63,61,28,19
41500,5,84.99,1,1,62,40,28,28
41190,4,121.164,8,1,57,42,95,31
11680,5,134.9023,15,1,57,46,28,22
31140,4,84.96,12,1,62,48,120,24
41463,11,120.82,3,1,59,49,28,22
28260,5,125.7715,3,1,60,47,28,30
11305,7,49.94,10,1,60,31,28,31
44200,8,59.806,10,0,60,37,28,22
41370,7,74.92,8,1,60,53,28,28
27200,2,58.14,3,0,55,20,28,28
30200,10,84.93,1,0,58,32,28,37
48170,5,41.3,3,0,55,33,3,19
43113,4,80.32,7,0,62,39,72,22
41370,5,59.9442,15,1,59,57,28,30
27260,6,59.91,6,0,60,32,28,33
50130,8,84.94,1,1,58,55,28,31
47900,6,75.6867,13,0,60,57,28,19
30200,6,84.831,7,1,59,41,174,30
43130,6,74.19,6,0,60,34,124,28
41390,7,59.99,1,0,60,37,162,30
41410,6,84.95,28,1,59,50,85,24
27290,12,84.97,5,0,58,37,106,28
30110,6,84.83,4,0,60,34,2,36
46170,8,59.5202,8,0,55,42,28,36
43111,9,41.85,3,0,59,34,138,28
42760,5,35.51,4,0,62,44,28,31
11320,9,84.55,7,1,56,45,28,24
31110,6,59.99,2,0,62,36,28,28
41173,1,51.75,8,1,55,36,14,37
28200,2,61.38,1,0,55,24,4,26
27710,1,59.84,3,0,57,39,28,30
48125,7,84.75,17,0,62,37,28,28
41111,2,59.12,20,0,60,37,163,25
11230,8,59.99,9,1,61,54,38,24
11710,1,84.95,8,1,56,31,28,34
41570,2,74.65,3,1,55,53,28,30
11260,6,84.92,1,1,56,27,28,37
42130,6,59.91,12,0,60,37,37,37
41173,12,58.32,13,1,62,32,193,25
41113,1,59.93,4,1,60,39,28,28
41210,4,84.87,28,1,62,59,28,30
30140,9,84.94,3,0,59,27,28,37
11740,7,84.92,5,1,60,32,28,28
48123,11,84.9384,3,1,59,43,28,37
44200,2,84.972,6,0,59,46,68,31
30200,5,84.45,13,1,56,46,28,30
41117,3,84.9688,1,1,61,41,51,22
41220,6,89.7251,2,1,59,58,28,28
41410,2,41.85,8,1,60,32,85,37
41287,12,101.94,1,1,59,34,168,19
28260,5,59.83,8,0,57,38,28,30
41273,3,77.82,3,1,55,24,10,31
41463,3,47.32,4,1,59,32,28,37
48240,12,80.8787,11,0,60,58,28,28
27260,5,116.65,8,1,60,35,28,28
41630,1,77.51,6,0,60,44,90,28
45130,6,84.9709,20,1,60,48,28,37
26380,8,43.33,4,0,55,28,35,22
41113,4,84.798,18,0,60,46,28,30
41113,1,59.96,12,1,63,62,28,28
26710,8,84.97,13,1,60,55,28,30
41111,4,33.27,6,0,58,39,28,28
47113,3,66.97,8,0,61,31,28,30
41430,12,84.93,7,1,58,44,129,37
44800,8,46.2,11,0,60,41,28,31
44760,9,99.9859,5,1,59,58,28,26
29170,8,84.57,6,0,55,34,28,25
11290,8,59.98,1,1,59,45,28,31
44270,2,44.457,14,0,60,36,28,37
45710,5,74.98,20,0,57,53,28,30
41220,4,122.577,2,1,55,51,28,26
44270,7,84.997,7,0,55,47,28,28
41173,10,59.76,7,1,58,32,193,25
46150,6,37.388,17,0,56,35,164,28
11140,6,59.91,30,1,55,48,28,24
41115,9,84.9628,7,1,57,49,198,37
41570,1,101.97,3,1,56,48,11,28
41590,10,84.987,9,0,58,43,28,28
44230,12,59.83,3,0,58,31,28,25
41287,7,59.82,2,0,56,41,182,34
48250,5,59.84,23,0,62,36,28,30
11350,5,45.55,8,0,58,29,92,28
41250,9,51.88,8,0,55,44,175,28
46840,10,84.867,14,1,56,53,28,21
26410,1,84.977,24,1,57,53,20,19
27260,3,134.682,9,1,57,45,70,34
47150,9,84.7192,5,0,56,52,28,19
11500,9,61.2,3,0,56,40,196,22
41430,8,39.795,3,0,57,26,129,28
47111,2,99.9848,15,1,60,43,28,30
43113,10,124.816,33,1,58,50,72,28
41410,7,113.9601,2,1,55,47,28,22
11680,2,126.46,8,1,58,25,28,30
26230,12,84.49,9,1,62,43,28,26
46150,9,82.601,6,0,62,42,125,37
48125,12,59.625,21,0,57,38,28,30
41113,10,59.84,9,1,56,54,28,21
48250,11,47.01,5,0,60,29,136,31
42830,9,59.748,11,0,57,31,28,24
48250,6,98.82,4,0,60,37,28,30
11200,7,59.99,2,1,57,52,28,24
45180,6,84.6,3,0,56,36,28,28
26470,7,84.94,13,1,57,55,123,22
41360,6,68.94,1,0,60,30,128,31
45140,8,57.01,7,0,60,33,28,22
41650,5,55.1508,15,0,59,42,28,22
48270,9,84.896,9,0,59,52,28,22
41390,1,59.82,6,0,60,37,162,19
27200,9,84.0838,4,1,59,56,28,22
46150,7,84.96,3,0,57,43,164,30
45113,7,59.96,12,0,60,37,28,37
26230,11,59.28,12,0,59,29,28,19
41590,2,59.911,14,1,61,46,28,37
48240,1,47.4,5,0,61,49,28,30
41133,1,74.48,2,1,58,46,28,19
27140,5,58.643,7,0,56,43,28,30
30110,3,67.64,9,0,56,30,28,28
29200,9,49.1144,12,0,57,54,28,37
41113,5,101.94,8,1,55,36,23,28
47230,2,84.93,14,0,58,32,28,33
42230,3,27.18,2,0,58,35,28,21
26530,9,47.4765,17,0,59,59,28,19
41630,7,74.9696,10,1,60,58,28,4
43113,6,49.8,4,0,62,42,0,38
45190,5,82.514,14,0,62,41,28,37
11530,5,84.945,23,1,55,35,6,28
41117,5,84.9394,2,1,59,42,51,22
41135,3,139.68,18,1,62,44,163,26
26230,11,58.01,4,0,57,29,28,19
48123,11,40.12,3,0,55,23,28,22
41500,1,84.9,3,0,55,37,28,28
11590,1,84.78,5,1,60,32,94,37
45180,3,121.0954,7,1,58,47,95,30
42720,3,48.51,1,0,60,30,28,30
41390,3,73.994,4,0,58,36,162,28
44710,4,34.46,5,0,56,33,28,33
41111,3,84.34,18,1,56,41,28,31
36110,2,59.9383,14,0,56,54,28,19
41220,10,72.958,11,1,57,55,28,4
28260,5,48.99,1,0,55,31,28,22
47113,1,84.92,3,1,55,53,122,37
44133,8,84.9076,33,1,60,58,28,33
11680,11,32.2,2,1,61,42,33,30
11620,7,49.02,4,0,56,18,74,37
44810,7,59.98,1,0,58,35,28,28
41135,3,133.295,14,1,57,31,28,28
29140,7,144.4825,9,1,57,48,44,37
26260,2,59.91,24,0,56,39,28,30
44131,7,84.931,3,0,60,46,28,33
31140,11,84.96,6,0,59,35,57,25
41630,4,84.9218,9,0,56,45,90,30
11290,3,59.855,20,1,56,43,28,30
46110,7,59.96,13,0,62,36,123,30
41390,4,84.97,11,1,60,39,28,28
11620,3,59.58,11,1,55,44,74,19
28200,8,84.993,25,1,55,49,33,30
26410,1,110.72,3,1,56,46,20,19
48123,8,76.03,14,1,59,47,62,21
26260,11,84.64,2,1,56,25,133,22
28185,5,44.66,10,0,60,33,124,31
27290,10,84.5402,23,1,60,56,28,22
45130,7,84.9648,18,0,62,56,28,37
11500,7,33.6,2,1,60,33,67,26
41273,8,39.27,2,0,56,29,100,19
29200,12,76.9179,13,1,62,57,28,29
28260,9,59.9435,11,1,59,51,180,37
45140,4,59.76,10,0,62,34,28,28
46130,9,59.76,1,0,56,30,28,21
