지역코드,월,전용면적,층,거래금액_B,연도1,건축년도1,법정동2,아파트2
11590,8,51.66,12,1,59,35,39,31
30230,3,118.307,33,1,60,52,28,19
11290,7,114.99,11,1,60,50,29,19
41590,7,84.67,9,0,60,47,28,37
41190,1,121.4282,7,1,55,49,102,28
11620,6,59.97,9,1,59,38,111,28
11410,2,84.96,9,1,57,37,28,37
48330,3,84.8894,2,1,58,54,28,30
11500,7,58.86,4,0,59,42,196,19
11710,1,84.751,1,1,60,28,28,30
41461,9,56.52,3,0,62,37,28,22
43114,5,84.945,7,0,60,35,148,28
41610,12,84.746,15,1,59,44,184,29
44133,7,84.9775,1,0,55,43,69,37
11650,2,84.91,4,1,63,42,28,22
41630,6,84.9862,9,0,55,43,28,28
28260,4,115.1712,3,1,55,43,28,36
11215,1,84.88,1,1,55,35,154,31
43113,5,59.9255,3,0,62,39,72,22
48125,4,128.58,11,0,60,41,28,31
41111,9,84.53,2,0,56,29,163,37
41830,12,134.8772,16,1,55,50,28,26
41550,10,59.9752,15,0,59,56,28,30
48129,3,31.98,2,0,63,26,28,19
46230,12,23.76,5,0,59,43,28,37
41210,6,36.16,8,0,57,30,191,31
11290,9,84.589,10,1,57,46,28,24
41135,11,71.8438,13,1,59,49,28,36
41463,6,84.9062,1,1,55,46,28,37
46150,2,84.87,5,0,60,31,28,37
42170,10,66.73,3,0,56,32,28,26
27290,8,59.76,11,0,56,36,43,26
44250,2,59.76,6,0,63,34,28,22
41190,10,84.8,10,1,59,42,95,22
46790,7,59.73,8,0,55,33,28,30
45140,3,73.9049,3,0,63,52,28,30
44270,3,39.75,11,0,56,40,28,28
41150,8,15.64,10,0,62,57,194,24
42150,1,39.3,1,0,58,30,28,30
11530,4,84.99,17,1,55,41,6,37
41465,7,84.911,8,1,56,47,44,22
48310,7,84.97,19,1,60,56,28,4
30200,8,84.654,10,1,56,48,28,37
26290,8,84.6588,12,1,60,47,28,28
41220,9,84.87,16,1,62,33,28,28
41111,4,59.995,4,1,55,41,28,28
44133,8,146.372,8,1,57,44,79,37
30200,4,142.13,2,1,55,46,174,26
31710,5,102.86,7,1,58,54,28,25
11215,9,84.86,12,1,61,36,28,19
11560,10,84.25,10,1,56,42,28,19
41220,3,84.9981,10,1,60,59,28,19
41173,11,84.96,22,1,57,39,193,30
27260,7,116.82,23,1,58,46,28,34
28245,5,39.6,5,0,57,28,155,21
43113,10,84.8873,17,1,58,50,28,30
41410,2,78.77,1,0,55,42,25,30
41590,6,84.6841,12,1,58,47,63,21
11680,9,114.69,2,1,58,51,28,19
41173,8,84.72,26,1,58,33,80,19
41150,9,84.66,5,1,58,44,28,31
42130,7,95.27,9,0,59,33,28,26
44270,9,84.975,9,0,60,48,28,28
47150,5,84.66,12,0,59,33,28,37
48170,2,84.95,7,1,56,51,186,36
28237,4,59.39,10,0,55,40,89,28
11215,6,84.72,9,1,55,33,154,37
47150,12,59.94,11,0,59,33,28,22
46110,4,137.4487,12,0,55,47,28,28
26710,3,59.97,6,0,63,44,28,30
11560,6,59.9,9,1,55,36,28,34
30140,6,59.988,8,0,58,38,28,31
28185,3,59.885,5,0,55,35,28,28
48330,7,84.97,3,0,56,33,28,19
41173,2,84.93,22,1,58,38,14,30
41135,1,130.83,6,1,55,35,28,20
41570,6,134.56,16,1,55,39,28,36
28185,12,84.945,5,1,56,34,45,19
26350,6,84.9493,22,1,57,53,141,37
26320,8,59.895,24,1,58,55,24,28
11650,8,140.33,5,1,56,14,66,26
31710,12,66.695,3,1,59,46,28,19
46150,9,59.82,13,0,55,36,28,31
30170,12,75.78,8,0,58,44,15,21
46820,3,59.82,6,0,57,34,28,19
43112,3,59.42,9,0,60,40,7,31
47111,1,59.94,3,0,59,36,28,30
41370,7,74.6784,11,1,60,59,28,28
27140,11,84.9205,22,1,56,50,28,28
50130,11,59.4557,2,0,55,42,28,35
47190,4,158.125,4,1,59,49,28,19
41630,12,83.44,14,0,58,41,28,22
48170,9,77.9,2,0,60,30,28,19
28237,8,134.895,11,1,55,39,75,36
41590,6,59.9757,27,1,60,59,28,26
41430,6,79.74,6,1,55,34,28,28
48250,12,39.3,4,0,56,29,136,31
30230,4,84.84,7,0,55,26,28,37
28200,6,134.894,13,1,57,47,33,21
29170,3,79.56,5,0,63,21,28,19
41190,8,84.9841,8,1,60,44,28,28
11350,11,53.14,4,1,59,28,28,19
44133,9,59.7,13,1,60,56,79,26
45113,10,84.905,12,0,55,35,28,30
41113,12,49.14,2,0,57,33,23,19
41190,12,43.74,5,0,55,28,16,37
45140,2,84.74,6,0,60,33,28,37
30170,7,84.9458,4,0,57,50,28,22
28200,9,46.89,9,0,59,51,50,37
44800,12,84.97,24,0,62,55,28,30
42210,4,84.82,6,1,59,58,28,28
48330,2,63.743,13,0,59,53,59,30
41220,9,84.9653,16,0,56,56,28,36
48250,8,152.9775,10,1,60,45,28,24
26470,5,121.6761,15,1,55,50,123,30
28185,5,29.7,7,0,55,37,28,30
11350,1,43.35,12,0,56,29,92,26
31140,2,84.87,11,1,60,39,131,30
48310,3,59.885,5,0,56,41,28,28
44133,12,70.87,15,1,59,58,117,33
41271,4,89.524,4,1,60,41,28,36
41480,3,90.1014,7,0,55,46,26,22
47850,2,59.93,10,0,58,40,28,26
31140,7,59.76,20,0,55,36,89,37
47190,7,84.98,5,0,60,58,28,25
41570,10,84.8026,8,1,60,52,28,19
28185,10,62.482,11,1,58,33,124,22
31140,4,84.9707,19,1,63,45,120,28
41590,3,59.07,15,1,58,47,63,28
47290,9,59.95,11,0,59,38,28,37
41570,8,59.935,12,0,60,35,28,28
27290,1,102.0606,4,1,63,48,28,31
31710,6,39.715,9,0,56,40,28,37
43114,8,59.14,2,0,57,28,28,26
41117,2,84.975,3,0,55,46,53,37
47190,2,78.14,3,0,63,31,28,28
27290,5,84.98,12,1,59,37,137,28
48170,7,58.5,7,0,60,33,28,37
29170,10,84.745,17,1,59,57,28,37
26350,12,50.31,5,0,59,24,161,31
11230,10,18.585,11,0,57,52,38,33
11500,4,83.4225,3,1,58,42,196,28
41360,1,84.982,2,1,59,42,28,22
45130,3,134.575,11,0,62,33,30,37
41570,3,84.9699,15,1,61,57,157,37
26230,3,41.3,11,0,57,28,5,19
26320,2,59.8,3,0,58,38,197,22
27290,2,101.9741,6,1,60,48,96,28
46130,2,59.94,9,0,59,38,28,30
44200,9,47.67,16,0,55,52,68,26
41480,5,84.03,18,1,57,45,26,19
36110,7,59.4,2,0,60,28,28,22
44133,4,19.2875,5,0,62,53,28,36
42130,3,84.93,8,0,62,40,54,28
41117,1,59.99,2,0,60,37,127,37
41173,5,59.742,6,1,56,33,188,33
48123,11,101.93,14,1,59,47,62,21
11650,4,139.78,6,1,57,18,99,25
30170,1,30.1875,13,0,56,38,28,19
11740,3,48.45,3,1,57,27,28,22
48330,6,73.202,15,0,57,44,28,28
41113,3,59.963,7,1,55,51,23,19
28260,4,114.104,22,1,57,53,180,22
44131,10,84.9495,15,1,60,55,28,30
41450,6,153.67,16,1,55,50,28,37
45113,2,114.805,4,1,55,46,152,30
41590,6,84.9161,5,0,55,44,28,22
46130,1,29.725,8,0,58,54,28,28
29140,1,59.94,15,0,55,38,28,22
41410,4,42.87,18,0,56,36,85,31
41281,7,84.0785,1,1,60,57,28,19
36110,3,84.9783,22,1,60,57,28,22
44133,7,84.902,4,1,62,44,79,22
11500,9,84.9881,10,1,62,57,28,25
41390,8,84.93,7,1,57,37,162,19
41150,11,84.99,14,1,59,43,61,37
27140,5,59.91,7,1,57,51,116,28
26530,1,84.87,23,0,55,39,28,30
41670,12,116.711,1,1,57,46,17,30
43720,5,59.989,9,0,59,56,28,22
11620,5,65.09,5,0,57,14,111,19
41285,11,84.36,11,1,62,35,172,31
41113,5,59.79,3,0,60,36,23,22
48880,3,84.945,12,0,58,31,28,37
42110,4,68.989,9,0,59,58,200,33
41830,2,59.32,3,0,58,32,28,19
42210,6,84.6036,2,0,62,40,17,22
41360,4,84.877,10,1,57,45,28,30
11500,1,84.88,11,1,60,56,28,25
26320,11,116.03,21,1,55,52,197,37
11650,6,84.55,6,1,57,32,28,26
41273,5,84.98,17,1,60,55,181,22
41610,8,84.778,2,1,60,41,28,37
11230,11,84.98,1,1,57,54,38,24
47150,8,59.977,6,1,62,59,76,19
31140,7,59.98,8,0,58,37,89,28
43113,4,84.9967,10,1,63,58,28,35
30110,1,70.89,16,1,57,56,28,30
11620,10,101.95,9,1,56,45,74,26
42210,10,156.76,1,1,59,48,27,26
41480,6,84.9256,10,0,56,47,26,37
47190,10,59.9011,13,0,59,57,28,19
45710,9,33.15,2,0,60,37,28,22
45710,2,84.9534,11,0,60,46,28,31
29155,6,84.73,17,0,59,32,28,25
28185,1,84.97,7,0,55,33,45,37
41150,7,59.88,1,0,56,38,108,36
41410,1,42.75,12,0,55,33,85,19
31170,6,72.6748,16,1,60,52,28,31
29155,6,122.01,7,1,60,38,28,26
43745,2,39.6,2,0,59,28,28,37
41410,6,39.87,18,0,60,35,25,35
48127,3,124.647,5,1,60,38,28,37
28185,2,84.22,7,1,63,33,45,36
47290,11,84.969,10,1,60,50,28,31
26530,6,59.94,12,0,55,31,28,37
30110,7,59.993,7,0,56,47,28,30
46130,6,116.0619,7,0,55,46,28,24
41190,11,59.94,10,1,56,35,171,26
26410,6,59.9092,6,1,60,57,28,24
27260,11,84.9422,9,1,57,56,28,25
26230,8,56.88,4,0,56,34,5,19
29140,5,84.99,6,0,58,32,199,31
41390,12,84.972,1,0,59,39,28,31
29170,6,84.9685,10,0,55,28,28,22
44133,4,103.3026,9,1,62,50,69,26
41463,6,84.57,15,1,60,46,28,26
41370,7,59.9927,10,0,60,57,145,25
41570,7,84.9823,11,1,57,54,144,37
45113,3,84.9349,22,1,63,58,105,30
41220,11,113.3007,3,1,59,56,28,36
41430,4,66.78,13,0,57,31,129,28
11530,6,84.98,1,1,57,46,6,19
26470,11,84.99,19,1,55,39,123,30
41590,9,59.968,12,1,58,56,179,28
48121,1,72.928,12,1,63,59,171,33
48250,2,75.9258,3,1,60,59,28,19
41590,3,84.8906,3,0,60,42,28,28
41171,2,59.76,16,1,60,36,118,28
11320,6,44.5,9,0,60,28,28,19
41590,4,84.97,15,1,57,48,28,28
29170,2,84.9697,12,1,59,54,28,19
30200,12,84.9001,15,1,55,42,28,30
41271,5,79.08,3,1,55,33,28,28
31110,4,84.9608,11,1,55,50,28,30
11740,12,59.52,8,1,62,38,28,31
41113,8,84.9916,2,1,55,45,28,28
42190,5,38.365,10,0,59,41,28,35
28237,1,49.83,1,0,56,29,28,25
48250,11,84.7227,28,1,60,57,28,4
29155,6,84.9399,16,1,59,54,28,37
11260,5,84.09,3,1,62,34,28,37
41113,12,84.94,13,1,57,55,23,28
27290,9,84.9874,17,1,60,49,28,22
41220,2,84.9977,3,1,63,55,28,36
48330,11,43.95,2,0,59,24,28,28
43130,4,54.31,2,0,60,32,137,28
41480,2,59.76,6,0,57,35,26,22
41133,1,44.28,5,0,58,27,28,19
41570,5,84.6507,12,1,62,53,28,37
41360,4,38.54,1,0,63,31,28,37
28260,10,137.224,34,1,56,53,180,33
41590,11,84.987,13,1,60,43,28,28
11350,6,58.65,6,0,55,32,146,31
48870,4,61.7835,3,0,59,48,28,28
41463,7,122.867,18,1,57,46,171,33
11500,5,33.6,8,0,55,33,67,26
41210,3,89.455,3,1,63,32,178,33
11350,10,59.96,7,1,56,56,146,20
42150,9,59.99,9,0,57,38,28,30
48240,5,59.55,13,0,57,34,28,26
41463,9,84.54,7,1,58,46,171,30
41220,5,59.925,13,0,57,39,28,28
29170,9,84.9442,21,1,58,52,28,33
29170,10,48.45,15,0,58,41,28,33
43112,1,59.99,3,0,55,39,78,26
41135,9,134.79,20,1,55,34,121,35
41135,10,84.5,12,1,56,49,28,26
11380,7,84.84,4,1,58,50,28,30
48121,8,59.9,5,0,59,33,28,22
41570,5,59.992,16,1,60,52,157,37
41461,8,84.233,22,1,60,58,28,4
48250,6,59.9346,4,1,60,59,28,19
42150,6,59.99,2,0,60,45,28,28
47190,5,32.43,4,0,60,28,28,37
48125,6,58.77,2,0,55,27,28,37
28140,4,79.72,23,1,63,43,106,28
41390,2,59.8272,28,1,60,51,116,28
41360,2,84.974,15,1,60,44,195,37
30110,8,101.4,4,1,60,51,28,4
47190,2,103.9428,5,1,61,45,28,26
41450,5,59.88,17,1,59,55,28,25
27230,6,59.94,11,0,59,31,28,25
11260,6,59.981,3,1,55,46,28,19
31710,4,59.9616,4,0,60,43,28,28
46230,1,77.25,4,0,57,26,28,19
45140,11,59.76,7,0,62,39,126,30
45210,3,74.2638,15,0,60,56,28,19
41220,7,72.6417,20,1,60,59,28,36
11260,4,49.77,11,1,56,36,28,28
41150,4,84.36,15,1,63,36,139,30
27230,2,84.96,10,0,63,33,184,33
47113,4,59.96,3,0,60,34,28,19
26290,8,46.52,1,0,56,33,140,37
47130,4,59.964,1,0,60,36,28,22
44200,11,59.8868,4,1,59,51,28,30
11680,11,97.35,5,1,56,40,28,22
41190,6,84.77,15,1,62,36,28,36
43111,11,99.95,6,0,56,35,138,37
44131,6,39.27,9,0,55,38,112,33
41273,5,41.3,5,0,60,33,100,19
45113,8,59.62,3,0,57,47,152,22
45130,7,119.9488,15,1,60,48,28,28
41480,6,84.881,6,1,60,45,28,33
41290,10,84.946,1,1,59,48,28,24
45111,12,99.98,13,0,57,39,28,22
43113,11,59.9238,7,0,59,39,72,22
26260,6,84.9949,4,1,60,53,54,25
28200,4,119.52,15,1,57,48,4,19
44131,11,59.995,20,0,62,37,112,22
41173,12,84.846,17,1,59,43,193,22
11215,5,84.83,18,1,55,39,154,24
41285,4,84.87,4,1,62,32,48,19
41465,3,133.148,18,1,63,42,101,26
47190,12,84.986,6,0,60,47,28,28
27140,9,84.9061,12,1,57,53,116,28
31140,3,49.65,8,0,63,35,57,19
41550,4,59.73,7,0,57,40,28,31
29170,10,59.82,10,0,57,31,143,30
41210,10,79.07,12,1,57,30,191,31
27260,6,84.97,14,1,55,46,28,34
41463,10,51.97,12,1,57,46,28,21
46170,3,84.9345,15,1,59,56,28,26
44133,7,45.8103,12,0,62,57,46,36
50110,4,77.13,4,1,57,30,28,30
28260,6,113.6765,2,1,58,51,180,37
46150,10,59.85,4,0,60,35,164,37
41190,9,122.8644,29,1,62,52,28,26
41310,2,84.7106,3,1,60,48,151,31
47280,3,84.935,7,0,63,35,28,37
42830,7,38.88,6,0,57,38,28,22
41285,2,101,6,1,63,34,48,26
44200,7,39.67,3,0,62,34,28,30
31710,6,143.465,7,1,57,50,28,25
11710,8,122.67,2,1,55,24,28,28
41287,5,84.73,11,1,56,41,182,34
26290,6,75.28,1,0,55,23,28,22
26710,10,84.8734,10,0,59,52,28,31
47111,2,59.97,5,0,59,40,28,37
11680,10,84.95,2,1,55,33,28,19
45140,11,49.8,8,0,57,38,126,26
43130,1,102.71,13,0,58,36,28,28
29170,10,59.946,16,0,59,38,28,22
46110,7,39.87,4,0,60,15,28,38
11650,1,84.99,4,1,55,45,99,28
41610,5,84.989,10,1,60,58,28,30
11620,11,84.87,8,1,59,40,74,22
28140,5,114.53,16,1,60,49,28,36
41390,4,59.983,2,0,63,36,162,30
44150,5,56.7,1,0,62,26,28,26
31170,11,83.045,2,0,62,43,28,30
42130,4,59.55,8,0,55,38,37,28
30170,9,84.94,7,1,59,35,28,19
48240,4,101.7498,15,1,60,52,28,28
45113,1,59.99,14,0,63,37,28,37
29200,6,84.6347,2,1,60,49,28,31
29200,12,84.9931,1,0,59,46,28,28
11230,5,37.73,12,1,56,49,28,24
31110,7,75.3949,8,1,55,44,28,26
43112,8,59.86,6,0,55,40,28,28
30170,3,84.42,1,0,58,35,47,37
11305,3,84.99,10,1,55,51,60,22
41150,1,61.94,5,0,60,59,28,28
44131,7,59.93,16,1,60,58,28,28
41220,5,49.585,10,0,60,35,28,28
41463,7,84.817,13,1,59,43,28,30
41450,9,84.98,19,1,60,55,28,25
31200,7,84.7991,11,1,58,56,52,30
42800,12,84.9,5,0,56,50,28,30
41135,8,101.91,12,1,57,33,28,36
27290,10,59.98,1,0,62,37,137,28
43130,7,51.95,11,0,57,43,137,30
41360,3,39.66,4,0,60,30,28,21
29170,2,117.65,3,0,55,32,143,25
11305,5,84.9909,17,1,62,49,28,28
28260,2,84.977,8,1,63,52,180,33
28237,6,59.805,6,1,59,38,28,26
47150,4,37.02,5,0,63,39,28,22
41465,8,84.99,4,1,59,38,169,30
44270,6,62.7016,20,0,62,58,28,37
41480,3,84.98,6,1,59,49,28,36
41480,7,84.92,10,1,59,45,28,33
41610,6,84.98,12,0,57,39,28,30
36110,3,84.9816,11,1,62,54,28,26
45113,4,59.97,4,0,62,37,28,37
44131,2,59.99,8,0,59,34,28,31
11650,7,84.98,13,1,58,46,99,24
41590,2,59.64,15,1,60,58,28,22
44210,2,84.98,15,0,59,47,28,22
41590,12,84.96,20,1,59,48,34,22
47150,3,49.81,4,0,56,42,28,19
41113,4,84.622,9,1,59,41,23,28
41410,3,84.914,2,1,60,43,28,22
11710,3,49.8,12,1,58,37,28,19
27170,10,59.1,5,0,59,25,28,28
41590,3,84.73,20,1,55,47,63,28
26410,3,132.05,5,1,56,41,28,34
46130,8,84.98,14,0,59,31,28,37
47170,12,59.9,5,0,57,35,24,35
41287,12,130.23,5,1,56,35,153,37
41463,11,84.42,10,1,59,46,171,26
48240,7,42.55,5,0,56,20,28,22
41590,8,84.8388,6,1,62,57,56,37
41115,10,14.53,4,0,56,53,28,28
30140,6,57.61,15,0,60,18,28,28
50110,6,84.97,4,1,60,50,28,31
26470,6,84.99,18,1,57,39,123,30
28177,3,84.972,9,1,63,54,28,22
44210,8,84.7766,4,0,62,42,28,28
27260,11,40.58,13,0,56,31,173,31
29155,6,84.75,9,0,59,36,28,22
41310,8,69.5876,1,1,59,56,28,19
45111,9,84.9441,4,0,60,53,28,36
44131,7,49.92,7,0,60,39,28,30
41610,12,84.573,7,0,56,42,28,22
48129,12,101.65,4,0,59,33,28,30
44133,8,51.9946,13,0,60,56,28,4
41150,2,59.42,11,0,60,42,139,28
26410,5,147.65,3,1,56,52,28,26
41111,5,56.71,15,0,60,27,163,22
45710,3,69.8455,9,0,60,52,28,25
29170,11,59.935,4,0,58,37,28,22
27260,5,134.99,7,1,57,40,70,26
41610,6,84.99,17,1,60,40,184,28
30170,11,63.24,2,0,56,34,147,22
41220,12,18.88,6,0,62,57,28,20
48121,3,60.38,2,0,59,29,114,30
48170,12,41.9,4,0,60,16,28,28
30170,8,59.9,4,0,56,35,28,19
26380,3,84.96,15,1,62,34,28,37
28245,3,58.29,5,0,60,26,28,22
30200,11,74.96,9,1,59,54,174,21
41190,5,59.31,4,0,56,36,28,30
44200,3,114.1455,2,1,59,51,28,30
41590,4,83.39,5,0,59,41,28,30
31140,6,127.4689,17,1,59,50,89,37
28260,7,84.966,5,1,60,43,28,28
41281,2,84.4,4,1,58,48,28,37
48330,1,114.69,10,1,56,45,28,28
27290,1,59.92,17,0,59,40,137,30
28110,11,84.8018,9,0,57,44,28,37
26710,1,101.8124,7,1,63,53,28,31
28260,12,114.0091,8,1,56,50,180,33
41570,2,84.9975,20,1,60,56,190,36
45140,3,59.93,15,0,55,34,126,24
30200,4,49.5,11,0,55,34,28,28
45111,6,59.58,8,0,62,38,28,36
11380,3,59.595,10,1,55,37,28,25
46110,6,84.78,6,0,60,36,95,37
11410,1,142.98,12,1,57,37,28,37
41465,5,127.949,17,1,59,42,97,28
44200,2,84.9966,5,0,63,48,28,28
26290,4,59.88,8,0,62,33,28,28
48250,7,59.13,3,0,56,24,28,26
28185,10,141.162,35,1,58,49,103,22
41410,5,84.55,2,1,60,33,28,22
41285,10,59.72,13,1,59,46,28,28
36110,2,84.9837,6,1,63,56,9,19
11650,5,76.32,9,1,55,21,28,28
30140,10,84.92,5,1,62,41,56,19
28200,1,84.88,11,1,55,49,33,21
41220,12,84.9939,17,1,62,57,28,36
26380,9,84.96,3,0,56,32,28,19
41360,6,84.732,2,1,59,40,36,26
41550,11,80.483,14,0,55,42,28,30
31710,12,59.5225,5,0,58,38,28,28
45130,8,49.86,9,0,59,42,28,31
11710,6,84.83,28,1,60,47,156,35
48129,8,122.0641,3,1,57,47,28,31
42130,7,37.935,5,0,58,56,28,30
47111,3,84.97,4,1,63,38,28,37
30110,10,59.72,1,0,58,20,2,28
45710,12,59.7631,8,0,59,41,28,21
45730,11,58.75,4,0,62,41,28,25
48250,2,149.8192,4,1,60,48,28,31
45710,3,69.8455,1,0,58,52,28,25
42210,4,84.6036,13,0,58,40,17,22
41117,10,59.84,16,1,58,38,127,26
43114,8,84.798,4,1,57,53,28,22
41590,3,73.611,6,0,58,46,28,30
44200,9,84.9721,11,0,58,47,28,30
11215,8,84.97,9,1,56,30,28,37
29200,4,59.9807,11,0,59,43,28,31
28260,5,84.993,23,1,60,57,180,33
11260,1,59.845,5,1,60,40,28,28
44131,6,59.3119,16,0,58,57,28,30
44770,3,84.7809,4,0,56,55,28,33
41273,9,75.51,8,1,60,40,10,21
11620,7,84.87,5,1,57,40,74,26
11230,8,84.96,9,1,55,29,28,28
47113,2,84.99,11,1,63,60,28,22
11350,6,49.6,6,1,61,39,13,35
41287,10,129.79,13,1,59,51,28,37
45113,1,59.97,9,0,56,38,105,37
50110,11,84.9508,6,1,57,41,28,26
11290,4,84.09,16,1,57,45,28,31
30170,10,84.945,9,1,56,38,47,28
41111,12,76.36,10,1,59,40,163,26
41220,8,59.9717,12,0,57,46,28,25
41133,5,49.98,15,0,59,34,28,28
11740,4,54.81,12,1,57,24,28,28
45113,3,49.9514,11,0,56,39,152,30
48250,11,59.9888,5,0,55,44,28,36
48310,12,45.8903,4,0,59,49,28,30
28260,11,84.9918,7,1,56,44,49,19
45111,12,84.8294,7,0,56,53,28,30
11560,2,45.55,22,1,58,39,28,22
30170,10,84.981,30,1,57,54,28,22
11470,11,95.01,5,1,55,26,56,25
11140,12,59.94,17,1,61,42,28,21
30140,3,59.4,6,0,55,37,28,19
46130,2,59.3,2,0,58,25,28,22
48170,9,84.9908,15,1,59,54,28,33
41220,3,84.86,10,1,63,59,28,19
41590,6,84.99,13,1,56,44,71,21
48250,11,59.78,2,0,57,30,31,37
11530,11,83.805,10,1,59,26,18,31
11530,5,59.82,11,1,56,41,28,28
46110,4,84.9959,5,0,58,46,28,19
41113,10,84.913,9,1,59,52,23,28
41360,2,84.93,7,1,63,39,28,26
41610,8,84.96,11,1,59,42,104,28
11305,8,59.96,2,1,58,40,28,28
41113,4,59.81,11,1,55,41,23,19
26230,7,84.3263,30,1,56,46,28,26
41173,7,41.85,14,1,57,33,193,25
27230,10,59.88,16,1,62,50,28,22
46230,1,59.79,2,0,59,43,171,28
41390,4,59.88,4,0,57,39,28,30
41360,10,84.9301,23,1,59,58,36,22
41610,3,84.9959,10,1,59,41,28,30
41463,5,84.43,16,1,59,41,28,19
41287,8,71.316,7,1,58,35,153,37
47190,7,84.88,16,0,60,51,130,30
11500,11,144.123,13,1,57,42,196,37
31110,3,84.995,8,1,56,53,28,30
27200,4,59.57,12,0,55,39,28,22
41281,3,84.93,6,1,57,35,199,26
27110,7,12.652,16,0,55,54,17,21
41150,5,84.4,12,1,60,39,194,24
41310,10,49.67,11,1,56,36,151,31
50110,3,76.1583,6,1,62,60,28,21
11350,3,114.96,22,1,63,38,170,30
28110,3,77.8532,15,1,62,62,28,30
31710,4,49.85,9,0,62,32,28,22
42150,5,59.8,5,0,57,36,28,30
26410,5,84.95,15,1,56,35,76,19
31710,2,53.92,4,0,55,21,28,30
41570,2,59.794,5,0,59,41,28,36
41287,12,84.5,6,1,62,35,182,35
11410,6,80.89,5,1,57,44,28,21
47290,6,53.82,9,0,59,33,28,33
44210,3,84.723,3,0,62,45,28,28
47113,4,84.693,25,1,62,58,28,33
27260,12,59.93,3,0,59,39,28,28
44250,9,29.13,14,0,56,37,28,28
28200,12,84.8552,6,1,58,57,28,37
43114,6,58.5,4,0,59,25,28,21
41360,5,84.9749,1,1,55,50,28,19
44200,3,59.806,18,0,57,37,28,22
41135,5,66.6,6,1,57,34,163,21
26320,5,100.98,6,1,60,55,197,4
44250,2,84.96,6,0,63,45,28,28
44210,7,84.9824,12,0,62,46,28,21
42150,4,84.99,10,0,59,38,28,21
41190,5,79.395,5,1,55,45,28,31
30170,2,84.76,13,0,55,31,47,33
41480,7,57.9,9,0,56,30,28,31
44200,9,59.806,19,0,59,37,28,22
44133,3,55.84,4,0,55,35,28,33
45190,2,59.971,7,0,60,56,28,37
43770,9,27.63,6,0,58,35,28,31
43112,5,143.847,16,1,58,49,83,22
41465,10,101.79,8,1,59,34,189,22
41190,8,151.09,29,1,57,52,171,24
48250,11,84.983,14,1,60,59,28,19
41190,1,74.55,18,0,56,44,95,28
47113,6,84.93,3,0,59,34,28,22
41281,12,84.954,15,1,59,52,28,22
46110,1,58.14,11,0,57,35,123,30
48310,4,84.676,17,1,62,57,28,30
27110,1,84.5662,4,1,60,54,28,19
43113,5,74.8923,1,1,60,58,72,33
41390,3,26.94,14,0,61,42,28,36
41590,5,84.896,3,1,58,45,28,22
41390,12,59.465,8,0,57,44,28,31
26470,9,59.991,26,1,60,42,28,29
41310,11,33.06,5,0,59,32,28,24
26530,8,59.94,4,0,58,36,28,31
41480,1,57.9,3,0,59,30,28,31
29140,5,59.82,13,0,62,31,28,26
43112,1,59.42,14,0,55,40,7,31
28237,9,122.226,15,1,56,38,77,37
41463,3,122.7737,2,1,60,49,28,22
44825,7,59.82,5,0,62,36,28,28
11470,5,154.44,3,1,57,25,56,25
41480,12,84.03,7,1,56,45,26,19
41410,4,58.01,15,1,60,31,85,31
11320,6,65.42,5,1,60,27,28,22
11710,5,59.95,12,1,57,47,28,28
29140,9,121.14,8,1,59,33,199,25
41220,4,59.95,6,0,55,34,173,30
41190,6,122.8,2,1,60,43,28,26
48250,5,84.9968,1,1,60,53,87,28
43800,11,84.995,9,0,57,47,28,28
43112,9,72.28,18,1,57,50,83,36
44270,7,84.961,12,0,60,45,150,34
44270,7,59.92,9,0,62,58,150,33
45111,7,29.448,3,0,62,39,28,37
47720,7,83.115,7,1,59,59,28,26
31140,10,59.76,14,0,55,36,89,37
48330,4,59.836,12,0,60,60,58,30
43114,8,59.995,9,0,59,38,28,22
42800,3,84.9,6,0,62,50,28,30
26410,4,62.55,5,0,55,26,76,37
41590,11,99.0393,3,1,59,55,179,28
26710,1,49.8565,3,0,60,57,28,30
30200,5,84.7704,5,1,62,57,174,21
11650,3,84.92,4,1,59,45,28,30
47900,3,84.9983,8,1,62,57,28,19
31140,9,84.8612,13,1,60,44,89,22
44200,9,38.49,19,0,60,52,68,26
41171,7,66.11,1,1,58,24,118,31
41135,5,42.75,24,1,57,34,163,37
41360,3,84.78,4,1,60,47,135,19
43130,6,42.11,2,0,59,35,124,30
44131,9,56.34,5,0,56,41,73,26
28245,2,59.4,11,0,56,32,155,37
41360,1,59.842,9,0,60,34,28,31
26410,9,84.96,13,1,60,29,20,28
41463,9,84.7384,20,1,62,58,28,19
41360,4,84.965,12,1,60,60,36,22
43750,2,59.9,10,0,60,34,28,30
26290,4,84.975,24,1,57,46,140,30
47230,5,74.7538,9,1,62,61,28,4
28237,4,112.98,11,1,59,48,28,26
45113,4,59.92,8,1,60,58,105,30
36110,2,84.9863,7,1,63,55,9,19
46170,5,84.7183,5,0,55,50,28,19
41285,6,84.72,14,1,57,47,172,37
41131,6,84.96,15,1,60,36,28,28
48123,12,49.485,6,0,56,29,62,24
48330,6,84.982,5,0,56,44,28,28
31140,3,81.945,10,0,56,29,120,35
46230,6,51.02,5,0,62,28,28,31
48170,4,51.74,4,0,56,45,3,31
29200,3,84.75,2,0,58,43,28,30
