지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액
46110,상동,2022-09-26 0:00,주공2,766,44.94,7,1992,"4,800"
11500,화곡동,2017-02-11 0:00,트리움팰리스,925-26,21.7,10,2013,12400
11350,월계동,2020-01-29 0:00,청백4,781,59.4,12,1998,31500
30170,월평동,2015-11-13 0:00,무궁화,223,101.93,4,1994,24600
48330,소주동,2018-05-11 0:00,천성리버타운,147-1,59.95,16,1998,10500
11545,가산동,2015-02-08 0:00,두산,769,59.84,13,1998,28200
46130,웅천동,2022-08-03 0:00,포레나여수웅천2단지,1889-1,75.4323,9,2019,"36,600"
11260,신내동,2016-09-10 0:00,화성,656,66.96,5,1995,33500
45130,나운동,2/3/2020 0:00,현대2차,527,75.275,13,1993,7400
41111,정자동,2020-05-16 0:00,동신3단지,303,69.18,10,1989,22400
11500,화곡동,2020-01-17 0:00,우성,353-20,92.26,5,2002,34000
29110,산수동,2020-08-14 0:00,무등산광신프로그레스,716,84.9817,11,2018,34000
11440,아현동,12/10/2018 0:00,삼환나띠르빌,732,84.9,10,2003,83000
11560,당산동4가,2015-02-23 0:00,한강아파트,29,84.98,11,1999,42500
41630,백석읍 가업리,2022-06-10 0:00,세아청솔3차,Jan-99,49.89,1,2001,"11,500"
42210,금호동,2016-05-09 0:00,속초e-편한세상,627,84.975,2,2006,21000
11215,구의동,2/28/2018 0:00,구의현대2단지,611,84.75,24,1996,90000
27230,태전동,2017-11-17 0:00,현대,997,84.95,9,1993,19000
11710,가락동,2017-04-19 0:00,가락3차쌍용스윗닷홈(103동),54,84.94,9,2005,60000
48240,사남면 월성리,2015-01-28 0:00,사천푸르지오,451,84.9817,3,2006,18900
41117,망포동,2016-06-08 0:00,늘푸른벽산,488,114.954,13,2000,30200
28237,갈산동,2015-04-20 0:00,한국,179-1,84.99,19,1998,25300
11350,중계동,2020-01-13 0:00,중계3벽산,592,85,7,1999,65200
46110,옥암동,2022-06-08 0:00,옥암2차 한국아델리움 아파트,1398,59.82,8,2019,"26,000"
48123,상남동,2017-01-18 0:00,대동,Jan-44,84.94200000000002,4,1994,26500
43111,용암동,2016-05-02 0:00,부영,2060,60,4,1996,11000
11200,하왕십리동,2015-10-27 0:00,왕십리풍림아이원,1061,59.93600000000001,16,2004,43900
48220,용남면 화삼리,2018-09-20 0:00,미진이지비아1차,1041-2,76.9809,15,2010,13100
45130,소룡동,6/14/2020 0:00,성원상떼빌,1010,59.6885,7,2004,6400
36110,고운동,2016-07-18 0:00,이지더원(가락마을4단지),1703,59.9853,3,2014,21000
11215,광장동,2019-08-21 0:00,청구,566,59.95,3,1996,67000
30200,상대동,2020-06-13 0:00,한라비발디,462,124.9665,3,2011,94000
45113,호성동1가,4/8/2019 0:00,엘지동아,718,59.99,4,1995,10300
43112,사창동,7/26/2019 0:00,대원칸타빌,285-3,115.214,1,2008,24000
46110,상동,1/19/2019 0:00,신안,1016,84.92,8,1995,14750
26530,모라동,2016-11-19 0:00,우성,1357,72.42,2,1989,17500
41390,하상동,5/12/2018 0:00,연꽃마을대우삼호,368,59.88,14,1999,20600
29140,금호동,2016-10-02 0:00,진흥더루벤스,268-1,136.235,6,2009,46900
27260,만촌동,2015-01-14 0:00,수성풀비체,641,84.7456,8,2007,30100
29140,동천동,2015-01-17 0:00,동천마을2단지휴먼시아,506,84.99,1,2007,22200
30230,대화동,2017-01-04 0:00,금성백조,02월 16일,72.675,4,1985,8500
27230,읍내동,2015-07-09 0:00,은호,455,49.32,5,1987,8700
11740,암사동,2016-08-20 0:00,롯데캐슬퍼스트,414-2,59.99,2,2008,52300
41570,풍무동,9/12/2018 0:00,풍무푸르지오센트레빌,354-1,84.9975,5,2016,46000
41310,인창동,2015-03-09 0:00,아름마을삼성,487-1,59.9807,3,2000,25300
41360,별내동,2016-08-16 0:00,한화꿈에그린더스타,1041,84.8887,9,2012,45150
11710,신천동,2019-08-01 0:00,진주,04월 20일,118.94,1,1981,206000
27170,비산동,2015-04-10 0:00,비산우방맨션,331-36,59.94,5,1995,15000
41220,이충동,2022-04-18 0:00,이충동부영3단지,594-2,59.94,10,1996,"21,000"
41190,상동,2017-02-03 0:00,반달마을(동아),397,59.92,8,1993,24500
26350,좌동,2015-10-05 0:00,SK VIEW,1450,59.99,3,1998,20300
47113,장성동,9/28/2020 0:00,두산 위브 더 제니스,1612,107.7,47,2010,32000
48730,가야읍 도항리,2018-10-30 0:00,대경파미르,320,59.9863,13,2014,18800
41273,고잔동,2020-06-13 0:00,주공8,671,64.62,14,1987,24000
11215,자양동,2021-06-28,더샵스타시티,227-7,139.54,37,2007,"230,000"
41220,서정동,2023-03-04 0:00,동산2,793,59.28,2,1989,"25,000"
41610,장지동,3/14/2020 0:00,금광포란재,755,81.1382,6,2004,19500
41310,수택동,2017-10-18 0:00,럭키,853,59.34,4,1992,30500
41150,호원동,5/31/2019 0:00,신도7,467-5,84.156,9,1998,26000
41310,수택동,6/30/2018 0:00,평화노블레스,345,104.42,4,2003,37700
41220,동삭동,6/7/2020 0:00,평택센트럴자이3단지,852,84.2757,26,2019,38900
47130,현곡면 하구리,2019-12-19 0:00,경주 센트럴 푸르지오,1285,84.7016,18,2019,28011
41590,청계동,2020-12-08 0:00,동탄역시범리슈빌아파트,513,84.65,21,2015,91800
50110,외도일동,2016-03-25 0:00,외도부영1차,560-1,49.896,1,2000,16800
41461,고림동,2016-05-16 0:00,금평마을영화,1000,84.7958,4,2003,19800
41150,호원동,2015-07-03 0:00,성호,442,84.44200000000002,3,1996,23500
46130,미평동,2023-03-01 0:00,선경3차,807,59.4,9,1995,"11,800"
48330,물금읍 가촌리,6/19/2020 0:00,양우내안애1차,1271-3,59.9674,16,2014,21900
11650,잠원동,2020-06-22 0:00,동아,157,84.91,20,2002,195000
26380,괴정동,2017-09-01 0:00,괴정한신,795-14,59.72,1,1997,18000
47190,진평동,2022-03-22 0:00,진평미래타운,1063,59.99,14,1999,"9,000"
44131,신방동,2021-03-25 0:00,두레현대1,895,59.995,11,1997,14500
11170,용산동5가,8/22/2018 0:00,용산파크타워(24-0),24,154.47,11,2009,260000
41450,학암동,8/15/2019 0:00,위례롯데캐슬 ,672,75.48,12,2016,90000
28200,구월동,9/29/2018 0:00,구월아시아드선수촌2단지,1485,59.57,24,2015,31900
42210,조양동,3/16/2020 0:00,부영5,1501,50,5,1995,8000
44200,배방읍 공수리,2023-02-06 0:00,배방2차푸르지오,1712,84.9286,10,2015,"31,000"
28185,옥련동,2019-06-21 0:00,백산,630,59.76,15,1994,16700
47190,형곡동,2015-12-23 0:00,신세계타운,145-22,59.43,4,1995,10650
48330,물금읍 가촌리,2018-12-23 0:00,이지더원2차,1274-1,75.7475,25,2017,27400
26200,청학동,2017-06-26 0:00,원우엔리치빌,489-30,67.9319,15,2004,17050
48127,합성동,12/5/2019 0:00,무학,694-1,45.09,1,1987,7050
41590,봉담읍 수영리,3/16/2019 0:00,한울마을신창비바패밀리1단지,672,97.1702,5,2008,26300
45113,인후동1가,2016-01-06 0:00,인후송정써미트,541,115.7074,5,2008,27000
41273,원곡동,2022-04-24 0:00,한화꿈에그린,847,84.9146,16,2006,"58,000"
41273,고잔동,2016-10-07 0:00,푸르지오1차,781,84.7828,1,2001,31700
28237,삼산동,10/13/2018 0:00,삼산타운7단지,453-1,84.07,2,2004,38000
47170,신안동,2017-08-24 0:00,현대,Jan-62,72.72,5,1991,8200
41480,와동동,8/17/2020 0:00,해솔마을7단지롯데캐슬,1404,59.1152,5,2014,35000
50130,동홍동,2018-01-18 0:00,주공5차(동홍5차),1674,49.87,5,1999,17900
41113,탑동,7/1/2020 0:00,새롬102동,27-Jan,84.875,4,2004,22300
36110,조치원읍 죽림리,2015-05-24 0:00,조치원죽림자이,396,84.6641,11,2008,17800
26410,청룡동,2016-09-10 0:00,경동,350,84.62,2,1997,27500
47920,봉화읍 내성리,2022-04-01 0:00,"삼영(C,D동)",448,84.84,5,1992,"10,000"
26710,기장읍 동부리,2015-02-23 0:00,한신,151-5,84.985,23,1995,17700
41500,대월면 사동리,2022-03-26 0:00,사동리현대아이파크,441-1,59.4,8,1994,"16,300"
41610,경안동,2015-05-16 0:00,푸르지오,157-2,59.9211,7,2002,21950
26530,덕포동,2022-07-06 0:00,벽산신익타운,49,84.905,4,1994,"16,050"
30170,월평동,2016-10-14 0:00,무지개,300,100.89,7,1994,28000
11440,공덕동,2020-03-03 0:00,래미안공덕5차,469,59.959,3,2011,122000
11215,군자동,2016-09-08 0:00,동양파라곤(2),358-9,71.13,9,2008,46000
48123,상남동,2019-11-08 0:00,성원,Jan-45,108.5,15,1994,30500
44133,쌍용동,2019-01-05 0:00,파크밸리 동일하이빌,2100,236.311,15,2011,67000
27140,신암동,2019-07-31 0:00,이스트타운101,288-11,84.96,5,2002,20000
11650,서초동,2020-08-29 0:00,우정에쉐르,1355-24,69,7,2004,99800
31140,무거동,2020-03-15 0:00,무거위브자이,1594,120.005,25,2013,59900
41590,능동,2018-03-26 0:00,동탄숲속마을 능동역 리체 더 포레스트,1126,110.4018,1,2008,33500
46170,남평읍 동사리,2022-05-17 0:00,나주남평강변도시양우내안애리버시티1차,409,59.982,8,2018,"19,500"
28237,청천동,4/6/2018 0:00,대진,236,64.8,1,1985,18500
45111,서신동,2015-11-30 0:00,서신엘지자이,960-1,109.036,9,1998,27300
41281,화정동,8/21/2020 0:00,별빛마을9단지(907동에서912동),948,70.2,4,1995,42000
28177,주안동,2023-04-07 0:00,관교한신휴플러스,1621,47.0832,12,2010,"24,500"
41590,병점동,2019-07-26 0:00,느치미마을주공4단지,859,75.99,11,2004,21300
48125,두월동2가,2017-04-14 0:00,두월동상우the헤라우스,07월 01일,68.8602,18,2016,23500
41465,성복동,2020-02-15 0:00,성동마을수지자이,752,149.554,3,2006,65000
31140,달동,2019-11-29 0:00,달동삼성2,758,77.04,5,1997,21300
41570,걸포동,2015-03-16 0:00,오스타파라곤2단지,1561,120.55,1,2010,45100
43113,가경동,2019-05-07 0:00,가경이-편한세상,1764,133.819,11,2008,38500
41670,하동,2022-03-27 0:00,현대,123,59.985,4,1995,"16,500"
43130,연수동,6/7/2019 0:00,삼성푸른2차,1219,59.82,5,1994,8700
41210,광명동,8/7/2020 0:00,광명해모로이연,785,84.99,17,2011,79000
11710,잠실동,2023-01-27 0:00,레이크팰리스,44,116.19,16,2006,"218,000"
41115,인계동,2017-06-03 0:00,신반포수원(한신),319-6,41.85,4,1980,13250
26470,연산동,2015-02-07 0:00,리치W,478-2,59.9787,10,2012,19350
31110,약사동,2020-06-16 0:00,삼성래미안,612-38,84.9114,10,2001,38500
41271,사동,1/5/2018 0:00,늘푸른,1533,84.932,4,1999,36200
41210,하안동,11/26/2019 0:00,주공11,27,49.94,7,1990,38000
41670,가남읍 심석리,2017-09-11 0:00,세광리치타운(101동-108동),118,58.74,1,1999,6405
47290,압량읍 신대리,7/1/2019 0:00,경산 한신 휴플러스 아파트,702,59.9089,12,2016,21600
45210,검산동,2018-01-17 0:00,검산2단지주공,1048,59.56,12,2004,11500
41390,은행동,2019-11-27 0:00,산호,241-1,49.22,1,1989,11400
28260,가정동,1/22/2018 0:00,진흥1,564,45.04,5,1990,9200
48330,물금읍 범어리,2018-06-22 0:00,성원,502-4,49.89,5,1996,7000
28200,서창동,2021-03-02 0:00,서창퍼스트뷰(7단지),699,84.99,15,2012,41500
43113,복대동,2016-03-13 0:00,어울림,3367,163.847,2,2009,42250
28185,송도동,2016-05-21 0:00,글로벌캠퍼스푸르지오,190-2,134.96,23,2013,61522
43130,칠금동,2020-05-27 0:00,금능현대,629,59.985,1,1996,9450
11710,오금동,2017-07-29 0:00,삼성,160,84.87,2,1989,53500
26290,대연동,2019-05-30 0:00,대연비치,1808,42.93,14,1985,27460
27140,지묘동,2016-07-07 0:00,왕산우방타운,337,59.98,10,1997,17500
48250,삼계동,2016-10-01 0:00,화정마을부영6차,1435,49.842,13,2003,13100
41310,인창동,7/28/2018 0:00,동흥,580-14,44.4,1,1994,15000
11230,장안동,2017-12-23 0:00,장안힐스테이트,329-2,114.958,18,2007,66000
48250,외동,2023-05-13 0:00,한국2,1249-4,59.946,15,1998,"16,100"
43113,가경동,2020-02-26 0:00,가경주공7단지,1581,84.91,2,2005,22500
27230,복현동,2017-08-31 0:00,복현시영(1차),320-1,49.135,2,1982,14400
48123,반림동,2/11/2020 0:00,현대1차,01-Mar,68.85,2,1990,19000
26350,반여동,2016-10-17 0:00,삼익그린맨션,1405-31,84.93,10,1985,29500
44200,음봉면 월랑리,2019-12-05 0:00,아산 더샵 레이크시티 2차,702,84.98,2,2015,19500
30200,관평동,2020-06-13 0:00,쌍용스윗닷홈,666,84.97,7,2006,34500
11305,번동,10/10/2018 0:00,꿈의숲수림채,118-15,112.29,2,2006,38700
11710,거여동,2020-05-15 0:00,거여4단지,293,39.6,2,1997,50000
41111,천천동,2021-03-22 0:00,현대,566,59.84,8,1997,36300
11260,묵동,2019-11-02 0:00,묵동자이(2단지),170-1,101.9,15,2010,65000
26320,금곡동,2016-08-10 0:00,금곡5단지주공,1112-2,42.75,15,1994,9800
11350,상계동,2022-05-05 0:00,수락현대,1272,84.74,2,1995,"62,500"
29200,우산동,2015-07-16 0:00,하남주공(2단지),1571-1,44.52,12,1991,6500
31110,다운동,5/4/2020 0:00,다운,768,39.99,6,1992,6400
11170,한남동,2015-02-13 0:00,한남동리첸시아,Jan-72,72.06,3,2004,54700
41360,진접읍 부평리,2022-06-03 0:00,진접스타힐스,703-1,59.9754,26,2022,"40,000"
47190,산동읍 신당리,2022-11-26 0:00,구미확장단지골드클래스,1388,59.9011,10,2017,"22,300"
41550,금석동,6/15/2018 0:00,동남,81,58.74,10,1998,7200
44250,금암동,2016-10-24 0:00,신성미소지움1차,190,84.96,14,2005,19000
41190,상동,2020-01-08 0:00,반달마을(극동신라),399,59.76,9,1994,26600
11500,염창동,2019-07-13 0:00,동아,292,59.97,16,1998,52000
41610,오포읍 양벌리,2015-05-27 0:00,대주(2차),940-5,84.9989,11,2002,21000
42110,우두동,2019-08-20 0:00,동부,1068-1,84.961,11,1994,18000
45750,임실읍 이도리,7/23/2019 0:00,전북임실코아루더베스트,982,65.5263,5,2018,16990
50110,도련이동,2018-12-08 0:00,제주삼화사랑으로부영1차,548,73.9049,5,2013,35000
11740,암사동,2015-12-05 0:00,롯데캐슬퍼스트,414-2,84.98,17,2008,60000
48250,신문동,2016-02-06 0:00,장유2차쌍용예가,527-2,119.721,6,2008,33400
41370,부산동,2016-02-13 0:00,주공1,778-1,59.94,14,2000,16900
45111,평화동2가,2018-11-30 0:00,평화동엠코타운,953,84.9441,11,2013,28000
27230,구암동,2019-12-15 0:00,그린빌4차,788,59.83,13,2001,18500
42130,우산동,2018-10-18 0:00,한라비발디2차,823,74.63,5,2014,22600
47290,압량읍 신대리,2019-01-02 0:00,경산코아루아파트,481,84.9886,17,2015,28300
28237,산곡동,2019-10-07 0:00,한화2단지,124-23,84.95,1,1999,31750
46130,시전동,4/25/2019 0:00,우미,243,84.88,12,1996,24500
41287,일산동,2022-03-14 0:00,세인,587-5,55.08,5,1985,"26,800"
47730,의성읍 상리리,2020-12-29 0:00,태평스카이,707-3,40.2,10,1991,4900
47850,석적읍 중리,2022-03-14 0:00,부영,141,49.89,3,2000,"6,200"
11500,내발산동,2021-03-20,마곡수명산파크5단지,749,59.76,10,2008,"87,500"
47111,지곡동,2015-01-19 0:00,LG그린빌라,450-1,84.986,5,2001,28400
41463,보정동,2020-03-10 0:00,죽현마을아이파크,1267,84.7616,6,2004,61000
41273,초지동,2020-06-15 0:00,서해그랑블,741,71.939,3,2004,30500
45113,송천동1가,2/12/2020 0:00,송천진흥더블파크,10-Dec,84.9707,5,2008,26200
26530,모라동,6/25/2018 0:00,우신모라,1362,78.84,14,1992,16450
46230,중동,2020-07-21 0:00,성호2차(206~215동),1665,59.79,7,2006,7450
41465,풍덕천동,2016-03-26 0:00,현대,700-1,60.03,8,1994,28900
41430,포일동,2023-02-24 0:00,인덕원대우푸른마을(2차),523,84.96,8,2001,"63,500"
48330,물금읍 가촌리,2020-11-12 0:00,양우내안애2차아파트,1271-1,84.6701,3,2016,30000
41117,영통동,9/14/2018 0:00,태영,969-1,84.88,9,1997,35900
41463,마북동,2015-10-28 0:00,교동마을현대필그린,625,84.824,4,2002,27000
50110,연동,2019-05-18 0:00,대림이편한세상2차,1399-1,139.52200000000002,8,2002,98000
41630,고암동,2015-08-31 0:00,주원마을(주공2단지),121-2,49.71,9,2000,10700
11740,명일동,2017-04-22 0:00,삼익그린2차,15,84.76,4,1984,66900
41287,탄현동,12/27/2018 0:00,탄현마을풍림,1585,59.859,2,2000,20300
11545,시흥동,2021-06-12,SM엘루이,791-40,71.09,6,2012,"58,000"
48129,경화동,11/15/2019 0:00,경화주공,859,39.72,3,1986,4500
27140,효목동,2019-10-20 0:00,태왕메트로시티,337,59.85,7,2003,18600
30140,문화동,2015-02-24 0:00,하우스토리2차,01월 31일,245.97,26,2010,70930
41390,정왕동,2019-02-15 0:00,시흥배곧SK뷰,2483,84.49700000000001,24,2015,38800
48123,남양동,2015-04-20 0:00,성원2차,22,118.05,13,1992,34000
41271,성포동,2015-02-27 0:00,선경,592,84.93,6,1990,30700
41463,언남동,2/13/2020 0:00,초원마을성원상떼빌2차,500,84.9905,9,2005,34000
11680,논현동,2015-02-27 0:00,동현아파트 1~6,105,84.92,12,1986,78000
27110,남산동,2019-04-07 0:00,까치,Jan-82,53.6,7,1992,13000
11470,신정동,2017-07-31 0:00,신트리4,1277,48.96,15,2000,27700
41285,백석동,2020-08-22 0:00,흰돌마을(한진),1349,69.09,13,1994,40500
41410,부곡동,2020-03-12 0:00,휴먼시아(5단지),1086,84.9,4,2010,39900
44133,백석동,2020-08-17 0:00,백석2차아이파크,1178,84.9868,19,2014,47500
44800,홍성읍 남장리,1/4/2019 0:00,거성아파트A동,Mar-95,67.38,1,1990,4100
44250,두마면 두계리,8/15/2020 0:00,계룡E-편한세상,116,84.743,4,2007,26800
50110,화북일동,2017-10-15 0:00,화북주공4단지,12월 01일,59.93,5,1998,23500
30140,용두동,2016-10-19 0:00,늘푸른,Apr-99,84.9,9,1997,17000
43113,강내면 월탄리,2015-04-18 0:00,태암수정,90,34.71,3,1997,5270
11320,방학동,2017-04-12 0:00,신동아아파트1,271-1,84.87,5,1987,28500
45111,효자동1가,2022-05-18 0:00,삼호,364-3,84.94,7,1991,"14,000"
41220,비전동,6/3/2020 0:00,비전 경남아너스빌,931,84.986,9,2009,26700
48310,고현동,2021-03-27 0:00,고현주공,963-1,39.69,3,1989,17000
41463,보라동,3/9/2020 0:00,한보라마을휴먼시아6단지,620,84.95,1,2008,27000
41273,초지동,2016-03-26 0:00,서해그랑블,741,84.962,9,2004,32200
41590,병점동,2016-09-19 0:00,안화동마을주공7단지,849,59.92,9,2004,21900
41610,오포읍 양벌리,3/23/2019 0:00,대주파크빌1차A블럭,355-1,84.99,15,2003,21700
41500,중리동,2023-03-24 0:00,이천라온팰리스,213,110.0083,14,2009,"42,000"
41113,평동,2019-06-02 0:00,동남,151,84.9886,7,1999,35500
26410,구서동,2015-11-10 0:00,동일,735-1,44.37,3,1986,10500
28185,연수동,2017-07-31 0:00,성일,538,59.75,12,1994,19000
41220,동삭동,3/26/2020 0:00,평택센트럴자이 5단지,가-,84.5289,13,2018,35000
41590,청계동,2018-09-05 0:00,KCC스위첸아파트,550,84.01,22,2015,45900
11680,청담동,2019-09-27 0:00,청담4차이편한세상,28-20,84.57,7,2011,170000
11545,독산동,2017-06-26 0:00,독산동한양수자인,1144,68.161,4,2011,39000
41210,철산동,8/20/2018 0:00,철산래미안자이,634,84.44,19,2009,76000
26140,서대신동2가,2015-12-23 0:00,새부산,414-1,44.66,3,1976,12380
26230,부암동,2015-10-01 0:00,일성인포,Jun-55,76.2,8,1997,20700
41590,향남읍 발안리,2016-07-23 0:00,발안마을주공,295,59.92,14,2003,17000
11740,길동,2016-02-22 0:00,에이치비골드빌(103동),384-5,83.11,8,2004,38500
30200,관평동,2019-05-21 0:00,한화꿈에그린1차,664,84.654,6,2006,30500
11350,상계동,2016-06-28 0:00,한신2차,451,45.92,9,1988,18200
45140,영등동,2019-11-21 0:00,우남그랜드타운,822,59.76,11,1999,15400
41590,병점동,2023-03-02 0:00,느치미마을2단지,822,51.86,10,2004,"22,000"
43150,왕암동,2020-02-27 0:00,현진에버빌1차,905,84.6821,7,2007,16300
41210,철산동,2016-03-12 0:00,철산한신,367,129.655,6,1992,45000
44800,홍북읍 신경리,2019-06-08 0:00,한울마을모아엘가아파트,1370,84.9867,8,2016,25700
31140,옥동,2015-05-12 0:00,성도,191-58,59.81,14,1997,17700
11290,길음동,2019-09-06 0:00,길음뉴타운3단지푸르지오,1280-1,84.97,1,2005,58000
27140,신천동,2020-08-25 0:00,코스모스,499-1,46.985,4,1981,25000
27710,다사읍 매곡리,7/10/2018 0:00,대실역청아람1단지,1537,59.9748,4,2008,22300
44770,장항읍 원수리,2016-07-06 0:00,임해,207,43.27,1,1998,1950
41135,서현동,2017-03-15 0:00,효자촌(대창),310,84.696,12,1994,42000
48123,가음동,2020-11-21 0:00,럭키,05월 14일,49.44,4,1992,40000
29200,장덕동,2023-02-10 0:00,신안실크밸리,1110,84.9612,2,2009,"34,500"
45180,상동,2018-03-27 0:00,정읍상동대광로제비앙,970,59.9834,15,2014,16100
41430,오전동,2019-12-09 0:00,동백,849,84.94,1,1995,30750
11470,신월동,2023-02-14 0:00,목동센트럴아이파크위브1단지,1075,59.88,11,2020,"74,500"
27710,구지면 응암리,2021-03-18 0:00,과학마을청아람,1210,59.894,2,2016,16000
26440,명지동,6/11/2018 0:00,엘크루블루오션,3243,179.97,4,2012,71000
44131,신부동,2022-04-30 0:00,대림한내,544,59.781,8,1995,"18,000"
41590,반송동,2020-06-15 0:00,시범한빛마을한화꿈에그린,21,84.8,4,2007,59300
11200,옥수동,2022-04-28 0:00,래미안 옥수 리버젠,561,84.73,18,2012,"210,000"
11620,봉천동,2016-12-16 0:00,마에스트로캠퍼스타운,893-12,13.15,12,2012,13000
11230,청량리동,2017-06-07 0:00,미주,235-1,86.78,12,1978,50500
27110,남산동,2020-09-14 0:00,까치,Jan-82,33.06,13,1992,10100
41430,오전동,2020-08-07 0:00,매화,104,59.73,3,1997,27000
41480,금촌동,2017-01-16 0:00,주공(922-0),922,59.98,6,1997,16400
30200,송강동,2017-01-31 0:00,한마을,200-4,132.67,1,1999,22100
41281,화정동,6/9/2020 0:00,달빛(라이프)2,851,49.95,6,1996,17470
26230,부암동,2020-06-13 0:00,서면 동일파크스위트 3차,746,67.882,7,2017,30850
29140,광천동,2020-03-22 0:00,e편한세상,895,84.8921,11,2010,42000
36110,다정동,2023-03-16 0:00,가온마을3단지,916,75.5847,9,2018,"50,700"
31140,신정동,2023-02-22 0:00,강변센트럴하이츠,319,138.121,11,2011,"77,000"
26380,다대동,2019-10-26 0:00,삼환,120-10,59.76,14,1996,15800
41271,본오동,2020-05-18 0:00,월드,872,44.88,1,1988,23000
41463,중동,2016-08-20 0:00,참솔마을월드메르디앙,819,76.854,19,2006,26400
41360,오남읍 오남리,2017-10-20 0:00,진주(2차),683-25,39.96,2,1990,8100
48250,내덕동,2023-07-07 0:00,내덕 서희스타힐스 아파트,775,59.9142,7,2016,"19,500"
36110,고운동,2017-06-25 0:00,가락마을3단지(호반베르디움),1708,59.8652,2,2014,23400
41220,죽백동,2020-03-16 0:00,소사벌더샵마스터뷰,817,99.3385,5,2018,41000
48330,평산동,2018-08-28 0:00,장원하이드파크,Feb-83,53.4773,13,2015,12650
47290,중방동,2017-12-15 0:00,중방e-편한세상3단지,895,84.941,8,2010,38800
42150,입암동,2021-03-11 0:00,은하,May-90,39.85,2,2001,4850
11740,상일동,2015-10-10 0:00,중앙하이츠,476,84.23,4,1992,45800
26260,명장동,2017-10-21 0:00,협진태양,497-1,76.05,3,1986,21400
11560,영등포동8가,2015-10-27 0:00,삼환,Jan-76,114.7,11,1999,56000
41281,삼송동,11/2/2019 0:00,삼송2차아이파크,311,84.762,16,2015,63500
29200,신창동,2016-03-04 0:00,신창부영,1187,84.7886,11,2005,19000
46780,보성읍 우산리,2022-08-11 0:00,영진,306-9,84.9,7,1991,"7,700"
41461,유방동,2020-02-03 0:00,인정프린스3,1007-51,60,3,1996,12500
36110,종촌동,2016-07-16 0:00,가재마을4단지(센트레빌),640,74.98,17,2015,28300
41590,장지동,5/22/2019 0:00,동탄자이파밀리에,가-,84.76,7,2018,43500
27140,효목동,2015-02-24 0:00,태왕메트로시티,337,134.98,8,2003,35000
41135,삼평동,2015-10-17 0:00,봇들마을1단지(판교신미주),705,83.698,2,2009,66900
41461,모현읍 왕산리,2022-03-01 0:00,풍산마을햇빛,464-2,84.23,13,2000,"33,000"
41360,화도읍 묵현리,2019-03-20 0:00,스카이타워,240-2,84.891,4,2018,30000
11215,자양동,2015-09-22 0:00,한강현대,829,83.45,1,1993,46100
45770,순창읍 남계리,2017-11-08 0:00,해태,248,59.55,6,1995,9000
41133,금광동,2015-03-03 0:00,래미안금광,2500,83.17,8,2006,36000
41250,생연동,2023-01-04 0:00,세아프라자,809,84.6,11,1993,"12,000"
44133,두정동,2023-03-27 0:00,한화포레나천안두정,2068,76.9979,16,2022,"38,000"
11350,공릉동,2022-05-25 0:00,한일휴니스빌,683-14,14.925,17,2013,"11,500"
26350,재송동,2015-11-14 0:00,현대(1051-2),1051-2,50.805,1,1988,13000
41250,지행동,7/7/2018 0:00,지행주공2단지,270-3,59.99,9,1999,11400
36110,고운동,2021-03-01 0:00,가락마을16단지(에듀그린),1395,59.8399,7,2015,50000
29170,일곡동,2016-11-01 0:00,청솔3차,817-5,48.45,1,2000,10235
41570,마산동,2018-12-21 0:00,은여울마을 경남아너스빌,639-8,84.8,1,2013,30800
41250,생연동,2015-01-02 0:00,생연주공아파트(내행주공),284,52.37,4,1985,6600
41430,내손동,2016-10-07 0:00,삼성래미안,414,79.2149,3,2001,38400
27230,사수동,2017-06-07 0:00,브라운스톤 강북,789,84.95,8,2015,26400
41610,태전동,2020-04-12 0:00,쌍용스윗닷홈1,690,84.74600000000002,13,2004,24600
41390,정왕동,2019-06-10 0:00,시흥배곧신도시 이지더원2차 에듀그린,2575,76.618,5,2017,32000
41463,구갈동,2016-06-07 0:00,한양,396,101.9,8,1993,31000
41500,부발읍 신하리,2015-03-06 0:00,유승(487-9),487-9,59.97,8,2001,14500
44200,배미동,2019-07-09 0:00,서진,174-3,29.724,4,2000,3450
41590,병점동,2019-10-03 0:00,한신,485,59.808,11,1999,16300
26260,명륜동,2019-11-16 0:00,명륜2차아이파크,782,59.9038,15,2015,40500
41287,덕이동,9/2/2019 0:00,하이파크시티 일산아이파크5단지,1540,84.9691,5,2011,35800
44800,홍성읍 고암리,2018-06-06 0:00,신동아파밀리에,1077,84.891,4,2009,19450
41281,행신동,3/12/2018 0:00,서정마을 5단지,1088,84.81,13,2008,50800
44200,배방읍 공수리,2020-04-20 0:00,한라비발디,636,104.114,2,2006,18000
44200,배방읍 휴대리,2015-08-28 0:00,한성,28,39.97,4,1999,5200
43112,사직동,2015-03-11 0:00,쌍용,산147-23,84.59,5,1989,13000
44133,성정동,2019-02-20 0:00,주공6-3,789,46.99,1,1991,8300
44133,쌍용동,2015-06-17 0:00,파크밸리 동일하이빌,2100,172.56900000000005,1,2011,48500
41463,영덕동,2/21/2020 0:00,흥덕마을 자연앤스위첸,971,84.85,6,2009,57100
26290,용호동,2020-07-28 0:00,엘지메트로시티4-2,176-30,85,15,2003,41800
41290,원문동,8/18/2018 0:00,래미안슈르,4,84.946,16,2008,106000
