지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액
28185,동춘동,2017-09-15 0:00,동아,923,134.63,16,1993,35750
41480,아동동,2015-04-04 0:00,팜스프링(283-0),283,84.94200000000002,19,2001,16900
47111,대잠동,2018-10-09 0:00,대잠그린파크명품,990,84.8202,5,2005,21900
28237,부평동,12/14/2018 0:00,부평라일실크빌아파트,632-3,84.93,11,2007,27800
41465,상현동,2017-09-23 0:00,광교상록자이,1134,84.98700000000002,10,2012,63500
44133,두정동,2/9/2020 0:00,두정역푸르지오,2037,84.9826,21,2009,25200
41550,당왕동,2022-05-10 0:00,대우경남,535,59.347,1,1997,"15,000"
41135,삼평동,6/10/2020 0:00,봇들마을3단지(주공)임대,722,59.84,4,2009,93000
11200,옥수동,2017-05-31 0:00,한남하이츠,220-1,87.67,9,1982,86500
46110,옥암동,2015-10-16 0:00,풍경채1차,1103,84.9756,15,2001,13000
11350,상계동,2022-11-23 0:00,상계주공6(고층),720,59.39,12,1988,"51,000"
41610,오포읍 양벌리,2019-05-06 0:00,대주파크빌제1차B블럭,347,84.99,12,2003,18800
26530,학장동,2016-03-23 0:00,금강,819,79.34,14,1992,14850
30170,정림동,8/16/2018 0:00,우성,584,101.9812,4,1993,20000
44133,백석동,2015-03-14 0:00,호반리젠시빌,900,84.9775,1,2003,23400
45111,삼천동1가,2017-03-27 0:00,대왕장미타운,305-10,84.96,1,1997,11500
47113,환호동,2020-01-20 0:00,해맞이그린빌2단지,396-1,59.97,24,2007,12400
30170,관저동,2015-12-11 0:00,관저리슈빌,1420,84.5204,20,2005,28000
11380,증산동,2017-05-31 0:00,자선메르시안(193),193-1,83.21,3,2003,39500
11500,가양동,2016-05-24 0:00,가양2단지(성지),1461,39.6,5,1992,26000
30200,관평동,2022-08-06 0:00,쌍용스윗닷홈,666,84.97,3,2006,"33,500"
46130,안산동,2015-05-16 0:00,부영5차,440,84.8246,17,2004,15700
27230,태전동,2015-10-14 0:00,한신중앙,936-1,47.25,3,1993,11800
41590,우정읍 조암리,2022-06-04 0:00,미성고층,200-4,84.06,2,1995,"15,000"
11500,방화동,2015-06-24 0:00,청성(877-0),877,67.876,12,2004,26950
46130,문수동,2016-09-09 0:00,문수그린아파트,08월 08일,84.7992,12,2002,17200
29110,학동,2019-08-27 0:00,학2마을아파트,1012,84.96,12,2011,34500
11215,자양동,2021-06-08,로얄동아,644,59.91,14,1999,"95,000"
41360,퇴계원읍 퇴계원리,7/27/2019 0:00,퇴계원힐스테이트,370,84.9829,15,2014,44000
41250,생연동,9/18/2018 0:00,에이스3차아파트,350,59.4,7,1993,8000
47111,동해면,9/5/2020 0:00,포항코아루블루인시티,가-131,59.9937,9,2018,14800
36110,종촌동,2022-07-02 0:00,가재마을5단지,690,59.9383,19,2014,"45,500"
45140,모현동1가,2016-09-19 0:00,익산e편한세상,954,84.885,11,2012,22000
30200,관평동,10/3/2018 0:00,한화꿈에그린3차,1280,84.90100000000002,8,2008,36000
27230,침산동,2022-05-30 0:00,코오롱하늘채2단지,105-1,125.4543,10,2006,"79,000"
44825,태안읍 남문리,2015-05-28 0:00,렉시움,647-2,84.9056,8,2015,20800
31710,온양읍 대안리,4/15/2018 0:00,울산온양대우,196,84.98899999999998,2,1998,15200
41370,금암동,6/16/2020 0:00,금암마을휴먼시아데시앙,515,123.11,13,2010,34100
41220,비전동,2023-03-30 0:00,동아동백,828,58.303,11,1994,"14,900"
41310,인창동,2017-09-23 0:00,동원베네스트,703,59.81,12,2004,32900
48129,석동,2/7/2020 0:00,우림필유,675,84.86,9,2008,31800
27710,다사읍 서재리,2015-09-17 0:00,서재보성1,145,134.98,17,1997,23600
45130,미룡동,2015-09-18 0:00,은파 롯데캐슬 아파트,59-118,127.22,8,2007,24500
41450,망월동,2017-05-20 0:00,미사강변도시18단지,1050,84.67,1,2016,51000
11290,정릉동,2017-07-31 0:00,정릉우성아파트 101~105동,1020,84.99,5,2000,38900
27230,서변동,2023-03-05 0:00,동서변월드메르디앙,1795,59.96,6,2005,"21,000"
43112,개신동,2018-02-28 0:00,휴먼시아,613,59.9,9,2001,15900
11320,창동,2023-03-24 0:00,북한산아이파크5차,825,101.9176,17,2004,"87,500"
41480,금촌동,2020-09-18 0:00,새꽃마을뜨란채(972-0),972,84.98,12,2004,21900
41190,원종동,3/24/2020 0:00,원종주공,129-52,39.27,4,1988,28000
48250,구산동,2015-10-14 0:00,동원,1052-3,59.982,16,2001,19300
27290,감삼동,2015-01-21 0:00,월드마크웨스트엔드,461,175.55,26,2010,68500
41287,덕이동,2016-03-04 0:00,하이파크시티 일산아이파크1단지,1524,124.8758,23,2011,45300
41590,봉담읍 와우리,9/22/2018 0:00,해오름마을봉담그대가1단지,239,84.9539,2,2007,20700
44133,불당동,2022-05-21 0:00,불당아이파크,757,84.95,9,2004,"45,000"
41463,청덕동,2/28/2020 0:00,물푸레마을휴먼시아6단지,499,84.98,17,2009,28800
46150,조례동,8/7/2019 0:00,주공6,1659,58.14,14,1995,8500
29140,화정동,2019-10-12 0:00,신동아,1062,84.94,9,1995,19700
45140,영등동,2018-01-16 0:00,유원소라,266-3,59.4,2,1993,7000
28237,부평동,2017-06-23 0:00,벨라로사,431-30,14.14,7,2011,6300
11230,이문동,2022-08-29 0:00,민족통일MJ캠퍼스외대3차,327-1,18,11,2022,"20,000"
31170,서부동,2015-01-21 0:00,현대패밀리서부,257-4,84.62,8,1992,26000
41360,화도읍 월산리,10/17/2019 0:00,화도 효성해링턴 플레이스,1527,84.9915,7,2015,26000
47190,상모동,2019-06-27 0:00,신세계타운1,Jan-77,59.99,6,1999,9400
47190,임은동,5/17/2020 0:00,코오롱 하늘채,818,101.7754,12,2009,22000
41360,별내면 청학리,2017-05-17 0:00,청학주공(1단지),420,84.84,13,1999,24900
41390,장곡동,3/6/2020 0:00,숲속마을,806,59.755,12,1999,16800
41370,양산동,2015-09-30 0:00,오산세마e편한세상,668-1,84.98100000000002,17,2010,27200
41461,포곡읍 둔전리,2015-06-13 0:00,인정멜로디,319,53.925,17,1998,11400
43770,대소면 부윤리,2019-01-04 0:00,한미금강,121-1,33.75,3,1994,3000
30170,탄방동,2015-01-15 0:00,한우리,765,84.72,3,1994,23900
46150,연향동,2018-10-11 0:00,율산에코지오아파트,1631,84.9763,4,2004,17300
41150,민락동,2015-09-11 0:00,송산주공2단지,731-2,49.58,5,2002,15500
29170,문흥동,2022-05-16 0:00,중흥파크맨션2,1011-1,59.97,14,1994,"14,900"
43111,용암동,2018-01-18 0:00,세원한아름,2064,59.76,3,1994,11000
45113,인후동1가,4/20/2019 0:00,인후꿈마을부영(2차),890-1,59.933,10,1999,10250
44133,쌍용동,9/28/2020 0:00,주공7단지2차,1282,49.77,9,1995,8500
11680,세곡동,5/16/2018 0:00,강남데시앙파크,525,114.69,7,2011,114000
48330,삼호동,12/27/2019 0:00,유승한내들,857,84.9246,1,2008,13300
26350,중동,2016-04-05 0:00,해운대동일,1763,59.91,6,1998,23900
41461,이동읍 송전리,2015-04-20 0:00,송전마을 세광엔리치타워,1227,84.993,8,2010,21500
48123,가음정동,2023-02-20 0:00,소라,391-10,59.94,10,1990,"11,000"
11530,개봉동,2020-02-15 0:00,삼환,470,114.48,4,1995,48800
30110,홍도동,2022-03-29 0:00,홍도,01월 14일,59.77,16,1996,"16,000"
45113,송천동2가,5/12/2019 0:00,현대3차,175-44,84.97,9,1998,18000
26290,용호동,2016-09-29 0:00,엘지메트로시티(3),176-30,125.4,5,2002,49100
28200,구월동,2020-01-29 0:00,구월힐스테이트3단지,20,84.8114,2,2007,37800
11380,불광동,2021-10-23,라이프미성,248,66.7,2,1988,"83,500"
41570,장기동,2016-02-26 0:00,고창마을(케이씨씨스위첸),1886-2,59.984,17,2011,27000
44131,신방동,2019-08-24 0:00,초원그린타운,920,39.27,5,1998,5900
28245,계산동,2017-09-29 0:00,삼보1,342-1,49.59,3,1987,15500
11320,쌍문동,8/14/2018 0:00,삼익세라믹,56,58.77,10,1988,27000
44133,두정동,2022-06-27 0:00,대우그린,525-1,84.95,18,1996,"24,000"
41360,별내동,2015-07-30 0:00,남광하우스토리,872,124.06,10,2012,45115
28185,연수동,2015-07-31 0:00,연수2시영,582-2,49.56,11,1993,16100
26230,범천동,2019-12-31 0:00,우일아내트,844-3,49.9544,7,2018,22000
30140,태평동,2015-06-15 0:00,나이스타운,382-4,38.0646,3,2012,9000
41111,정자동,2017-10-28 0:00,화서역 우방 센트럴파크,887-1,59.98,7,1999,26500
28260,청라동,2015-11-11 0:00,대우푸르지오,150-1,94.741,28,2013,49020
47111,지곡동,2017-06-03 0:00,"효자그린2차(현대,삼성그린APT)",946,84.97,10,1998,22800
47113,환호동,2018-01-11 0:00,해맞이그린빌1단지,409-1,84.76,11,2005,18900
41190,송내동,2016-05-09 0:00,대진,338,58.5,4,1985,17000
11380,신사동,2019-12-21 0:00,신성수정,358,84.8,10,1996,42000
41410,산본동,2016-10-05 0:00,래미안 하이어스,1240,84.95,7,2010,54700
27140,신천동,2020-09-26 0:00,신천휴먼시아6단지,622,59.91,17,2011,31600
26320,화명동,2015-07-10 0:00,화명롯데캐슬카이저,2324,131.78,25,2012,51000
41117,이의동,2017-11-07 0:00,광교e편한세상,1326,119.7187,14,2012,89000
48170,가좌동,2022-09-28 0:00,주공그린빌,573-1,59.27,10,2005,"20,100"
44250,엄사면 엄사리,10/21/2019 0:00,성원,282,58.32,12,1997,7800
45800,부안읍 봉덕리,7/20/2020 0:00,하이안,910,84.9234,7,2005,13700
45111,삼천동1가,2015-06-13 0:00,흥건삼천2차,289-5,99.63,11,2000,22850
46110,상동,2/23/2019 0:00,동아,883,84.95,11,1995,14900
11740,암사동,2017-09-19 0:00,롯데캐슬퍼스트,414-2,59.99,16,2008,66000
48730,가야읍 검암리,2022-12-26 0:00,은하,587,59.7,1,1995,"5,900"
44133,성거읍 저리,2/18/2020 0:00,삼일원앙,Feb-53,37.925,3,1998,5600
48125,신포동1가,2022-03-19 0:00,마산만I'PARK,76,84.9607,15,2010,"53,700"
28185,선학동,2017-01-09 0:00,뉴서울,352,84.53,4,1992,23500
41450,덕풍동,2017-04-03 0:00,하남더샵센트럴뷰,946,84.941,15,2016,45000
41210,철산동,2020-06-13 0:00,주공13,241,83.52,1,1986,75000
45140,부송동,2018-04-02 0:00,부송우남,216-2,59.96,2,1995,11600
48310,능포동,2016-07-18 0:00,옥명대우(2차),224,84.956,12,2003,20800
48127,양덕동,2019-09-09 0:00,메트로시티2단지,84-14,74.935,20,2015,35000
31170,전하동,7/4/2020 0:00,현대패밀리전하,549-14,59.96,3,1997,14500
26410,청룡동,2015-08-06 0:00,금룡빌라,634-7,59.35,4,1994,12000
41360,호평동,6/25/2018 0:00,호평마을효성백년가약,671,84.48,18,2004,26000
11260,신내동,2016-10-11 0:00,동성3,618,59.4,15,1997,27000
41463,보정동,4/25/2018 0:00,죽현마을아이파크,1267,84.7616,9,2004,49700
48121,용호동,2019-01-07 0:00,용지 아이파크,70,84.7312,1,2017,52700
11560,신길동,2017-05-05 0:00,우성1,365,49.64,5,1986,35600
41360,다산동,2015-02-14 0:00,한화꿈에그린,3718,84.921,15,2008,35000
43113,오송읍 서평리,1/14/2019 0:00,그린나래,621-4,21.3158,5,2006,4500
41430,내손동,2020-01-09 0:00,래미안에버하임,842,84.68,2,2009,65000
31710,온양읍 대안리,2020-02-10 0:00,울산온양대우,196,84.98899999999998,7,1998,17000
43113,가경동,2016-06-27 0:00,세원가경골,1510,59.76,14,1997,16100
26260,낙민동,2020-01-19 0:00,동원로얄듀크,Jan-94,59.955,12,1998,21900
11350,상계동,2020-07-06 0:00,은빛2단지,1256,39.7,15,1998,28000
11470,신정동,2015-09-24 0:00,대림e-편한세상,1303,109.905,9,2004,49400
41173,호계동,8/9/2018 0:00,호계아크로리버,713,122.3945,19,2007,39000
45111,평화동2가,2018-10-08 0:00,두산경복궁,180,59.93,15,2005,13000
41281,삼송동,9/29/2018 0:00,삼송2차아이파크,311,74.988,18,2015,60000
26290,대연동,2019-12-10 0:00,대연sk뷰힐스 2단지,1909,18.0452,4,2019,11000
41590,기안동,2020-05-06 0:00,신일해피트리,910,84.9745,5,2004,21000
42150,주문진읍 주문리,3/28/2018 0:00,케이티레파트더블루힐,1585,84.97399999999998,14,2007,12900
41590,병점동,2015-10-19 0:00,한신,485,59.808,14,1999,18300
44131,청당동,2/12/2020 0:00,우미린,456,122.2995,10,2010,36900
41590,영천동,6/17/2020 0:00,동탄역 센트럴상록 아파트,662,59.98,11,2017,59900
41630,고읍동,2015-11-26 0:00,산내들마을우미린아파트,451,84.9322,2,2009,24400
11470,신정동,2016-07-15 0:00,이펜하우스4단지,1317,84.86,7,2011,45000
41463,마북동,2016-10-04 0:00,용화마을태영데시앙1,619,84.81700000000002,5,2003,31200
43114,율량동,2022-08-20 0:00,동아,1569,84.92,13,1990,"17,000"
41113,금곡동,1/17/2020 0:00,강남,66,84.645,11,1996,27800
41463,영덕동,2020-01-23 0:00,흥덕마을 자연앤스위첸,971,84.82,7,2009,53000
11710,풍납동,2015-05-13 0:00,극동,391,79.945,14,1987,45750
44133,쌍용동,2019-04-11 0:00,월봉청솔1단지,1367,50.16,11,2000,10500
45710,봉동읍 둔산리,2017-10-23 0:00,모아엘가,864-5,69.8455,2,2012,12000
44131,신부동,2015-02-10 0:00,동남로얄,58-24,58.08,2,1985,7750
11350,상계동,2017-12-13 0:00,상계주공10(저층),666,54.54,1,1988,37000
46230,광영동,2018-05-15 0:00,현대고층,755-2,84.96,11,1991,7200
27290,이곡동,2020-06-17 0:00,한샘,1306-1,59.95,16,1997,18800
26350,우동,2023-04-12 0:00,해운대자이1단지,1527,120.3642,2,2013,"121,000"
11500,방화동,2015-06-16 0:00,동성,817,64.65,4,1993,30000
41190,중동,2/29/2020 0:00,보람마을(아주),1172,84.94,3,1995,47800
48820,고성읍 서외리,9/9/2020 0:00,금강드림피아2차,223,84.9986,1,2008,18000
47190,형곡동,2020-12-20 0:00,형곡주공4,169,59.12,4,1988,20900
11590,신대방동,2019-12-09 0:00,롯데관악타워,395-67,160.19,29,1996,87500
41281,성사동,2016-11-30 0:00,신원당마을,725,59.4,5,1993,23250
26320,구포동,2017-03-02 0:00,구포유림노르웨이숲2차,1295,124.84775,22,2008,36000
41461,삼가동,2016-04-13 0:00,늘푸른오스카빌3단지,550,84.93,13,2004,23800
27230,검단동,2015-05-29 0:00,유성청구,887-8,47.85,4,1992,12850
45113,인후동1가,2019-07-03 0:00,삼호,500-1,74.205,11,1990,10000
41271,사동,2019-10-03 0:00,요진,1345-1,84.97,1,1994,20700
43113,비하동,2022-04-19 0:00,삼일,238-1,59.88,6,1990,"12,900"
27140,신암동,2020-08-12 0:00,신암뜨란채,766,59.44,13,2005,26700
27170,평리동,2019-01-28 0:00,평리서신아파트,1083-2,52.76,2,1978,11400
41570,풍무동,7/20/2020 0:00,장릉마을(삼성쉐르빌),740,137.24,12,2002,25000
41117,매탄동,2016-07-25 0:00,주공그린빌1,1258,84.45,1,2002,28800
46150,가곡동,2022-06-17 0:00,신영아파트,646,49.77,6,1994,"6,150"
41210,하안동,2015-01-09 0:00,주공6,296,41.3,10,1990,17200
47210,가흥동,2018-10-02 0:00,현대강변타운2,319,59.46,6,1994,7700
11680,역삼동,2015-09-14 0:00,개나리 푸르지오,755-1,84.9876,6,2006,124500
11350,공릉동,2020-09-22 0:00,청솔아파트9,90,84.99,9,2000,69500
48250,부곡동,2015-09-11 0:00,월산마을4-2단지부영19차,880-3,80.8839,9,2004,16700
41285,백석동,9/11/2018 0:00,백송마을(코오롱),1139,84.6,10,1994,34500
41135,정자동,7/2/2020 0:00,정든마을(8단지)(한진),192,112.2,6,1995,116000
41390,장곡동,9/14/2018 0:00,숲속마을,806,59.965,4,1999,18000
11290,하월곡동,2015-02-02 0:00,월곡두산위브,222,84.84299999999998,19,2003,40900
47900,호명면 산합리,2022-06-17 0:00,동일스위트더파크,1393,84.7978,13,2019,"33,300"
41173,호계동,10/11/2019 0:00,목련우성,1052-3,56.7,7,1992,52800
41480,목동동,2020-06-20 0:00,해솔마을4단지 벽산우남연리지(667),667,119.4578,10,2010,37200
28245,작전동,2016-10-08 0:00,도두리마을롯데,912-4,59.52,20,1997,24000
42130,단계동,2019-06-05 0:00,단계롯데,807,76.54,13,1993,11000
41390,죽율동,10/8/2018 0:00,시흥6차 푸르지오 1단지,759,84.99,7,2014,27500
30200,장대동,2020-07-29 0:00,장대푸르지오,479,84.9129,4,2006,50500
41360,와부읍 덕소리,2020-02-15 0:00,강변삼익,600-3,59.88,4,1996,23500
45111,서신동,2022-04-26 0:00,서신2차광진산업장미,962-1,59.55,4,2001,"17,200"
48250,무계동,2021-01-05 0:00,석봉마을9단지부영5차,156-1,47.382,14,2002,10000
48127,석전동,2016-07-26 0:00,경창가고파,Jan-46,80.71,6,1992,12000
43130,앙성면 용포리,2019-12-05 0:00,한도(푸른마을),Jan-65,39.915,10,1995,3800
41590,남양읍 남양리,2017-06-10 0:00,대광파인밸리,2001,59.65,13,2003,16400
46150,덕월동,2015-04-20 0:00,청미래2차,331,59.725,15,2005,8600
27140,봉무동,2016-08-08 0:00,이시아폴리스 더샵 4차,1529,84.79,16,2014,33000
30200,지족동,2021-03-05 0:00,열매마을3단지(대우),874,84.9502,2,2000,41500
44210,지곡면 무장리,2016-11-25 0:00,늘푸른오스카빌,920,84.9824,15,2006,13600
41410,금정동,2015-09-08 0:00,주공(1단지),849,74.16,14,1992,34900
41220,비전동,2015-09-07 0:00,비전 롯데캐슬,946,84.992,7,2011,29400
11350,중계동,1/23/2018 0:00,주공8,362-1,49.72,12,1993,32000
44133,차암동,2018-03-16 0:00,e편한세상 스마일시티,442,72.96,14,2015,21500
41370,원동,2015-02-24 0:00,삼환,807,59.88,7,1996,16850
41310,수택동,6/17/2020 0:00,우림,684-6,59.74,11,1999,34800
41113,권선동,2021-03-17 0:00,권선삼성,1185-1,49.14,9,1993,21400
41190,삼정동,2019-07-06 0:00,계남샤이니,318,68.27,5,2015,29800
46110,옥암동,4/21/2020 0:00,하당금호1,961,59.55,11,1995,12500
31110,복산동,4/28/2020 0:00,복산 아이파크,776,84.67,4,2017,40000
11350,상계동,2019-07-18 0:00,상계주공3(고층),730-2,37.46,5,1988,40200
29140,화정동,2017-05-22 0:00,유니버시아드힐스테이트3단지,1612,59.99,9,2016,27100
48220,미수동,2017-09-01 0:00,일성유수안,969,84.693,13,2015,23950
41570,운양동,2018-10-03 0:00,풍경마을 래미안 한강2차,1304-5,84.98,14,2014,39000
42110,후평동,5/10/2018 0:00,세경4차,885-1,52.92,3,1994,5800
48170,내동면 독산리,2022-10-20 0:00,남강휴먼빌,1104,84.9499,6,2010,"33,000"
28237,산곡동,2015-06-19 0:00,현대2차,311-126,72.54,1,1989,19950
44133,두정동,2016-11-29 0:00,우남1차,1596,84.9154,14,2003,20000
41220,동삭동,2020-04-24 0:00,평택센트럴자이 2단지,845,59.5153,21,2017,29000
41630,덕계동,2020-10-07 0:00,범양1단지,854,84.48299999999999,14,2006,25500
41570,운양동,2023-02-10 0:00,김포한강신도시반도유보라2차,1300-3,59.3317,15,2013,"39,500"
26320,화명동,2015-09-23 0:00,화명롯데캐슬카이저,2324,145.49,18,2012,58000
41360,와부읍 덕소리,1/11/2019 0:00,대성,145-4,84.99,11,1999,30500
11530,개봉동,9/9/2018 0:00,동도센트리움(70-12),Dec-70,116.276,11,2002,34300
41287,탄현동,7/24/2019 0:00,"큰마을대림,현대아파트",121,84.73,11,2001,22900
11680,도곡동,2019-11-07 0:00,대림아크로빌,467-6,130.545,23,1999,160000
43113,복대동,2019-02-10 0:00,복대 두진하트리움,3382,84.9251,19,2015,29000
26380,장림동,2017-11-14 0:00,협성르네상스,585-1,43.5594,6,2007,13500
44810,삽교읍 두리,2022-10-12 0:00,남선,550-4,59.4,15,1994,"5,500"
48250,진영읍 진영리,1/4/2020 0:00,중흥에스-클래스에코시티,1690,84.9538,6,2019,26250
48121,팔용동,4/23/2019 0:00,벽산블루밍A,123-1,84.905,5,2000,25800
41310,인창동,8/20/2020 0:00,주공4-1,666-1,58.14,13,1996,45300
43150,고암동,2018-01-23 0:00,고암주공2,1250,39.72,3,1987,3600
41500,창전동,2016-06-24 0:00,현대1,Jan-49,52.88,10,1985,11500
46110,석현동,2022-09-08 0:00,목포석현서희스타힐스,1181,74.878,16,2021,"26,000"
11680,압구정동,2021-04-12,한양7,528,106.22,12,1981,"305,000"
11350,상계동,2021-06-08,은빛2단지,1256,49.77,8,1998,"54,000"
11350,상계동,2015-11-30 0:00,상계주공14(고층),626,45.9,6,1989,17700
30230,송촌동,2019-05-02 0:00,선비마을4단지,462,59.61,8,1999,16500
28245,방축동,2017-04-20 0:00,아주,Feb-37,59.95,4,1991,12900
11170,이촌동,2021-08-22,삼익,300-301,104.86,9,1979,"230,000"
29200,신창동,2017-11-28 0:00,신창3차호반베르디움,1118,84.8581,13,2005,27000
27290,상인동,2015-08-17 0:00,시영장미4,1592,49.8,9,1993,12300
44200,둔포면 석곡리,5/17/2019 0:00,아산테크노밸리이지더원6단지,1793,72.3669,11,2017,19480
47290,정평동,2018-12-19 0:00,현대타운,130,59.82,23,1996,15400
27290,이곡동,2019-04-27 0:00,성서동서서한,1189-2,56.345,11,1994,14500
48330,덕계동,2020-10-31 0:00,동양산 우성스마트시티 뷰,1580,84.4578,31,2019,29000
28200,간석동,2017-08-16 0:00,금호,495-5,59.28,8,1988,23200
41410,당정동,2015-02-26 0:00,"한솔솔파크(501,502동)",1005-1,84.916,4,2008,32700
26350,좌동,2019-09-27 0:00,대우2,1438,84.962,24,1998,34400
26470,거제동,2015-12-31 0:00,거제유림노르웨이숲,1503,84.9276,14,2007,33000
47190,고아읍 원호리,2015-01-20 0:00,원호점보타운,455,59.76,1,1997,9500
27290,유천동,2019-07-31 0:00,유천포스코더샵,488,84.9258,19,2006,27800
11680,역삼동,2021-05-14,이스턴오피스텔,735-15,14.78,10,2014,"19,000"
11560,당산동,2020-05-15 0:00,강변래미안,376,79.05,1,2002,89400
45113,송천동2가,3/11/2019 0:00,전주송천동한라비발디2단지,1288,84.99,12,2013,27750
11620,봉천동,2015-06-27 0:00,봉천동아,1703,84.87,21,2000,41500
28245,작전동,2015-06-27 0:00,뉴서울1,102-3,39.6,4,1988,8300
41590,반송동,2015-09-05 0:00,시범다은마을풍성신미주,75,82.25,9,2008,32200
48123,반림동,6/22/2020 0:00,노블파크,10,84.95,16,2007,49900
26350,재송동,2020-09-25 0:00,센텀 천일 스카이원,1360,73.9065,17,2020,42877
26350,재송동,2015-11-17 0:00,센텀동부센트레빌,380-1,84.9885,18,2006,34500
41281,주교동,2016-08-27 0:00,우인아크리움빌,1633,84.3554,18,2005,26000
44133,쌍용동,2022-04-01 0:00,"쌍용마을뜨란채,주공아파트",1920,59.95,7,1999,"20,600"
42130,단구동,8/20/2019 0:00,청솔7차,1517-3,59.85,11,2002,10900
11305,미아동,2015-02-07 0:00,두산위브트레지움,811,84.97,17,2011,43000
47290,압량읍 신대리,2020-12-20 0:00,경산우미린더포레스트,482,73.7903,16,2016,31000
11740,고덕동,2015-11-13 0:00,고덕 아이파크,499,84.98,8,2011,66000
11470,목동,2015-09-05 0:00,행복자,627-2,65.18,2,2004,24000
43114,오창읍 각리,2022-04-28 0:00,이안오창,646-6,84.8307,14,2006,"25,300"
11650,방배동,2/12/2018 0:00,월드빌라트(999),999,261.49,9,1994,134000
28110,운서동,6/22/2018 0:00,풍림아이원6-1단지,Jan-08,59.9928,3,2003,21000
41465,죽전동,2015-07-16 0:00,성현마을반도유보라,1235,122.14,7,2004,45300
27290,이곡동,8/5/2018 0:00,한빛마을(성서주공3차),1306-4,59.99,17,1998,16200
47170,송현동,2015-12-17 0:00,청구하이츠,515,147.37,5,2000,16300
41281,고양동,2015-11-28 0:00,푸른마을2단지,720,114.75,22,2004,26000
41285,마두동,2017-06-14 0:00,백마마을(삼환),739,114.81,1,1992,46500
44133,두정동,9/11/2020 0:00,주공그린(8단지),527,59.97,18,1996,13000
41135,운중동,2015-12-08 0:00,산운마을5단지(한성필하우스),989,84.8055,5,2009,62300
28200,간석동,2019-08-27 0:00,한국(신),387,45.35,2,1989,9800
48170,하대동,2018-04-22 0:00,대화강변마을,308-22,80.38,10,1998,16000
47850,왜관읍 석전리,2015-07-22 0:00,프라임하우징,500-7,110.31,4,2002,15800
11620,신림동,2016-10-31 0:00,LIG 대학마을(건영아파트3차),1703-1,84.82,6,1996,41500
44200,배방읍 갈매리,2017-09-26 0:00,배방자이,508,84.94,1,2007,17000
26350,중동,2016-03-08 0:00,해운대신시가지경동메르빌,718-6,115.1516,8,2005,44000
47113,용흥동,2016-05-24 0:00,우방1,366,66.97,14,1991,12550
41480,조리읍 대원리,3/29/2020 0:00,한라비발디(992-1),992-1,84.91,13,2000,20000
41150,낙양동,7/28/2020 0:00,의정부 민락 금강펜테리움아파트,709,84.9818,10,2016,38000
41450,신장동,2019-08-31 0:00,하남두산위브파크,570,138.66,10,2010,62000
31200,천곡동,1/11/2020 0:00,원동현대,402,59.91,13,1994,8250
30110,판암동,2015-07-20 0:00,주공5,236,38.64,8,1992,6000
48123,상남동,6/19/2020 0:00,성원,Jan-45,59.97,22,1994,17800
26410,장전동,2015-03-25 0:00,산수유,646-18,84.86,3,2004,20500
41113,권선동,2017-12-16 0:00,두산동아,1199-1,101.91,12,1994,29600
11350,월계동,2016-10-28 0:00,초안산쌍용스윗닷홈,945,84.69,6,2006,40000
48250,부곡동,2023-02-20 0:00,석봉마을1단지대동2,1157-1,84.78,9,2000,"18,500"
41465,죽전동,2015-07-23 0:00,현인마을 이-편한세상2차,1153,84.96,10,2006,48000
44131,용곡동,2022-09-09 0:00,용곡동우림필유,595,120.197,4,2009,"35,500"
28200,구월동,2017-08-24 0:00,송정,1160,44.04,1,1988,8000
27230,동천동,2015-06-04 0:00,칠곡3화성타운,915,84.96,9,1999,29500
11305,미아동,2015-09-22 0:00,삼각산아이원,1357,114.88,5,2003,45800
41111,정자동,2016-11-16 0:00,백설마을삼환나우빌,880-3,59.83,8,1999,26700
41463,영덕동,3/24/2018 0:00,흥덕마을8단지 한국아델리움,961,84.8255,16,2010,45000
26290,용호동,2023-02-07 0:00,엘지메트로시티1,176-30,84.98,13,2001,"46,500"
43114,율량동,2020-04-21 0:00,현대(1206),1206,59.82,2,1992,14300
45130,나운동,2022-11-10 0:00,롯데1차,345,162.92,1,1991,"19,000"
45111,중노송동,2018-05-03 0:00,한옥마을서해그랑블,797,39.6346,18,2018,7878
11620,봉천동,2020-05-19 0:00,낙성대현대아파트,179-58,136.11,1,1988,68000
27230,산격동,2019-05-06 0:00,산격에덴4,469,40.995,1,1987,9200
41287,주엽동,10/14/2018 0:00,문촌마을(우성)1,1,84.91,12,1994,37000
44250,금암동,2022-11-22 0:00,우림루미아트,167-1,84.9769,5,2005,"19,400"
47290,옥산동,2016-07-16 0:00,협화타운,884,65.87,6,1994,13000
47170,안막동,2015-01-23 0:00,계림플러스101동,Nov-69,51.411,11,2002,7850
27140,각산동,2017-06-02 0:00,대구혁신도시 서한이다음2차,1030,64.3896,7,2015,26500
45710,삼례읍 삼례리,2019-06-24 0:00,삼례동신아파트,1761,35.7,8,2017,7750
29200,운남동,7/15/2018 0:00,운남주공8단지,781-1,59.42,9,2000,17300
44150,신관동,2019-02-09 0:00,공주신관 코아루 센트럴파크,690,59.532,10,2018,19000
48129,속천동,2015-05-01 0:00,수창블루안,01월 03일,59.82,5,2004,13600
47850,왜관읍 왜관리,2016-04-17 0:00,주공,347-5,45.12,2,1986,4800
