지역코드,월,전용면적,층,거래금액,거래금액_B,법정동1,아파트1,거래금액1,연도1,건축년도1
31110,10,72.98,6,44500,1,기타동,ㅇ,10.70326694,62,55
27290,6,59.96,14,15000,0,기타동,ㅅ,9.615872145,57,34
29155,4,59.98,8,10500,0,기타동,ㄹ,9.25922577,55,28
41220,10,118.31,1,34000,1,기타동,ㅍ,10.43414521,55,50
26230,2,79.7099,15,34900,1,기타동,ㅅ,10.46027076,57,54
50110,12,84.39,3,30000,1,기타동,ㄷ,10.30898599,58,53
46110,10,108.9882,18,39000,1,옥암동,ㅇ,10.57134257,56,53
41465,3,17.89,3,8700,0,동천동,ㄷ,9.071193241,55,54
44131,8,59.95,4,16500,0,신방동,ㅅ,9.711176264,55,36
11560,1,79.24,6,67000,1,기타동,ㅅ,11.11246282,55,11
48880,6,84.8883,3,18000,0,기타동,ㄴ,9.798182591,55,51
46130,4,58.14,13,7050,0,기타동,ㅁ,8.86092473,55,35
41390,2,59.99,4,21000,0,정왕동,ㅇ,9.952325335,59,37
41465,4,134.965,3,51500,1,죽전동,ㄲ,10.8493565,59,44
42110,1,60.6314,10,14000,0,기타동,ㅅ,9.546884035,58,52
29140,9,59.955,6,16500,0,기타동,ㄷ,9.711176264,57,38
45111,11,59.94,6,19000,0,기타동,ㅎ,9.852246888,62,37
30110,10,84.98,10,39500,1,기타동,ㄷ,10.58408127,59,50
36110,12,59.9159,7,23900,0,고운동,ㄱ,10.08167558,59,55
41287,7,70.16,9,34000,1,주엽동,ㅁ,10.43414521,57,34
44133,8,145.933,15,36000,1,쌍용동,ㅆ,10.49130199,55,47
41190,3,74.49,14,70000,1,기타동,ㅇ,11.15626481,61,57
41131,4,54.39,7,36300,1,기타동,ㅅ,10.49960057,59,58
41281,4,84.77,4,51800,1,기타동,ㅅ,10.85516473,60,53
41590,9,84.9991,14,56000,1,기타동,ㄹ,10.93312483,60,58
26320,9,75.86,4,21000,0,화명동,ㄷ,9.952325335,59,39
44210,4,84.723,4,10000,0,기타동,ㅅ,9.210440367,57,45
41410,8,132.75,6,47500,1,산본동,ㅅ,10.76850604,58,33
30170,1,59.98,22,25500,1,관저동,ㄱ,10.14647295,59,57
47113,5,84.96,39,27000,1,장성동,ㄷ,10.20362918,60,50
45111,10,84.96,2,17500,0,서신동,ㄴ,9.770013301,59,35
26260,2,84.69,22,33500,1,기타동,ㅎ,10.41933057,55,36
41390,3,84.908,14,23950,0,기타동,ㅈ,10.08376536,55,39
41570,7,112.0079,9,49000,1,장기동,ㄱ,10.79959599,62,48
47250,7,49.81,10,10600,0,기타동,ㅈ,9.268703615,60,41
26440,9,84.9584,12,62500,1,명지동,ㄷ,11.04293784,62,60
45190,7,59.67,14,13000,0,기타동,ㄱ,9.472781557,58,35
44200,3,107.04,29,34000,1,기타동,ㅌ,10.43414521,59,54
44133,1,59.9045,9,18600,0,두정동,ㅎ,9.830970622,60,44
48330,12,59.9,14,8100,0,덕계동,ㄷ,8.99974279,56,34
28185,4,72.59,15,48300,1,송도동,ㅅ,10.78520754,58,55
41650,5,81.43,3,16400,0,기타동,ㅅ,9.705097588,58,41
26440,4,84.81,11,27700,1,명지동,ㅋ,10.22922379,56,49
46230,2,46.68,4,4300,0,중동,ㅈ,8.366602833,60,30
43730,11,59.88,13,8300,0,기타동,ㅇ,9.024131268,55,35
41190,4,84.95,6,34500,1,송내동,ㄴ,10.44874359,57,35
11530,4,59.88,16,93000,1,기타동,ㄷ,11.44036552,62,39
27710,12,98.8946,10,34600,1,기타동,ㅎ,10.45163786,59,56
45140,5,39.952,9,6200,0,기타동,ㅂ,8.732465848,60,38
47111,9,84.8872,2,18250,0,기타동,ㅂ,9.811975152,55,47
41360,7,65.8677,9,49000,1,다산동,ㄴ,10.79959599,60,45
44250,2,58.32,7,7250,0,기타동,ㅅ,8.888894669,60,37
11590,3,84.99,6,48500,1,기타동,ㅇ,10.7893397,56,28
41281,4,50,9,23500,0,화정동,ㅂ,10.06479825,57,35
47190,3,99.65,11,15650,0,기타동,ㅂ,9.658290092,58,39
47190,12,59.982,6,10900,0,기타동,ㅅ,9.296609807,55,40
27140,6,73.36,3,18350,0,기타동,ㅇ,9.817439348,60,35
48123,8,84.9384,9,35500,1,기타동,ㅎ,10.47731614,58,43
28177,3,84.922,8,26200,1,기타동,ㄷ,10.17355286,60,52
29170,4,84.9,6,17000,0,기타동,ㅁ,9.741027445,56,39
42210,12,84.94,5,35000,1,기타동,ㅅ,10.46313191,59,58
45180,12,49.915,3,4000,0,기타동,ㅅ,8.294299609,56,41
41135,3,84.79,17,57400,1,기타동,ㄲ,10.957817,55,35
47290,11,33.54,15,5950,0,기타동,ㄱ,8.691314552,55,36
11530,11,84.8382,5,47000,1,구로동,ㄷ,10.75792416,57,49
42110,1,84.966,10,27500,1,기타동,E,10.22197765,59,54
44200,4,59.91,19,16400,0,기타동,ㅎ,9.705097588,62,38
30230,9,84.84,11,15700,0,기타동,ㅎ,9.661479684,56,26
27230,12,83.4706,13,25000,1,기타동,ㅇ,10.1266711,59,43
47290,1,59.98,15,13400,0,기타동,ㅎ,9.50308461,60,37
28200,11,84.993,14,36250,1,논현동,ㅇ,10.49822225,59,49
28237,7,84.97,1,24400,1,산곡동,ㄱ,10.10237939,58,32
42760,9,36.5545,11,9200,0,기타동,ㅎ,9.127067453,58,43
41463,7,59.97,13,19600,0,기타동,ㄷ,9.883335864,60,37
41190,6,101.88,10,59500,1,중동,ㅇ,10.9937484,60,34
30200,12,84.97,6,25500,1,기타동,ㅆ,10.14647295,58,46
41271,7,79.3784,15,19800,0,기타동,ㅎ,9.89348772,59,42
29170,6,49.77,11,9200,0,기타동,ㅇ,9.127067453,56,32
41590,1,101.9997,6,63000,1,청계동,ㄷ,11.05090588,60,55
45180,6,81.91,7,18500,0,상동,J,9.825580064,60,55
47111,11,59.24,9,8800,0,기타동,ㅊ,9.08262063,55,36
41480,6,120.8484,22,43500,1,기타동,ㅎ,10.68053921,60,50
26380,3,47.68,4,12800,0,다대동,ㄷ,9.457278572,55,28
41210,12,84.35,4,66500,1,철산동,ㅊ,11.10497226,57,49
44180,9,46.98,3,5500,0,기타동,ㄷ,8.612685173,59,33
41113,3,59.77,20,25900,1,기타동,ㄴ,10.16203686,55,54
48730,3,59.42,2,5500,0,기타동,ㅅ,8.612685173,55,34
26350,10,49.83,7,20100,0,좌동,ㅇ,9.908524844,59,36
41210,6,83.7,8,79700,1,철산동,ㅈ,11.28603741,60,26
41590,10,84.2119,9,20900,0,능동,ㅅ,9.947552284,59,43
11380,3,84.42,13,53500,1,기타동,ㅂ,10.88745562,58,51
44131,8,84.948,9,20000,0,신방동,ㄷ,9.903537551,62,37
45130,3,84.7449,6,13950,0,기타동,ㄱ,9.543306469,55,43
41590,1,59.417,7,40700,1,청계동,ㄷ,10.61400794,60,55
41430,9,39.795,2,12300,0,오전동,ㅅ,9.417435839,55,26
36110,9,99.9834,7,33520,1,기타동,ㅎ,10.41992739,55,55
41590,1,59.9792,15,37900,1,기타동,ㄷ,10.54273278,60,55
27710,9,101.6927,18,42000,1,기타동,ㄷ,10.64544871,60,47
26380,3,106.064,7,26000,1,다대동,ㄷ,10.16589028,60,47
43720,11,74.969,4,17700,0,기타동,ㅂ,9.781376414,62,58
48250,1,84.94,16,19000,0,외동,ㅇ,9.852246888,63,39
44200,5,45.0558,13,12500,0,기타동,ㅂ,9.43356392,62,56
41370,4,84.34,16,25300,1,기타동,ㅈ,10.1385992,56,40
44180,3,49.97,12,8300,0,기타동,ㅁ,9.024131268,59,36
11500,10,89.975,6,75000,1,기타동,ㄷ,11.22525673,59,35
44131,4,84.7463,11,16000,0,기타동,ㅅ,9.680406499,60,48
26410,7,84.72,1,17300,0,구서동,ㅌ,9.758519582,56,34
29200,3,84.9888,11,33500,1,기타동,ㅅ,10.41933057,58,53
46110,6,84.99,11,10000,0,연산동,ㅎ,9.210440367,55,31
41113,8,73.62,10,21900,0,기타동,ㅅ,9.994287577,56,31
48123,7,84.78,14,31000,1,반림동,ㅎ,10.34177474,60,29
42150,3,84.97,16,29000,1,기타동,ㅎ,10.27508559,57,55
11710,7,79.07,4,90400,1,기타동,ㅇ,11.41201061,62,42
41570,9,84.8152,1,32500,1,장기동,ㅊ,10.38902614,60,54
43113,6,59.94,9,11200,0,가경동,ㅅ,9.323758339,57,32
28260,9,84.966,11,29500,1,기타동,ㅅ,10.29217944,57,43
41117,3,144.8077,7,100000,1,망포동,ㄱ,11.51293546,61,50
43770,10,59.58,9,8550,0,기타동,ㄷ,9.053803514,55,35
11350,10,58.01,15,27000,1,상계동,ㅅ,10.20362918,55,27
11350,2,93.13,5,49300,1,상계동,ㄷ,10.80569964,57,28
28200,10,84.95,5,44500,1,기타동,ㅇ,10.70326694,60,57
50110,12,71.62,8,25700,1,기타동,ㅇ,10.15428518,55,53
47230,1,29.94,2,1450,0,기타동,ㄱ,7.280008253,61,58
41590,11,77.6278,7,50000,1,기타동,ㅅ,10.81979828,60,58
43111,12,84.9508,14,15800,0,용암동,ㅈ,9.667828508,59,41
28185,4,59.98,13,20500,0,기타동,ㅅ,9.928228944,55,36
47111,4,59.94,1,4100,0,기타동,ㅈ,8.318986125,59,33
41820,11,69.87,5,19500,0,기타동,ㅊ,9.878221025,62,52
42210,5,84.8533,7,17129,0,조양동,ㄷ,9.748586591,59,49
45790,4,39.63,10,7600,0,기타동,ㅇ,8.936035097,60,40
11320,2,84.76,20,37400,1,창동,ㅆ,10.52945272,55,37
41550,1,84.9976,14,19000,0,기타동,ㄷ,9.852246888,60,50
43114,5,60.6,3,7000,0,기타동,ㄷ,8.853808275,57,25
46870,6,70.37,3,6750,0,기타동,ㅅ,8.817445921,55,29
48250,5,149.5246,9,48500,1,삼계동,ㄱ,10.7893397,60,47
30110,3,59.79,4,9900,0,가양동,ㅇ,9.200391041,58,31
43112,7,84.4,12,25000,1,사직동,ㅍ,10.1266711,58,50
11680,7,43.17,3,53500,1,기타동,ㅇ,10.88745562,59,44
42150,3,39.348,7,6500,0,기타동,ㅌ,8.77971129,58,38
41570,1,84.9914,11,48700,1,풍무동,ㅍ,10.79345484,60,56
45111,7,84.94,3,14500,0,기타동,ㅅ,9.581972892,56,30
41461,7,84.233,13,31250,1,기타동,E,10.34980665,60,58
46820,3,84.67,6,14000,0,기타동,ㅎ,9.546884035,59,52
11545,3,59.9935,18,71000,1,기타동,ㄱ,11.17044924,59,56
48121,9,84.91,6,30900,1,기타동,ㅎ,10.33854382,60,44
41135,7,59.98,8,60000,1,야탑동,ㅁ,11.00211651,60,35
30200,4,158.175,2,55500,1,용산동,ㄷ,10.92415632,55,48
11350,9,68.99,15,27900,1,상계동,ㅂ,10.23641781,55,28
28245,7,54.9,4,13500,0,기타동,ㄹ,9.510519036,57,24
11290,10,59.88,14,29930,1,기타동,ㅈ,10.30665001,57,45
41463,9,84.54,11,32000,1,중동,ㅇ,10.37352243,58,46
41410,10,78.95,7,25700,1,금정동,ㅅ,10.15428518,59,30
41390,5,134.7,1,54700,1,정왕동,ㅇ,10.90963727,62,36
47150,2,76.622,5,10900,0,부곡동,ㅂ,9.296609807,59,39
44131,3,56.34,4,10500,0,봉명동,ㅂ,9.25922577,60,41
41360,3,84.99,4,17400,0,기타동,ㅈ,9.764282955,59,40
42800,9,84.9,9,17700,0,기타동,ㅇ,9.781376414,59,50
48250,2,59.98,1,10000,0,외동,ㅇ,9.210440367,60,39
28185,11,84.81,13,25150,1,연수동,ㅍ,10.13265294,57,32
11350,9,49.94,5,36000,1,상계동,ㅅ,10.49130199,58,28
46830,4,59.95,8,8700,0,기타동,ㅁ,9.071193241,63,34
29140,5,84.9831,12,23800,0,금호동,ㅈ,10.07748288,56,42
43113,3,132.3215,12,30900,1,신봉동,ㅇ,10.33854382,56,47
50110,12,84.43,10,30000,1,기타동,ㅇ,10.30898599,57,49
41463,5,101.9837,18,32700,1,기타동,ㅇ,10.39516094,60,48
44131,10,59.97,11,11500,0,기타동,ㄷ,9.350189267,59,35
11470,6,84.77,6,60000,1,신정동,ㅁ,11.00211651,57,36
26350,9,84.9073,15,60000,1,우동,ㅂ,11.00211651,60,46
50130,10,70.86,5,8000,0,기타동,ㄷ,8.987321813,59,31
41210,3,123.7,12,79000,1,하안동,ㅇ,11.27721579,58,50
45180,6,39.69,2,4500,0,기타동,ㅅ,8.412054873,57,28
36110,2,84.9645,8,79500,1,기타동,ㅅ,11.28352488,63,57
29170,4,67.4686,16,33500,1,기타동,ㅈ,10.41933057,60,54
41285,2,84.31,7,73000,1,백석동,ㅇ,11.19822842,60,56
29170,3,130.2912,15,44000,1,운암동,ㅂ,10.69196764,60,48
41465,11,159.7529,12,63000,1,상현동,ㅆ,11.05090588,62,41
41117,12,39.99,5,15800,0,매탄동,ㅅ,9.667828508,59,29
11560,6,62.36,6,37000,1,기타동,ㅎ,10.51870022,57,25
47113,4,107.7,27,29000,1,장성동,ㄷ,10.27508559,60,50
44180,4,84.95,3,20000,0,기타동,ㅎ,9.903537551,57,49
41610,6,59.53,2,21900,0,태전동,ㅅ,9.994287577,60,39
41465,7,59.9359,4,40000,1,동천동,ㅇ,10.59665973,57,44
41465,1,129.3796,18,59500,1,성복동,ㅂ,10.9937484,60,47
28237,5,52.43,4,19500,0,부평동,ㄷ,9.878221025,55,26
28260,7,59.96,12,21850,0,가좌동,ㅍ,9.992001966,60,36
48127,11,59.12,1,9250,0,양덕동,ㅇ,9.132486933,59,28
27140,11,49.98,3,12950,0,기타동,ㅅ,9.468928284,57,28
41463,8,84.69,12,28300,1,기타동,ㅁ,10.25065242,59,49
47840,1,84.355,3,16100,0,기타동,ㅅ,9.686636661,61,43
11740,1,57.1,7,42500,1,기타동,ㄱ,10.65728288,58,34
30200,4,49.5,6,9500,0,기타동,ㅈ,9.159152335,55,35
41570,3,84.561,20,31000,1,장기동,ㅅ,10.34177474,55,51
26500,7,84.9,12,28700,1,기타동,ㅂ,10.26468724,58,36
41480,8,59.73,4,13000,0,기타동,ㄷ,9.472781557,58,41
41430,5,84.68,13,97000,1,내손동,ㄹ,11.48247657,62,49
45113,7,49.32,2,9500,0,송천동2가,ㅅ,9.159152335,62,29
41610,6,84.937,6,31400,1,기타동,ㄱ,10.35459502,57,51
41210,7,52.96,7,34000,1,기타동,ㅇ,10.43414521,60,54
45190,8,39.3,4,3600,0,기타동,ㄱ,8.188966864,60,30
28200,11,39.24,2,11900,0,만수동,ㅎ,9.384377709,62,28
28200,12,83.495,7,21700,0,구월동,ㄷ,9.985113621,59,31
41220,3,84.035,3,16750,0,기타동,ㅎ,9.726213237,59,33
41461,9,59.96,8,16250,0,기타동,ㅈ,9.695909724,60,39
29140,8,44.69,4,10150,0,화정동,ㅅ,9.225327502,56,19
45190,2,39.69,4,6300,0,기타동,ㄷ,8.74846363,60,29
41463,9,59.958,2,24150,0,기타동,ㅇ,10.09208107,59,58
28260,4,153.03,11,30500,1,마전동,ㅇ,10.32551475,59,40
27230,6,46.625,3,14800,0,기타동,ㄱ,9.602450025,59,20
41430,7,59.91,21,27000,1,기타동,ㄷ,10.20362918,55,37
11320,1,59.445,8,39300,1,창동,ㄷ,10.57900524,58,37
11710,10,39.6,11,25300,1,기타동,ㄱ,10.1385992,55,37
44133,2,84.65,10,22700,0,백석동,ㄱ,10.03016426,59,44
41410,9,84.97,17,75000,1,산본동,ㄹ,11.22525673,59,50
45140,5,59.273,8,13000,0,기타동,ㅂ,9.472781557,59,41
41630,12,101.6289,4,28400,1,기타동,ㅅ,10.25417963,59,49
41281,11,125.927,2,30500,1,기타동,ㅍ,10.32551475,57,48
44131,4,59.862,7,16850,0,기타동,ㄱ,9.732165281,62,40
26350,10,59.99,9,21000,0,좌동,S,9.952325335,55,38
28260,10,58.14,2,18000,0,기타동,ㄹ,9.798182591,59,25
41113,1,49.14,8,18100,0,권선동,ㄱ,9.803722464,60,33
11710,2,84.8,14,94800,1,잠실동,ㅈ,11.45953524,55,48
30230,2,84.96,12,18400,0,읍내동,ㅎ,9.82016029,63,31
26320,7,84.9149,20,23000,0,기타동,ㅇ,10.04329297,55,45
26140,12,59.88,7,21000,0,기타동,ㄱ,9.952325335,56,41
45710,3,84.94,12,12000,0,기타동,ㅅ,9.392745259,61,41
36110,4,84.6641,12,18000,0,기타동,ㅈ,9.798182591,56,48
41630,12,59.84,5,12400,0,덕계동,ㄷ,9.425532394,60,39
41360,3,124.283,7,57000,1,기타동,ㄷ,10.95082409,63,49
26380,3,84.9606,1,43000,1,기타동,ㄷ,10.66897865,63,53
41173,8,100.77,5,83500,1,호계동,ㅁ,11.33261389,59,34
11380,7,59.73,20,33600,1,기타동,ㄷ,10.42231111,57,44
41390,6,59.59,3,27900,1,정왕동,ㅈ,10.23641781,62,37
41360,5,58.764,12,21900,0,와부읍 덕소리,ㅅ,9.994287577,55,45
47111,4,59.9868,4,5100,0,기타동,ㅂ,8.537191878,62,40
28237,7,51.75,1,17900,0,부개동,ㄷ,9.792611856,56,28
41117,1,84.9838,4,33200,1,망포동,ㄷ,10.41033527,57,43
41450,12,84.83,2,58800,1,기타동,ㄷ,10.98191414,59,47
26140,9,84.7855,9,42500,1,기타동,ㄷ,10.65728288,60,54
28200,2,83.9829,4,36500,1,구월동,ㄹ,10.50509494,60,47
26290,8,84.79,10,13650,0,기타동,ㅇ,9.521568058,56,52
42150,3,59.36,7,10000,0,기타동,ㄱ,9.210440367,59,37
41370,2,74.93,10,28000,1,기타동,ㅈ,10.2399955,60,53
41465,9,84.99,2,45500,1,신봉동,ㅅ,10.72548958,58,44
41250,12,59.99,1,9800,0,지행동,ㅈ,9.1902397,55,39
46110,1,59.79,8,7350,0,산정동,ㄹ,8.902591637,58,31
11350,8,59.26,3,25900,1,중계동,ㅈ,10.16203686,55,31
44200,8,84.991,12,15500,0,기타동,ㅇ,9.648659817,57,49
41570,1,74.65,1,27000,1,기타동,ㅇ,10.20362918,58,53
41113,7,45.05,10,29100,1,권선동,ㅅ,10.27852782,59,57
42130,6,59.91,14,16950,0,단구동,ㅎ,9.738082108,57,37
41461,9,84.753,14,18000,0,기타동,ㅅ,9.798182591,59,50
45130,5,47.01,2,4000,0,기타동,ㅈ,8.294299609,55,29
41590,1,84.899,3,27400,1,반월동,ㅂ,10.21833479,60,47
30170,10,49.63,20,10600,0,관저동,ㄱ,9.268703615,59,39
11590,9,84.95,25,51000,1,기타동,ㅂ,10.83960052,62,38
47190,5,40.47,5,8000,0,기타동,ㄱ,8.987321813,60,25
41190,11,84.6,2,42250,1,중동,ㅁ,10.6513833,59,33
41113,1,84.4,10,23000,0,기타동,ㅅ,10.04329297,60,30
26320,10,42.29,7,8500,0,금곡동,ㄱ,9.047939083,55,36
11320,1,84.94,5,32500,1,기타동,ㅎ,10.38902614,58,35
45113,8,59.97,3,8950,0,기타동,ㄷ,9.099520537,55,34
11500,2,101.86,9,53700,1,방화동,ㄱ,10.8911869,58,34
28200,9,77.2,13,30000,1,간석동,ㄱ,10.30898599,59,27
41190,11,84.39,19,37700,1,기타동,ㅂ,10.5374419,56,43
30140,4,59.4,7,17600,0,기타동,ㄱ,9.775710998,62,37
41590,6,80.3931,12,64000,1,기타동,ㅇ,11.06665399,62,48
42130,9,128.701,14,26800,1,기타동,ㅎ,10.19619448,60,49
46110,11,59.94,11,11900,0,옥암동,ㅇ,9.384377709,55,34
41220,4,59.875,21,30000,1,기타동,ㅍ,10.30898599,63,59
28237,3,64.34,11,17500,0,산곡동,ㅎ,9.770013301,55,25
26380,3,59.67,4,8750,0,장림동,ㅅ,9.076923259,56,34
43113,2,39.96,8,5900,0,기타동,ㅇ,8.682877107,63,38
47130,8,84.7016,8,27751,1,기타동,ㄱ,10.23106319,60,59
48250,9,84.9902,4,26100,1,삼계동,ㅂ,10.16972891,55,45
26440,1,127.7941,9,53000,1,명지동,ㅁ,10.87806606,57,53
41370,2,84.906,13,29800,1,원동,ㅇ,10.30229723,60,47
41463,11,84.8255,1,41000,1,기타동,ㅎ,10.62135174,58,50
43740,11,67.3279,10,19750,0,기타동,ㅇ,9.890959402,59,55
29200,5,84.3979,13,23500,0,기타동,ㅎ,10.06479825,55,43
41281,8,84.9397,6,49700,1,기타동,A,10.81378033,58,52
41570,7,84.9441,14,28700,1,기타동,ㅍ,10.26468724,56,39
41630,5,84.9097,5,20700,0,덕계동,ㅇ,9.937937287,57,46
41370,10,49.95,2,14300,0,원동,ㅇ,9.568084744,58,39
41190,3,134.903,4,58500,1,상동,ㄷ,10.97679913,56,43
30200,2,59.945,4,25000,1,지족동,ㅇ,10.1266711,60,41
26470,7,114.76,6,41000,1,기타동,ㅎ,10.62135174,60,47
46890,1,68.34,11,10600,0,기타동,ㅁ,9.268703615,56,34
48127,6,59.9322,14,21500,0,양덕동,ㅎ,9.975854725,55,43
26380,8,59.9942,3,11200,0,장림동,ㄷ,9.323758339,59,45
41281,7,84.9867,25,63500,1,기타동,ㅅ,11.05881093,60,60
30170,11,59.4,8,17000,0,기타동,ㄱ,9.741027445,58,34
11320,9,59.76,8,54900,1,창동,ㄷ,10.91328684,59,37
41450,7,101.9848,7,100000,1,기타동,ㅇ,11.51293546,59,56
41281,4,59.97,18,25400,1,행신동,ㅅ,10.14254382,59,36
41461,7,84.8066,8,19500,0,기타동,ㅂ,9.878221025,60,42
48250,10,75.9258,13,29000,1,기타동,ㄱ,10.27508559,59,59
29200,3,47.21,5,7200,0,기타동,ㅎ,8.881975184,57,29
41150,9,59.8,18,17800,0,신곡동,ㅅ,9.787009914,56,39
41133,6,84.63,7,36000,1,은행동,ㅎ,10.49130199,58,35
31140,9,46.53,7,13000,0,야음동,ㅅ,9.472781557,62,35
11500,2,84.9529,13,113000,1,기타동,E,11.63515195,63,59
41461,12,74.0406,15,15600,0,기타동,ㅇ,9.655090294,59,42
45140,8,49.32,4,8500,0,기타동,ㅅ,9.047939083,62,28
28140,1,43.864,14,12000,0,송현동,ㄷ,9.392745259,58,30
28260,5,134.925,7,22500,0,기타동,ㄷ,10.02131503,59,39
11200,11,84.87,1,129500,1,기타동,ㄷ,11.77144388,61,40
11200,7,84.91,2,93500,1,기타동,ㄷ,11.44572741,60,39
41287,4,71.316,15,30000,1,일산동,ㅎ,10.30898599,55,35
11110,9,79.87,10,38000,1,기타동,ㅊ,10.54536775,56,32
41173,5,91.14,4,88500,1,호계동,ㅅ,11.39076913,62,32
41590,3,84.91,9,23900,0,기타동,ㅎ,10.08167558,60,48
27260,12,50.45,3,33000,1,기타동,ㅋ,10.40429314,58,46
43112,3,38.52,1,7900,0,개신동,ㅊ,8.974744613,55,30
28177,7,59.8876,11,22000,0,용현동,ㄱ,9.998843186,56,50
11560,10,13.74,14,10000,0,신길동,ㅅ,9.210440367,58,53
41287,4,44.095,7,9700,0,일산동,ㅇ,9.179984252,60,43
31200,4,59.905,7,12935,0,매곡동,ㅈ,9.467769401,55,36
11680,9,73.02,9,203000,1,기타동,ㄱ,12.22096618,60,23
28140,1,59.81,12,19700,0,송현동,ㅅ,9.888424675,57,43
46150,6,37.388,2,4450,0,조례동,ㅅ,8.400884069,60,32
30110,2,84.89,3,14500,0,자양동,ㄷ,9.581972892,55,30
41465,2,59.721,7,29000,1,풍덕천동,ㅂ,10.27508559,58,34
41285,10,84.9,8,44000,1,마두동,ㅂ,10.69196764,58,34
26230,10,41.3,14,13000,0,기타동,ㄱ,9.472781557,58,29
43770,3,58.005,2,5800,0,기타동,ㅂ,8.665785595,63,31
11440,9,83.871,12,63000,1,기타동,ㅎ,11.05090588,55,47
48220,2,131.52,9,23000,0,기타동,ㅈ,10.04329297,55,50
47190,4,102.52,22,27000,1,옥계동,ㅇ,10.20362918,60,49
30200,9,84.997,15,42500,1,기타동,ㅈ,10.65728288,58,55
41590,12,84.99,14,24900,1,반월동,ㅅ,10.12266324,55,41
43770,10,59.58,3,6800,0,기타동,ㄷ,8.824824939,59,35
11500,10,84.96,4,55000,1,기타동,ㅈ,10.91510665,57,34
41390,12,84.7246,14,40000,1,은행동,ㅇ,10.59665973,62,41
29170,3,59.83,6,10450,0,기타동,ㄱ,9.254452947,56,34
41220,2,84.3899,21,29900,1,기타동,ㅍ,10.3056472,60,57
41150,8,51.98,11,15600,0,신곡동,ㅅ,9.655090294,57,33
41111,2,56.43,5,12300,0,기타동,ㅈ,9.417435839,59,29
41430,6,84.9,4,83500,1,기타동,ㅍ,11.33261389,60,51
41670,5,84.966,12,27000,1,교동,ㅇ,10.20362918,59,46
41430,8,59.707,15,54500,1,내손동,ㅇ,10.90597433,59,52
48125,8,47.91,4,10600,0,기타동,ㅎ,9.268703615,55,27
29170,4,84.9957,15,43500,1,운암동,ㅂ,10.68053921,62,48
44200,7,84.971,5,27500,1,기타동,ㅇ,10.22197765,60,54
41150,9,84.9964,12,20700,0,용현동,ㅅ,9.937937287,56,41
41570,8,74.377,14,30700,1,기타동,ㄴ,10.33205051,58,52
41111,9,59.92,18,24900,1,정자동,ㄷ,10.12266324,56,42
26200,7,84.9149,6,22000,0,기타동,ㅇ,9.998843186,57,44
36110,1,59.9602,4,38800,1,기타동,ㅅ,10.5662013,60,57
42230,6,59.526,1,5500,0,사직동,ㅇ,8.612685173,56,37
11500,8,39.6,7,36800,1,가양동,ㄱ,10.5132803,58,32
48330,8,114.69,14,27400,1,기타동,ㅅ,10.21833479,56,45
11530,7,84.789,6,102800,1,기타동,ㄷ,11.54055036,60,43
41111,6,59.79,16,35500,1,정자동,ㅂ,10.47731614,60,39
47111,7,51.36,2,3250,0,기타동,ㅎ,8.08671792,55,31
41117,7,84.71,1,37900,1,매탄동,ㅈ,10.54273278,60,42
41370,3,49.44,14,20000,0,기타동,ㅈ,9.903537551,63,40
28200,11,84.4571,20,28700,1,간석동,ㄱ,10.26468724,57,47
30170,3,42.66,6,9000,0,월평동,ㅈ,9.105090961,58,33
46150,4,84.9668,14,23000,0,조례동,ㄷ,10.04329297,60,45
41133,11,49.98,5,25000,1,기타동,ㅎ,10.1266711,58,33
41150,7,59.89,25,16400,0,민락동,ㅊ,9.705097588,55,40
26290,9,59.99,22,30800,1,용호동,ㅇ,10.33530244,55,44
45113,12,84.93,2,15600,0,기타동,ㅅ,9.655090294,55,35
11650,2,93.71,12,105500,1,기타동,ㅅ,11.56647571,55,18
30200,9,99.84,1,24800,1,기타동,ㅎ,10.11863925,56,32
48129,11,39.75,1,7750,0,기타동,ㅅ,8.955577146,60,35
31110,1,84.95,15,17700,0,기타동,ㅎ,9.781376414,58,30
42720,5,48.202,9,4200,0,기타동,ㅅ,8.343077871,56,40
41390,8,84.84,2,21000,0,정왕동,ㅈ,9.952325335,59,38
48129,5,49.842,10,9100,0,기타동,ㅂ,9.116139577,62,43
47170,10,129.1464,9,32800,1,송현동,ㅇ,10.39821428,59,49
29200,10,78.38,9,14200,0,기타동,ㅈ,9.561067664,55,32
26230,2,84.8598,22,41000,1,기타동,ㅂ,10.62135174,63,45
41590,9,84.99,12,21900,0,병점동,ㄴ,9.994287577,58,44
31200,9,71.5457,15,26900,1,기타동,ㅍ,10.19991874,60,43
41287,8,84.9691,5,35800,1,기타동,ㅎ,10.4857311,55,51
26410,8,65.97,3,16700,0,부곡동,ㅂ,9.723223877,56,27
36110,8,59.76,4,11500,0,기타동,ㅅ,9.350189267,60,36
26140,8,84.995,12,40600,1,기타동,ㄷ,10.61154798,60,54
11650,11,84.95,19,159000,1,서초동,ㅅ,11.97666577,57,57
31140,9,59.98,12,22100,0,삼산동,ㅅ,10.00337814,56,37
41465,9,59.9534,4,33000,1,죽전동,ㅅ,10.40429314,58,44
11230,9,59.99,1,87000,1,기타동,ㄹ,11.37367489,58,54
28260,1,84.9511,12,33500,1,기타동,ㅇ,10.41933057,63,44
