지역코드,월,전용면적,층,거래금액,거래금액_B,법정동1,아파트1,거래금액1,연도1,건축년도1
45130,8,75.56,11,5500,0,기타동,ㄷ,8.612685173,59,30
41273,5,75.62,10,28800,1,고잔동,ㅈ,10.26816539,59,41
41390,2,52.38,1,15300,0,은행동,ㅎ,9.635673465,60,26
47290,7,79.275,12,13300,0,기타동,ㅎ,9.495594499,59,32
43750,6,84.9637,16,25500,1,기타동,ㅊ,10.14647295,60,58
30110,9,74.759,4,21500,0,기타동,ㅅ,9.975854725,57,47
46230,5,59.79,16,6700,0,중동,ㅅ,8.810012048,56,46
11350,6,49.77,4,20300,0,월계동,ㅊ,9.918425425,56,38
28200,11,74.3558,12,39800,1,구월동,ㄱ,10.59164732,58,56
11650,8,45.96,9,25200,1,서초동,ㅅ,10.13463896,55,43
29200,3,128.79,3,49150,1,기타동,ㅋ,10.80265247,55,48
26500,10,84.9547,10,49700,1,민락동,ㅅ,10.81378033,59,57
41550,5,70.686,13,19500,0,기타동,ㄷ,9.878221025,62,33
26380,11,84.89,4,18500,0,장림동,ㅈ,9.825580064,55,30
48127,10,71.38,6,7750,0,기타동,ㄱ,8.955577146,59,32
48250,4,77.4926,6,19800,0,삼계동,ㅂ,9.89348772,60,45
44180,2,59.8,15,11550,0,기타동,ㅁ,9.354527292,63,38
27260,9,61.86,2,31200,1,기타동,ㅎ,10.34820542,57,25
28200,2,132.6151,7,49500,1,논현동,ㄴ,10.80974815,60,50
42130,11,74.376,1,8000,0,단구동,ㅅ,8.987321813,57,20
48310,11,84.9919,11,25400,1,기타동,ㄷ,10.14254382,59,48
41463,5,125.5037,19,70000,1,기타동,ㅈ,11.15626481,58,46
11590,7,84.946,15,71900,1,기타동,ㅎ,11.18304545,56,52
11410,4,84.95,8,84500,1,기타동,D,11.34451865,59,52
41590,12,49.95,4,18400,0,병점동,ㅈ,9.82016029,60,37
41360,2,39.96,1,13000,0,평내동,ㅈ,9.472781557,60,27
27260,10,84.932,4,53500,1,기타동,ㅅ,10.88745562,55,48
11305,6,59.99,2,44000,1,미아동,ㄷ,10.69196764,58,51
31110,5,65.34,7,17100,0,기타동,ㄴ,9.74689222,56,31
30170,6,59.76,13,16800,0,월평동,ㅎ,9.729193687,58,33
44180,5,64.9,4,16500,0,기타동,ㅇ,9.711176264,59,56
45113,6,59.49,15,9800,0,기타동,ㄷ,9.1902397,60,35
47113,8,75.7,12,11500,0,기타동,ㄷ,9.350189267,59,39
30200,9,84.8731,3,24850,1,기타동,ㅅ,10.12065327,56,45
41190,4,33.54,5,14150,0,중동,ㅁ,9.557540572,55,33
48250,2,92.6737,16,21500,0,기타동,ㅍ,9.975854725,60,45
41220,3,107.16,2,18000,0,기타동,ㅎ,9.798182591,60,33
41113,12,84.622,14,31000,1,권선동,ㅅ,10.34177474,59,41
41310,8,58.14,2,33500,1,인창동,ㅈ,10.41933057,58,36
41287,10,59.99,19,20800,0,일산동,ㅇ,9.942756341,56,40
47210,2,59.83,12,14300,0,기타동,ㅇ,9.568084744,57,43
41465,9,125.582,15,55000,1,상현동,ㅅ,10.91510665,58,42
47170,9,154.4,3,43000,1,기타동,ㅇ,10.66897865,60,49
26440,6,116.02,9,43000,1,명지동,ㅋ,10.66897865,57,49
28237,2,71.17,1,25000,1,부평동,ㅂ,10.1266711,60,21
41111,2,56.71,1,13500,0,정자동,ㄷ,9.510519036,59,27
48250,11,67.3726,18,16500,0,기타동,ㅎ,9.711176264,59,57
41190,5,48.96,2,13000,0,기타동,ㅇ,9.472781557,55,27
11350,6,49.94,10,23500,0,상계동,ㅅ,10.06479825,55,28
11380,10,57.57,5,32500,1,기타동,ㅅ,10.38902614,57,48
42110,11,59.3,2,7500,0,후평동,ㅎ,8.922791624,55,24
27140,9,77.937,13,28200,1,기타동,ㄷ,10.24711272,56,52
26500,6,115.6,6,155000,1,기타동,ㅅ,11.95118685,60,21
41281,6,62.895,1,14800,0,기타동,ㅇ,9.602450025,57,27
41271,9,42.51,1,11200,0,사동,ㅂ,9.323758339,60,32
36110,6,84.986,7,38800,1,고운동,ㄱ,10.5662013,60,55
31140,10,73.8,10,26500,1,기타동,ㅅ,10.18493775,55,32
11260,12,14.55,9,13800,0,기타동,ㅈ,9.532496332,57,55
45130,2,59.9958,12,16950,0,기타동,ㅅ,9.738082108,60,51
30110,5,84.4963,12,26000,1,기타동,ㅎ,10.16589028,60,46
44131,3,117.881,3,24500,1,기타동,ㅊ,10.10646921,60,47
41190,5,51.3,4,10000,0,기타동,ㄷ,9.210440367,55,29
41465,10,59.76,4,27000,1,풍덕천동,ㄷ,10.20362918,57,34
41570,10,128.9366,13,40700,1,기타동,ㅎ,10.61400794,59,51
11320,5,36.16,7,18000,0,창동,ㅈ,9.798182591,58,29
11710,11,59.91,1,40000,1,기타동,ㅅ,10.59665973,55,51
41150,10,84.58,6,21600,0,기타동,ㄷ,9.980494889,56,35
11680,5,85,2,88000,1,기타동,ㄷ,11.38510346,56,39
45180,7,58.779,6,7200,0,기타동,ㅂ,8.881975184,59,40
41250,4,50.3,2,10800,0,지행동,ㄷ,9.287394001,55,44
48129,7,84.9626,10,30000,1,기타동,ㅊ,10.30898599,60,55
30170,7,84.76,3,41500,1,기타동,ㅎ,10.6334728,60,31
11470,5,84.984,10,64600,1,신월동,ㄹ,11.07598517,58,54
42110,7,28.38,2,5050,0,기타동,ㄷ,8.527341522,59,39
41390,6,81.655,5,18200,0,기타동,ㄱ,9.809231817,57,34
42130,7,49.29,9,4500,0,태장동,ㅂ,8.412054873,60,40
41220,2,84.9249,5,18000,0,기타동,ㅊ,9.798182591,60,39
27230,7,84.9778,26,37000,1,기타동,ㅊ,10.51870022,56,54
41360,9,84.974,17,30800,1,호평동,ㅎ,10.33530244,56,44
26710,9,84.6,3,24000,0,기타동,ㅎ,10.08585078,58,33
41390,7,84.74,20,62900,1,기타동,ㅇ,11.04931734,62,59
44200,11,122.526,9,31000,1,기타동,ㅎ,10.34177474,55,48
41190,2,49.8,11,23200,0,중동,ㅅ,10.05195066,59,33
48330,4,85,2,19700,0,기타동,ㄷ,9.888424675,59,39
47230,8,59.34,12,7900,0,기타동,ㅊ,8.974744613,60,37
11500,5,39.6,5,25800,1,방화동,ㅂ,10.15816853,56,34
45140,10,84.94,9,16500,0,영등동,ㅅ,9.711176264,57,32
41370,4,84.9849,3,30000,1,기타동,ㄱ,10.30898599,62,46
11230,5,84.96,12,80000,1,기타동,ㄹ,11.28979441,59,51
44133,3,19.24,5,7350,0,불당동,ㅁ,8.902591637,56,54
41287,1,59.94,18,21300,0,일산동,ㅇ,9.966509299,59,40
28177,8,84.533,10,25000,1,용현동,ㅇ,10.1266711,56,40
41113,1,75.84,9,43000,1,기타동,ㄱ,10.66897865,63,57
47113,1,101.99,3,26000,1,기타동,ㅊ,10.16589028,55,44
48310,1,84.9281,20,28000,1,기타동,ㄱ,10.2399955,59,52
41190,12,84.6,15,33700,1,중동,ㅁ,10.42528279,55,33
41190,6,41.4,1,14500,0,괴안동,ㅎ,9.581972892,60,28
11320,8,70.62,1,22000,0,기타동,ㅅ,9.998843186,55,26
42130,11,59.91,1,13000,0,단구동,ㅎ,9.472781557,55,37
31110,11,84.9978,19,46000,1,기타동,ㅇ,10.73641841,55,53
11710,3,83.77,4,52300,1,기타동,ㅂ,10.86477077,57,45
41390,4,59.465,2,15900,0,기타동,ㅈ,9.674137279,60,44
11710,8,84.95,11,105000,1,기타동,ㅁ,11.56172515,59,25
31710,3,84.9549,11,33000,1,기타동,ㅍ,10.40429314,58,47
30230,10,59.34,11,14400,0,기타동,ㅇ,9.575052928,58,39
41173,1,59.882,11,28800,1,호계동,ㄷ,10.26816539,55,43
47111,10,84.9468,12,19000,0,기타동,ㅇ,9.852246888,57,39
50130,8,84.991,10,44000,1,기타동,ㅈ,10.69196764,60,57
11530,7,41.01,5,12000,0,구로동,ㄷ,9.392745259,60,35
26500,6,84.977,26,33800,1,기타동,ㅇ,10.42824567,56,45
29155,3,84.99,15,14000,0,기타동,ㅎ,9.546884035,57,30
41450,2,68.07,10,58300,1,기타동,ㄷ,10.97337452,60,47
41135,10,134.8,2,84000,1,기타동,ㅇ,11.33858398,56,32
44800,9,59.22,17,9500,0,기타동,ㅁ,9.159152335,55,37
27110,5,54.6,4,23000,0,기타동,ㅌ,10.04329297,60,25
45140,7,51.74,1,10500,0,기타동,ㅈ,9.25922577,59,43
45800,4,74.98,18,21000,0,기타동,ㅇ,9.952325335,62,55
44131,8,120.722,9,24600,1,기타동,ㄷ,10.11054237,60,45
48740,8,50.9867,13,7800,0,기타동,ㄴ,8.96200721,59,50
26290,4,59.97,2,30300,1,용호동,ㅇ,10.31893599,60,41
30140,1,48.6,3,31000,1,기타동,ㅈ,10.34177474,60,23
47850,11,49.89,7,5900,0,기타동,ㅂ,8.682877107,59,40
48125,8,59.526,2,16000,0,기타동,ㅇ,9.680406499,62,38
41390,8,84.97,9,40000,1,정왕동,ㄱ,10.59665973,62,37
48270,11,84.9644,5,24000,0,삼문동,ㅅ,10.08585078,60,54
46150,5,59.58,12,11500,0,조례동,ㄷ,9.350189267,62,34
41465,6,84.6587,8,44000,1,풍덕천동,ㅈ,10.69196764,56,46
30140,8,39.87,5,6900,0,기타동,ㅈ,8.839421608,59,34
29170,5,70.0212,4,16000,0,운암동,ㅂ,9.680406499,60,46
46150,7,84.9969,6,52300,1,기타동,ㅈ,10.86477077,60,58
47290,2,49.43,2,7400,0,기타동,ㄱ,8.909370405,59,21
45113,10,40.44,4,5600,0,기타동,ㄱ,8.630700432,56,33
41281,2,42.03,4,20000,0,기타동,ㅁ,9.903537551,60,28
41285,7,59.925,12,36500,1,기타동,ㅎ,10.50509494,60,34
44200,5,84.9966,13,18900,0,기타동,ㅅ,9.84697011,60,48
41465,1,84.2102,7,64000,1,풍덕천동,ㅈ,11.06665399,60,43
30110,7,59.8825,15,37000,1,기타동,E,10.51870022,62,60
41271,6,84.669,13,28000,1,사동,ㅅ,10.2399955,60,39
11530,8,84.99,21,46900,1,개봉동,ㅎ,10.75579428,56,41
11380,1,59.817,4,46000,1,기타동,ㅂ,10.73641841,58,49
41173,1,126.87,11,39000,1,호계동,ㅎ,10.57134257,55,40
41220,10,84.963,8,17600,0,기타동,ㄷ,9.775710998,59,43
28185,3,142.1275,17,59900,1,송도동,ㅇ,11.00044848,60,51
48730,9,84.5359,6,15000,0,기타동,ㅊ,9.615872145,57,43
41430,10,59.951,18,45500,1,내손동,ㅍ,10.72548958,57,49
42150,3,84.945,3,13700,0,기타동,ㅎ,9.525224102,59,32
11500,6,59.4,8,63000,1,방화동,ㅅ,11.05090588,61,35
11350,2,49.5,12,28250,1,중계동,ㅈ,10.24888413,57,30
41390,8,101.89,5,26000,1,기타동,ㅇ,10.16589028,60,39
41360,3,84.6913,5,50000,1,다산동,ㅎ,10.81979828,59,58
44133,9,21.7868,5,8745,0,기타동,ㅇ,9.076351732,60,54
41150,7,114.96,20,35800,1,기타동,S,10.4857311,58,47
41590,9,39.6,12,9100,0,기타동,ㅈ,9.116139577,55,42
48125,11,84.998,10,26400,1,기타동,ㅂ,10.18115717,60,47
41410,6,96.359,9,55300,1,산본동,ㅎ,10.92054627,60,34
44131,2,39.72,3,7700,0,기타동,ㅈ,8.94910547,60,26
41590,12,59.56,15,26500,1,병점동,ㄴ,10.18493775,60,44
41190,3,59.45,6,26900,1,기타동,ㅈ,10.19991874,55,46
46230,1,49.965,8,3200,0,기타동,ㄱ,8.07121854,63,32
48121,12,84.9832,8,27000,1,기타동,ㄱ,10.20362918,60,54
26290,7,49.23,1,6100,0,용호동,ㅅ,8.716207971,55,29
44131,10,59.62,6,7900,0,기타동,ㅈ,8.974744613,57,35
11410,3,38.7,20,32400,1,기타동,ㅊ,10.38594457,57,44
41465,11,113.488,5,67300,1,동천동,ㅅ,11.11693037,59,44
41463,2,84.91,3,26500,1,기타동,ㅎ,10.18493775,60,46
41590,7,59.301,5,13900,0,기타동,ㄴ,9.539716059,55,41
47850,7,49.89,13,4300,0,기타동,ㅂ,8.366602833,60,40
48250,9,59.76,7,11900,0,기타동,ㅎ,9.384377709,59,38
41210,6,59.3,4,70000,1,철산동,ㅈ,11.15626481,58,25
42110,5,84.796,19,29000,1,기타동,ㅇ,10.27508559,56,55
41273,9,84.5,2,33500,1,고잔동,ㅈ,10.41933057,55,41
27260,4,59.8835,1,39000,1,기타동,ㄷ,10.57134257,63,46
44710,7,59.77,14,17300,0,기타동,ㄷ,9.758519582,60,55
41590,3,59.4313,9,53500,1,청계동,ㄷ,10.88745562,63,55
45210,3,84.9375,7,22500,0,기타동,ㄱ,10.02131503,58,55
26320,9,60,5,17900,0,기타동,ㄱ,9.792611856,60,26
41190,10,59.95,1,27300,1,기타동,ㅇ,10.21467861,58,46
43113,3,47.6625,11,14000,0,기타동,ㄱ,9.546884035,62,57
46150,6,114.9,6,19200,0,조례동,ㄷ,9.86271764,58,38
28237,2,115.0311,10,43200,1,산곡동,ㄱ,10.67361892,55,47
41190,7,84.87,9,36600,1,상동,ㅎ,10.50783084,59,34
48330,9,84.843,5,21800,0,기타동,ㅎ,9.989711119,60,45
44131,6,121.9437,8,45500,1,기타동,ㅇ,10.72548958,60,50
26710,11,59.8881,5,28800,1,기타동,ㅇ,10.26816539,56,54
31140,6,44.94,7,13300,0,기타동,ㄷ,9.495594499,60,33
44210,12,59.786,10,15600,0,읍내동,ㅅ,9.655090294,59,40
41480,4,84.928,6,50000,1,와동동,ㄱ,10.81979828,62,50
11260,12,14.855,7,13900,0,기타동,ㅍ,9.539716059,62,54
11350,6,115.35,13,75000,1,중계동,ㅅ,11.22525673,58,33
45113,9,59.49,6,7250,0,송천동2가,ㄷ,8.888894669,60,32
47230,5,39.74,1,6200,0,기타동,ㅇ,8.732465848,60,38
41463,2,59.959,12,25000,1,기타동,ㄱ,10.1266711,55,41
28110,3,72.73,12,10500,0,기타동,ㄹ,9.25922577,60,20
30200,10,119.77,6,90000,1,기타동,ㅌ,11.40757606,59,51
11500,3,128.81,6,100000,1,화곡동,ㄱ,11.51293546,58,55
48330,7,69.89,8,9000,0,기타동,ㅅ,9.105090961,55,32
47170,7,59.3,4,6250,0,기타동,ㅇ,8.74049673,57,24
41570,8,59.9979,3,29500,1,운양동,ㅎ,10.29217944,60,53
48330,7,59.9758,16,19400,0,덕계동,ㄱ,9.87307989,62,54
41281,6,53.12,3,25800,1,화정동,ㅇ,10.15816853,60,35
29200,3,84.9827,2,23000,0,기타동,ㄱ,10.04329297,56,54
44200,3,39.9,18,7200,0,배방읍 공수리,ㅇ,8.881975184,62,37
41570,4,116.092,11,45000,1,고촌읍 신곡리,ㄱ,10.71443999,56,50
41310,6,84.9196,2,29700,1,인창동,ㅈ,10.29893599,55,48
41630,8,84.9218,5,18700,0,삼숭동,ㅇ,9.836332277,57,46
45111,10,84.1884,32,49000,1,기타동,ㅋ,10.79959599,62,55
11290,5,114.88,11,56000,1,길음동,ㄱ,10.93312483,55,45
41390,4,45.525,2,11300,0,기타동,ㅅ,9.332646496,55,26
28260,6,84.9589,29,34000,1,청라동,ㅎ,10.43414521,57,51
11290,2,84.97,15,50000,1,길음동,ㄱ,10.81979828,58,45
42150,8,46.68,1,7500,0,기타동,ㅍ,8.922791624,58,29
41370,12,101.918,10,45900,1,기타동,ㅅ,10.73424218,59,59
45111,5,84.99,1,19800,0,기타동,ㅈ,9.89348772,62,30
28185,1,101.97,18,31800,1,연수동,ㅇ,10.36725301,56,34
43114,7,84.443,24,32900,1,기타동,ㄷ,10.40125833,57,55
41465,4,84.9959,14,40000,1,죽전동,ㄲ,10.59665973,57,44
11215,6,84.99,19,139000,1,자양동,ㅇ,11.84223641,61,43
41173,10,59.94,5,40000,1,호계동,ㅇ,10.59665973,57,55
31110,7,84.996,9,38000,1,기타동,ㅇ,10.54536775,59,53
48121,10,50.48,4,28000,1,용호동,ㅁ,10.2399955,60,28
48310,3,84.48,13,13000,0,기타동,ㅎ,9.472781557,61,37
11410,8,59.93,12,54000,1,기타동,ㅎ,10.89675784,58,40
41590,3,84.9838,12,59800,1,청계동,ㄷ,10.99877766,63,55
11620,6,84.97,11,46300,1,신림동,ㄱ,10.74291884,58,48
28185,11,115.93,27,61000,1,송도동,ㄱ,11.01864554,57,53
41360,4,59.842,6,13900,0,기타동,ㅈ,9.539716059,59,34
42130,5,59.94,9,6000,0,태장동,ㄷ,8.699681401,60,35
48121,10,52.92,7,12150,0,기타동,ㄷ,9.40516675,57,37
46230,2,52.25,1,3900,0,금호동,ㄷ,8.26898821,60,28
43130,9,35.22,2,2150,0,기타동,ㄱ,7.673688129,59,19
47113,2,59.46,3,9100,0,기타동,ㅎ,9.116139577,63,40
36110,9,59.1132,15,50000,1,기타동,ㅈ,10.81979828,60,54
28260,4,120.207,22,42000,1,청라동,ㅊ,10.64544871,56,51
41113,3,59.9246,9,26500,1,기타동,ㅅ,10.18493775,55,45
41190,5,51.2893,8,47000,1,기타동,ㅈ,10.75792416,62,61
43800,9,57.42,5,5200,0,기타동,ㄷ,8.556606194,59,45
41117,11,120.0331,4,119500,1,기타동,ㄱ,11.69108002,59,52
41360,3,84.93,23,75000,1,다산동,ㄷ,11.22525673,60,58
30140,2,120.66,15,16500,0,기타동,ㅅ,9.711176264,56,26
29170,7,59.99,1,10000,0,기타동,ㄹ,9.210440367,59,34
45113,7,84.93,1,41500,1,송천동2가,ㅇ,10.6334728,60,58
47190,10,59.94,4,8800,0,기타동,ㄱ,9.08262063,55,31
31110,2,84.995,1,42000,1,기타동,ㅇ,10.64544871,56,53
29140,5,59.7,5,15800,0,기타동,ㅈ,9.667828508,59,40
44210,4,73.9327,20,25000,1,기타동,ㅅ,10.1266711,62,58
30200,4,119.3319,12,42000,1,계산동,ㅇ,10.64544871,60,51
46230,3,59.79,4,9000,0,중동,ㅅ,9.105090961,59,46
30230,10,73.56,18,23200,0,기타동,ㅅ,10.05195066,56,39
27260,10,132.88,14,38000,1,지산동,ㄷ,10.54536775,55,31
29200,10,47.21,3,10950,0,기타동,ㅎ,9.301186055,59,28
28237,3,59.66,19,22500,0,산곡동,ㅎ,10.02131503,57,37
45130,7,114.99,4,18000,0,나운동,ㅅ,9.798182591,58,38
11215,9,69.36,2,33100,1,기타동,ㅎ,10.40731877,58,42
41173,2,120.66,8,94000,1,관양동,ㄷ,11.4510607,58,52
11200,7,101.995,20,97000,1,기타동,ㄹ,11.48247657,59,43
44133,9,71.175,1,11300,0,쌍용동,ㅎ,9.332646496,62,31
27290,4,84.5402,7,47800,1,기타동,ㄷ,10.77480184,63,56
41220,6,63.43,6,17500,0,기타동,ㅇ,9.770013301,55,35
28200,1,84.997,6,39500,1,논현동,ㅇ,10.58408127,63,49
31170,10,84.745,8,20400,0,기타동,ㅎ,9.923339198,58,37
48240,7,84.9723,12,12300,0,기타동,ㄷ,9.417435839,62,45
47130,3,59.988,6,28400,1,기타동,ㅎ,10.25417963,61,57
41465,6,49.26,10,31200,1,풍덕천동,ㅇ,10.34820542,57,40
41117,10,84.9688,1,29700,1,망포동,ㄷ,10.29893599,59,41
11290,2,114.752,6,75000,1,기타동,ㅇ,11.22525673,60,43
41171,10,84.9886,15,32950,1,기타동,ㅎ,10.40277689,55,45
11500,8,84.7,7,54900,1,기타동,ㅇ,10.91328684,58,32
41500,2,146.4854,13,46000,1,기타동,ㅎ,10.73641841,56,50
45180,2,58.779,14,7450,0,기타동,ㅂ,8.916103531,59,40
26380,11,49.08,17,11000,0,다대동,ㅁ,9.305741457,55,36
11740,6,75.93,7,45000,1,기타동,ㅍ,10.71443999,60,43
36110,11,84.757,15,51000,1,기타동,ㄷ,10.83960052,59,54
26230,6,49.82,3,30100,1,기타동,ㄷ,10.31231367,58,22
41630,3,84.9862,3,19900,0,기타동,ㅅ,9.898525261,63,43
30140,1,84.96,9,17150,0,기타동,ㅎ,9.74981176,55,32
41430,8,97.123,10,92000,1,내손동,ㅇ,11.42955473,60,52
41410,5,41.85,6,18900,0,금정동,ㅌ,9.84697011,59,33
11440,5,54.72,10,39000,1,기타동,ㄷ,10.57134257,56,36
44810,8,38.7,1,4600,0,기타동,ㅅ,8.43402895,57,37
45130,9,84.406,3,21000,0,기타동,ㄱ,9.952325335,56,49
41190,2,121.18,12,63700,1,기타동,ㅂ,11.06195554,60,52
11170,7,84.69,9,52500,1,도원동,ㅅ,10.8685875,55,41
42150,12,59.86,9,16500,0,교동,ㄱ,9.711176264,59,42
41360,8,128.708,1,35500,1,기타동,ㅅ,10.47731614,55,49
41135,11,96.59,2,45000,1,야탑동,ㄷ,10.71443999,56,43
41360,6,84.841,7,18600,0,오남읍 오남리,ㅅ,9.830970622,57,44
27230,8,81.1718,16,31900,1,동천동,ㅂ,10.37039264,57,43
28245,7,39.24,1,8000,0,작전동,ㄴ,8.987321813,55,28
11530,7,83.02,4,33800,1,개봉동,L,10.42824567,57,54
11380,8,84.82,13,66000,1,기타동,ㅇ,11.09742517,58,55
11560,7,84.7,13,47500,1,신길동,ㅅ,10.76850604,57,45
44250,9,59.87,6,11000,0,기타동,ㅂ,9.305741457,62,35
41410,10,59.99,10,31000,1,기타동,ㅈ,10.34177474,57,37
29170,5,80.64,5,11200,0,기타동,ㅁ,9.323758339,62,29
26290,4,22.44,12,7400,0,대연동,ㅁ,8.909370405,57,43
11170,5,13.01,19,19000,0,기타동,ㅇ,9.852246888,62,53
47190,6,59.76,10,9300,0,기타동,ㅇ,9.1378772,56,37
11470,3,53.46,6,44700,1,신정동,ㅁ,10.70775115,56,28
11710,8,59.86,17,191000,1,신천동,ㅍ,12.16003394,61,48
41285,3,59.56,19,25000,1,백석동,ㅎ,10.1266711,60,34
11650,1,53.46,11,51000,1,기타동,ㅅ,10.83960052,55,25
50130,6,30.4275,2,12900,0,기타동,ㅍ,9.465060107,60,57
41273,9,84.807,11,42500,1,고잔동,ㄷ,10.65728288,60,43
41135,12,37.67,11,53000,1,정자동,ㅎ,10.87806606,62,35
46810,12,83.625,15,17000,0,기타동,ㄱ,9.741027445,56,36
11740,12,133.65,1,88000,1,기타동,ㅁ,11.38510346,57,26
11380,6,84.89,4,89000,1,기타동,ㅇ,11.39640288,61,50
41370,3,59.85,1,17500,0,기타동,ㅅ,9.770013301,63,39
45113,9,84.87,7,24150,0,인후동1가,ㄷ,10.09208107,59,47
47113,2,59.56,7,14600,0,기타동,ㄷ,9.588845299,56,39
27230,11,59.83,7,17200,0,기타동,ㅈ,9.752722801,62,42
41220,11,66.9786,13,30700,1,기타동,ㅅ,10.33205051,62,59
30170,10,84.99,7,19600,0,둔산동,ㅅ,9.883335864,55,33
28260,10,115.9895,9,46800,1,청라동,ㅊ,10.75365985,56,52
28237,1,84.503,20,22200,0,기타동,ㄷ,10.00789261,56,41
48330,9,84.839,8,27200,1,물금읍 범어리,ㅅ,10.21100902,55,49
26350,9,84.9926,11,41000,1,재송동,ㅅ,10.62135174,60,46
43112,4,46.68,2,10200,0,기타동,ㅈ,9.230241034,56,30
47190,6,84.839,10,23000,0,옥계동,ㄱ,10.04329297,60,50
43111,6,99.96,1,15400,0,용암동,ㄱ,9.642187721,60,39
45113,4,84.8293,6,29578,1,기타동,ㅅ,10.29481993,60,59
43113,1,59.9238,8,15000,0,복대동,ㄷ,9.615872145,59,39
28200,3,14.79,7,7695,0,구월동,ㄴ,8.948455992,57,55
46830,12,84.92,12,9500,0,기타동,ㅎ,9.159152335,59,42
47170,2,59.2996,2,18100,0,기타동,ㅇ,9.803722464,55,54
41190,2,41.295,11,15800,0,기타동,ㅎ,9.667828508,60,24
27230,6,43.02,1,15500,0,읍내동,ㅊ,9.648659817,60,27
28140,6,37.08,21,14350,0,송현동,ㅅ,9.571574905,57,43
26290,1,84.38,26,60000,1,대연동,ㄷ,11.00211651,58,53
48330,7,64.364,15,16500,0,기타동,ㅅ,9.711176264,62,58
46230,8,59.9576,9,16400,0,기타동,ㄷ,9.705097588,59,53
41111,8,84.83,4,24000,0,기타동,ㄱ,10.08585078,58,49
48250,5,84.9848,13,42700,1,기타동,ㅇ,10.66197762,60,58
11680,11,63.87,1,104000,1,기타동,ㅎ,11.55215579,55,17
31170,8,53.84,9,10800,0,화정동,ㄷ,9.287394001,59,31
46130,10,84.79,15,15300,0,기타동,ㅇ,9.635673465,59,29
26380,10,106.064,2,28500,1,다대동,ㄷ,10.25769445,56,47
26380,3,79.36,10,38000,1,기타동,ㄱ,10.54536775,59,56
47113,1,72.44,6,12700,0,기타동,ㅎ,9.44943601,63,32
26230,5,107.63,7,36200,1,기타동,ㅆ,10.49684202,55,47
46230,3,84.9875,8,19900,0,기타동,ㄱ,9.898525261,60,51
41271,3,83.52,15,60800,1,기타동,ㅈ,11.01536152,62,25
41271,2,77.84,10,22700,0,기타동,ㅎ,10.03016426,60,30
41390,3,59.98,18,21500,0,기타동,ㅅ,9.975854725,60,37
36110,4,104.9044,8,20000,0,기타동,ㅅ,9.903537551,55,46
26710,6,59.85,2,15500,0,기타동,ㅎ,9.648659817,57,35
42190,6,39.72,5,3500,0,기타동,ㅈ,8.160803921,56,25
27710,3,84.9962,9,34400,1,기타동,ㅇ,10.44584091,61,57
41310,10,60,4,26900,1,인창동,ㅇ,10.19991874,55,39
44131,4,39.27,13,7080,0,신방동,ㅊ,8.86517042,58,38
41190,3,84.96,16,36350,1,송내동,ㅈ,10.50097699,55,48
41390,10,48.45,9,16650,0,정왕동,ㅊ,9.720225554,56,39
11230,9,59.93,6,57500,1,기타동,ㅈ,10.95955762,59,40
41190,6,84.87,11,63400,1,상동,ㅎ,11.05723491,60,42
41281,5,50,7,25900,1,화정동,ㅂ,10.16203686,59,35
11530,5,84.99,16,49800,1,개봉동,ㅎ,10.81579034,57,41
11470,5,84.97,5,46000,1,신정동,S,10.73641841,55,48
26470,6,32.38,8,11550,0,연산동,ㅇ,9.354527292,55,54
28200,7,52.23,3,10000,0,간석동,ㅇ,9.210440367,58,21
26710,3,59.38,8,9600,0,기타동,ㅂ,9.169622539,59,32
27230,3,24.8957,4,9700,0,동천동,ㄷ,9.179984252,61,42
11680,8,33.18,6,74500,1,기타동,ㅅ,11.21856783,58,32
41465,5,134.859,12,68356,1,성복동,ㅂ,11.13249925,55,50
46130,11,39.39,1,7300,0,기타동,ㄱ,8.895766604,62,31
45130,12,59.9958,7,15800,0,기타동,ㅅ,9.667828508,59,51
44200,2,55.45,3,8300,0,기타동,ㅎ,9.024131268,55,39
41133,3,84.86,10,95000,1,기타동,ㅅ,11.4616427,62,52
41281,9,39.99,11,17000,0,행신동,ㅎ,9.741027445,58,37
43770,8,48.664,13,7500,0,기타동,ㅅ,8.922791624,55,44
28237,7,84.07,14,42300,1,삼산동,ㅅ,10.65256601,56,44
44230,5,84.999,2,16500,0,반월동,ㅅ,9.711176264,62,53
41273,4,59.8411,14,21900,0,신길동,ㅇ,9.994287577,60,45
30140,6,55.8,4,21650,0,기타동,ㅈ,9.982806922,59,23
44200,6,84.925,9,30500,1,배방읍 공수리,ㅂ,10.32551475,60,58
27140,1,60.058,11,22800,0,신천동,ㄷ,10.03455967,57,47
26290,10,84.9676,21,33900,1,기타동,ㅁ,10.43119979,55,46
46230,4,58.95,2,3500,0,기타동,ㅂ,8.160803921,60,27
41220,9,45.08,4,12500,0,기타동,ㅊ,9.43356392,62,37
41465,10,129.3796,6,49700,1,성복동,ㅂ,10.81378033,58,47
48330,11,49.53,11,13000,0,기타동,ㅇ,9.472781557,59,40
11290,1,80.32,4,30500,1,기타동,ㅅ,10.32551475,56,46
11320,4,68.69,2,17000,0,기타동,ㅂ,9.741027445,55,21
45111,10,52.37,3,10400,0,기타동,ㅈ,9.249657234,55,24
41480,9,84.99,2,25500,1,기타동,ㅅ,10.14647295,56,47
