전용면적,층,연도1,건축년도1,지역코드_2자리_11,지역코드_2자리_26,지역코드_2자리_27,지역코드_2자리_28,지역코드_2자리_41,지역코드_2자리_43,지역코드_2자리_44,지역코드_2자리_45,지역코드_2자리_46,지역코드_2자리_47,법정동1_기타동,거래금액1,
48.45,3,59,40,0,0,0,0,0,0,0,0,0,0,1,9.121618442,
101.9326,11,59,47,0,0,0,0,0,0,0,0,0,0,0,10.59415667,
84.85,8,55,32,1,0,0,0,0,0,0,0,0,0,1,10.47166657,
148.612,8,60,51,0,0,0,1,0,0,0,0,0,0,0,11.43497473,
51.32,4,55,35,0,0,0,0,1,0,0,0,0,0,1,10.43414521,
84.54,18,60,33,0,0,0,0,0,0,0,0,0,0,1,9.998843186,
26.94,8,57,42,0,0,0,0,1,0,0,0,0,0,1,9.1902397,
59.08,4,59,39,1,0,0,0,0,0,0,0,0,0,0,10.83960052,
59.06,9,60,44,0,0,0,0,1,0,0,0,0,0,0,9.830970622,
37.67,13,60,34,0,0,0,0,0,0,0,0,0,1,1,8.476579509,
59.7614,23,60,51,0,0,0,0,1,0,0,0,0,0,0,10.35777457,
110.51,3,58,45,1,0,0,0,0,0,0,0,0,0,1,11.32660793,
90.15,4,57,33,0,0,0,0,1,0,0,0,0,0,0,10.62135174,
114.87,2,58,47,0,0,0,1,0,0,0,0,0,0,0,10.45452378,
84.916,21,63,60,0,0,0,1,0,0,0,0,0,0,0,11.3504183,
65.79,11,55,20,0,0,1,0,0,0,0,0,0,0,1,9.781376414,
84.9862,3,63,43,0,0,0,0,1,0,0,0,0,0,1,9.898525261,
84.48,6,56,44,0,0,0,0,1,0,0,0,0,0,0,10.22197765,
81.832,20,58,57,0,0,0,0,1,0,0,0,0,0,0,10.47731614,
27.716,8,56,56,0,1,0,0,0,0,0,0,0,0,1,9.401043373,
84.5289,18,60,53,0,0,0,0,0,0,0,0,0,0,1,10.2399955,
84.9941,4,58,56,0,0,0,0,1,0,0,0,0,0,1,10.64067554,
132,1,56,39,0,0,0,0,0,0,0,0,0,0,1,10.30898599,
107.986,10,60,45,0,0,0,0,1,0,0,0,0,0,1,11.39640288,
59.97,8,60,33,0,0,0,0,0,0,0,0,0,1,1,8.929435284,
84.8152,1,60,54,0,0,0,0,1,0,0,0,0,0,0,10.38902614,
84.92,16,58,44,0,0,0,0,1,0,0,0,0,0,0,10.99877766,
59.965,5,60,26,0,0,1,0,0,0,0,0,0,0,1,9.615872145,
59.88,18,59,39,0,0,0,0,1,0,0,0,0,0,0,9.852246888,
31.05,3,58,37,0,0,0,0,0,1,0,0,0,0,1,8.006700845,
59.9383,5,58,54,0,0,0,0,0,0,0,0,0,0,1,10.36725301,
49.86,7,56,36,0,0,0,0,0,0,0,0,0,0,1,9.116139577,
84.89,10,59,55,0,0,0,0,0,0,0,0,0,0,0,10.22197765,
77.04,15,58,39,0,1,0,0,0,0,0,0,0,0,1,10.27508559,
49.94,7,59,30,0,0,0,0,1,0,0,0,0,0,0,10.54536775,
44.69,2,60,33,0,0,0,0,0,0,0,0,0,1,1,8.585038738,
49.98,5,61,36,0,0,0,0,1,0,0,0,0,0,1,9.350189267,
59.96,19,59,40,1,0,0,0,0,0,0,0,0,0,1,11.22525673,
160.63,15,57,48,1,0,0,0,0,0,0,0,0,0,1,11.51293546,
60,8,58,36,0,0,0,0,0,1,0,0,0,0,1,9.116139577,
151.397,14,58,34,0,0,0,0,1,0,0,0,0,0,0,10.8911869,
68.36,3,56,34,0,0,0,1,0,0,0,0,0,0,0,10.10442639,
73.1143,16,59,53,0,0,0,0,0,0,0,0,0,0,0,10.14647295,
59.64,21,59,37,0,1,0,0,0,0,0,0,0,0,1,9.867912187,
74.86,11,57,42,0,0,0,0,0,0,0,0,1,0,1,9.348013177,
59.99,6,56,37,0,0,0,0,0,0,0,0,1,0,0,9.024131268,
84.9683,18,59,49,0,0,0,0,0,0,0,0,0,0,1,10.56362072,
59.91,3,56,39,0,0,1,0,0,0,0,0,0,0,0,9.908524844,
73.56,18,56,39,0,0,0,0,0,0,0,0,0,0,1,10.05195066,
40.995,1,59,27,0,0,1,0,0,0,0,0,0,0,1,9.127067453,
37.388,12,55,35,0,0,0,0,0,0,0,0,1,0,0,8.220133957,
84.4337,10,56,46,0,0,0,0,1,0,0,0,0,0,1,10.05195066,
109.4143,13,56,54,0,0,0,0,0,0,0,0,0,0,0,10.67361892,
59.982,13,55,41,0,0,0,0,0,0,0,0,0,0,0,9.937937287,
84.9382,12,55,50,0,0,0,0,0,0,0,0,0,0,0,10.30898599,
59.07,10,56,47,0,0,0,0,1,0,0,0,0,0,0,10.37352243,
84.57,19,55,33,0,0,0,0,1,0,0,0,0,0,1,10.54273278,
93.01,4,59,41,0,0,0,0,1,0,0,0,0,0,1,9.89348772,
52.38,4,60,28,0,0,0,1,0,0,0,0,0,0,1,9.792611856,
84.8415,2,60,42,0,0,0,0,1,0,0,0,0,0,1,9.720225554,
100.625,16,57,49,0,0,0,0,1,0,0,0,0,0,0,10.63828039,
129.21,11,57,46,0,0,0,0,0,1,0,0,0,0,1,10.24356044,
127.3467,2,55,47,0,0,1,0,0,0,0,0,0,0,1,10.91146372,
84.99,15,55,47,0,0,0,0,1,0,0,0,0,0,1,10.59665973,
65.08,14,59,59,0,0,0,0,1,0,0,0,0,0,0,10.40429314,
59.96,2,63,32,0,0,0,0,0,0,0,0,0,0,1,8.824824939,
83.164,11,56,44,0,0,0,0,0,0,0,0,0,0,1,10.56985432,
84.98,5,60,58,0,0,0,0,0,0,0,1,0,0,0,10.44874359,
49.85,8,62,40,0,0,0,0,0,1,0,0,0,0,1,9.34145635,
134.52,7,60,39,0,0,0,0,1,0,0,0,0,0,1,10.70326694,
84.814,9,58,50,0,0,0,0,0,0,0,0,0,1,1,9.994287577,
66.38,2,59,19,0,0,1,0,0,0,0,0,0,0,1,9.942756341,
59.6,16,60,50,1,0,0,0,0,0,0,0,0,0,0,11.23190118,
75.88,14,56,31,0,0,0,0,1,0,0,0,0,0,0,9.809231817,
106.71,9,59,20,1,0,0,0,0,0,0,0,0,0,1,12.32386013,
84.97,15,55,32,0,0,0,0,0,0,0,0,0,0,1,9.711176264,
84.8916,1,58,50,0,0,0,0,0,0,0,0,1,0,0,9.635673465,
59.89,2,56,39,0,0,0,0,0,0,0,0,0,0,0,9.539716059,
84.986,10,60,50,0,1,0,0,0,0,0,0,0,0,1,10.65728288,
84.87,5,59,38,0,0,0,0,0,0,0,0,1,0,0,9.532496332,
84.999,16,60,52,0,0,0,0,1,0,0,0,0,0,0,10.46027076,
84.4,6,60,49,1,0,0,0,0,0,0,0,0,0,0,11.19822842,
84.78,7,62,34,0,0,0,0,0,1,0,0,0,0,0,9.942756341,
47.25,13,62,33,0,0,1,0,0,0,0,0,0,0,0,9.525224102,
84.8114,19,55,47,0,0,0,1,0,0,0,0,0,0,0,10.41933057,
59.99,5,57,36,0,0,0,0,0,0,0,0,0,1,0,9.642187721,
59.99,9,60,38,0,0,0,0,0,0,0,0,0,0,1,9.35884658,
75.09,6,55,54,0,1,0,0,0,0,0,0,0,0,1,10.05195066,
84.978,2,62,45,1,0,0,0,0,0,0,0,0,0,1,11.76369197,
114.84,14,58,44,1,0,0,0,0,0,0,0,0,0,0,10.76850604,
49.77,19,57,32,0,0,0,0,0,0,0,0,0,0,1,9.071193241,
100.994,1,55,44,0,0,0,0,1,0,0,0,0,0,0,10.40429314,
38.64,15,55,33,0,0,0,0,0,0,0,0,0,0,1,8.867990898,
16.01,15,55,55,1,0,0,0,0,0,0,0,0,0,1,9.650206907,
59.96,6,59,32,0,0,0,0,0,0,0,0,0,0,1,8.974744613,
59.06,1,57,44,0,0,0,0,1,0,0,0,0,0,0,9.888424675,
19.2584,5,62,55,0,0,0,0,0,0,0,0,0,0,0,8.853808275,
124.0861,14,60,45,0,0,0,0,1,0,0,0,0,0,0,10.37352243,
59.715,11,60,34,0,0,0,1,0,0,0,0,0,0,0,9.923339198,
61.98,10,60,19,0,1,0,0,0,0,0,0,0,0,0,10.44874359,
84.78,3,55,28,0,0,0,0,0,0,0,0,0,0,0,10.67593101,
54.9,4,58,29,0,0,0,0,1,0,0,0,0,0,1,9.735128071,
84.9822,2,56,50,0,0,0,0,0,0,0,0,0,1,1,9.928228944,
84.43,2,57,54,0,0,0,0,0,1,0,0,0,0,1,10.41933057,
59.56,4,55,38,0,0,0,0,1,0,0,0,0,0,0,9.738082108,
84.92,5,56,50,0,0,0,0,1,0,0,0,0,0,1,10.1266711,
84.94,8,55,42,0,1,0,0,0,0,0,0,0,0,1,10.09000861,
59.946,20,55,40,0,1,0,0,0,0,0,0,0,0,0,9.87307989,
84.96,11,63,36,0,0,0,0,1,0,0,0,0,0,0,10.89675784,
59.64,15,62,39,0,0,0,0,0,0,0,0,0,1,1,9.005895898,
49.87,4,55,30,0,1,0,0,0,0,0,0,0,0,0,9.012011377,
84.96,4,59,33,0,0,0,0,0,0,1,0,0,0,1,9.01079127,
75.8566,5,58,57,0,0,0,0,0,0,0,0,0,0,0,10.29217944,
59.99,5,60,37,0,0,1,0,0,0,0,0,0,0,1,9.830970622,
84.44,19,58,49,0,0,0,0,1,0,0,0,0,0,0,11.23850178,
84.9249,2,59,39,0,0,0,0,1,0,0,0,0,0,1,9.648659817,
58.71,4,58,34,0,0,0,0,1,0,0,0,0,0,0,10.18115717,
98.5171,18,62,59,0,0,0,0,0,0,0,1,0,0,0,10.98021204,
84.965,12,63,46,0,1,0,0,0,0,0,0,0,0,0,10.59665973,
84.95,7,62,50,0,0,0,0,0,0,0,0,0,0,0,10.36410351,
51.59,20,59,33,0,0,0,0,1,0,0,0,0,0,0,10.03893586,
59.8841,10,58,57,0,0,0,0,0,1,0,0,0,0,1,9.749928364,
101.4,5,56,49,0,1,0,0,0,0,0,0,0,0,0,10.43119979,
84.933,28,60,59,0,0,0,0,0,1,0,0,0,0,1,10.30898599,
46.05,14,59,34,0,0,0,0,1,0,0,0,0,0,0,9.375939553,
115.26,8,58,33,1,0,0,0,0,0,0,0,0,0,0,11.17746671,
59.9618,6,58,42,0,0,0,0,0,0,0,0,0,0,1,9.1378772,
69.87,15,55,52,0,0,0,0,1,0,0,0,0,0,1,9.89348772,
76.434,5,55,52,0,0,0,0,0,0,0,0,0,1,1,9.661479684,
84.98,13,57,41,0,1,0,0,0,0,0,0,0,0,0,10.66197762,
84.59,15,63,45,0,0,0,1,0,0,0,0,0,0,1,10.43414521,
31.32,4,63,41,1,0,0,0,0,0,0,0,0,0,0,10.39516094,
84.97,3,60,56,1,0,0,0,0,0,0,0,0,0,0,12.61154109,
117.76,1,56,33,0,0,0,0,0,0,0,0,0,0,0,10.54536775,
17.9208,4,59,54,0,0,0,0,0,0,0,0,0,0,0,8.875007486,
84.78,1,55,36,0,0,0,0,0,0,0,0,1,0,0,9.50308461,
52.88,9,57,43,0,0,0,0,1,0,0,0,0,0,1,10.25769445,
84.69,6,57,45,0,0,0,0,0,0,0,0,0,0,1,9.024131268,
59.9888,6,55,44,0,0,0,0,0,0,0,0,0,0,1,9.933094897,
59.67,12,59,49,0,0,0,0,1,0,0,0,0,0,0,11.23850178,
59.4,5,57,35,1,0,0,0,0,0,0,0,0,0,0,10.18115717,
59.3721,14,59,57,0,0,0,0,0,0,1,0,0,0,1,10.08585078,
84.96,11,55,31,0,0,0,0,0,0,0,0,0,0,0,9.472781557,
101.853,3,63,47,0,0,0,0,0,0,0,1,0,0,1,10.77897712,
59.92,9,62,28,0,0,0,0,0,0,0,0,0,0,1,9.903537551,
59.99,25,59,56,0,0,0,0,0,0,0,0,0,0,0,10.58408127,
37.92,5,56,30,0,0,0,0,0,0,0,0,0,0,1,8.243019469,
34.4983,13,63,53,0,0,0,0,0,0,0,0,0,0,1,9.08262063,
134.825,1,59,50,0,0,0,0,1,0,0,0,0,0,0,10.87238971,
108.3993,2,59,54,0,0,0,0,0,0,0,0,0,0,1,10.66897865,
133.89,5,59,32,0,0,0,0,1,0,0,0,0,0,1,11.50792297,
84.98,18,57,56,0,0,0,0,0,0,0,0,0,0,0,10.53212288,
59.796,15,58,36,0,0,0,0,0,0,1,0,0,0,0,9.539716059,
104.38,9,60,33,0,0,0,0,1,0,0,0,0,0,1,9.532496332,
142.93,4,59,41,1,0,0,0,0,0,0,0,0,0,0,11.69525536,
38.2825,9,56,55,0,0,0,0,0,0,0,0,0,0,0,9.382274836,
135.99,3,60,28,1,0,0,0,0,0,0,0,0,0,1,12.32386013,
82.71,1,59,33,0,0,0,0,0,0,0,0,1,0,0,9.159152335,
84.94,4,57,48,1,0,0,0,0,0,0,0,0,0,0,10.35140532,
84.8906,1,56,42,0,0,0,0,1,0,0,0,0,0,1,9.852246888,
84.9919,11,59,48,0,0,0,0,0,0,0,0,0,0,1,10.14254382,
84.96,18,55,37,0,0,0,0,1,0,0,0,0,0,0,10.16203686,
84.9828,11,59,58,0,0,0,0,1,0,0,0,0,0,1,10.16589028,
49.14,12,55,32,0,0,0,0,0,0,0,0,0,0,1,9.127067453,
84.972,10,62,49,0,0,0,0,1,0,0,0,0,0,0,10.64544871,
84.903,10,55,46,0,0,0,0,1,0,0,0,0,0,0,10.34177474,
84.92,18,59,37,0,0,1,0,0,0,0,0,0,0,1,10.76850604,
59.96,4,60,28,0,0,0,0,0,0,0,0,0,0,1,10.33530244,
59.748,4,58,46,0,0,0,0,0,0,0,0,0,0,1,9.798182591,
99.936,6,61,42,0,0,0,0,1,0,0,0,0,0,1,10.62135174,
59.87,13,60,39,0,0,0,0,1,0,0,0,0,0,1,9.465060107,
52.57,12,59,58,1,0,0,0,0,0,0,0,0,0,1,10.96648993,
59.91,10,62,38,0,0,0,0,0,0,1,0,0,0,1,9.588845299,
73.8171,19,62,58,0,0,0,0,1,0,0,0,0,0,1,10.7472291,
84.99,14,56,30,0,0,0,0,0,0,0,0,0,0,1,10.25769445,
84.91,13,55,38,0,0,0,0,0,0,0,0,0,0,1,10.01014223,
84.9,2,55,47,0,0,0,0,1,0,0,0,0,0,0,10.55843949,
124.816,37,59,50,0,0,0,0,0,1,0,0,0,0,0,10.83960052,
84.772,13,58,39,0,0,0,0,1,0,0,0,0,0,1,10.37352243,
84.9964,5,60,56,0,0,0,0,1,0,0,0,0,0,1,10.21833479,
84.9598,13,57,57,0,0,1,0,0,0,0,0,0,0,1,9.997251082,
72.72,12,59,42,0,0,0,0,1,0,0,0,0,0,0,9.720225554,
67.4686,23,63,54,0,0,0,0,0,0,0,0,0,0,1,10.59665973,
84.87,9,58,36,0,0,1,0,0,0,0,0,0,0,0,10.18493775,
59.61,15,55,46,0,0,0,1,0,0,0,0,0,0,1,10.02131503,
84.87,3,59,53,0,0,0,0,0,0,0,0,1,0,1,9.457278572,
84.99,8,60,50,0,0,0,0,0,0,0,0,0,1,0,10.16589028,
84.87,15,56,32,0,0,0,0,0,0,0,0,1,0,0,9.024131268,
101.52,15,56,48,0,0,0,0,1,0,0,0,0,0,0,10.66897865,
99.42,4,57,33,0,0,0,0,0,0,1,0,0,0,1,8.648396877,
84.86,5,57,35,0,0,0,0,0,0,0,0,0,0,0,9.857495969,
60,7,59,32,0,0,0,0,0,0,0,0,1,0,1,8.216358332,
84.996,1,56,36,0,0,0,0,0,0,0,0,0,0,1,9.798182591,
45.18,3,62,27,0,0,0,1,0,0,0,0,0,0,0,9.532496332,
84.94,10,59,31,0,0,0,0,0,0,0,1,0,0,1,9.615872145,
59.97,7,55,52,1,0,0,0,0,0,0,0,0,0,1,10.64544871,
59.946,15,60,38,0,0,0,0,0,0,0,0,0,0,0,9.532496332,
84.99,3,57,42,0,1,0,0,0,0,0,0,0,0,0,10.2399955,
126.18,4,55,24,0,0,0,0,0,0,0,0,0,0,1,9.615872145,
39.61,6,60,31,0,0,0,0,1,0,0,0,0,0,1,8.612685173,
144.2979,9,60,51,0,0,1,0,0,0,0,0,0,0,1,11.01041517,
84.3652,12,57,49,0,0,1,0,0,0,0,0,0,0,1,10.60660982,
72.42,5,57,20,0,0,0,0,0,0,0,0,0,0,1,9.667828508,
76.1615,15,63,57,0,0,0,0,0,0,0,0,0,0,1,10.44292979,
59.97,13,60,56,0,0,0,0,1,0,0,0,0,0,1,10.95955762,
84.9819,14,59,56,0,0,0,0,0,0,0,0,0,0,1,10.39821428,
59.99,4,55,38,0,0,0,0,1,0,0,0,0,0,0,10.08585078,
75.533,5,55,42,1,0,0,0,0,0,0,0,0,0,1,9.971192929,
77.81,12,60,58,0,1,0,0,0,0,0,0,0,0,0,10.58660965,
61.2,6,62,26,0,0,0,0,0,0,0,0,0,0,1,9.711176264,
84.91,10,59,34,0,0,0,0,0,0,0,0,0,0,0,10.1266711,
59.85,1,55,42,0,0,0,0,0,0,0,0,0,0,1,9.25922577,
59.9,15,60,41,0,0,0,0,0,1,0,0,0,0,0,9.595670798,
84.74,9,58,40,1,0,0,0,0,0,0,0,0,0,1,11.3794055,
59.92,18,57,42,0,1,0,0,0,0,0,0,0,0,0,10.32551475,
59.9576,9,59,53,0,0,0,0,0,0,0,0,1,0,1,9.705097588,
84.92,4,59,54,1,0,0,0,0,0,0,0,0,0,1,11.67249856,
59.99,8,56,41,0,0,0,0,1,0,0,0,0,0,1,10.07748288,
59.966,19,62,49,0,0,0,0,0,0,1,0,0,0,1,10.22197765,
84.89,3,55,30,0,0,0,0,0,0,0,0,0,0,0,9.581972892,
59.94,2,59,39,0,0,0,0,0,0,0,0,1,0,0,9.413362845,
84.96,18,57,47,0,0,0,0,1,0,0,0,0,0,0,10.52409092,
144.65,10,58,39,0,0,0,1,0,0,0,0,0,0,1,10.41933057,
59.75,12,55,44,1,0,0,0,0,0,0,0,0,0,0,10.5662013,
84.82,5,56,36,1,0,0,0,0,0,0,0,0,0,0,10.65374731,
74.9719,22,59,59,0,0,0,0,0,0,0,0,0,1,0,10.02928285,
84.8379,4,56,52,0,0,0,0,0,0,1,0,0,0,1,10.06479825,
125.582,15,58,42,0,0,0,0,1,0,0,0,0,0,0,10.91510665,
49.32,2,62,29,0,0,0,0,0,0,0,1,0,0,0,9.159152335,
84.654,6,59,46,0,0,0,0,0,0,0,0,0,0,1,10.32551475,
84.9746,7,60,54,0,0,0,0,0,1,0,0,0,0,1,10.44874359,
84.67,11,59,42,0,0,0,0,0,0,0,0,0,0,0,10.04329297,
72.8,12,60,54,0,0,0,0,0,0,0,0,0,0,1,9.878221025,
84.9959,1,60,57,0,0,0,0,0,0,1,0,0,0,0,10.20362918,
84.98,4,56,35,0,0,0,0,1,0,0,0,0,0,1,9.758519582,
59.81,19,59,42,0,0,0,0,1,0,0,0,0,0,1,9.966509299,
71.7,2,59,36,0,0,0,0,1,0,0,0,0,0,0,10.21100902,
114.99,11,55,43,1,0,0,0,0,0,0,0,0,0,0,10.87333801,
135,22,55,37,1,0,0,0,0,0,0,0,0,0,0,10.80974815,
99.4501,31,59,54,0,0,0,0,0,0,1,0,0,0,1,10.37352243,
84.95,17,56,53,0,0,0,0,0,0,0,0,0,0,1,10.27508559,
59.89,6,59,39,0,0,0,0,0,0,0,0,0,0,0,9.615872145,
59.6,6,57,32,1,0,0,0,0,0,0,0,0,0,0,10.04329297,
72.78,1,62,31,0,0,0,0,0,0,1,0,0,0,1,8.682877107,
59.88,6,62,30,0,0,0,0,0,1,0,0,0,0,1,9.465060107,
84.8894,14,62,45,0,0,0,0,0,1,0,0,0,0,0,10.41334271,
84.972,15,58,46,0,0,0,0,0,0,1,0,0,0,0,9.928228944,
59.9937,6,60,60,0,0,0,0,0,0,0,0,1,0,1,9.798182591,
76.3667,11,55,55,0,0,1,0,0,0,0,0,0,0,1,10.29556342,
39.53,14,55,32,1,0,0,0,0,0,0,0,0,0,1,10.81979828,
84.8407,17,63,57,0,0,0,0,0,0,0,0,0,1,1,10.3056472,
100.7689,21,60,57,0,0,0,0,0,0,0,0,0,0,1,10.64544871,
38.64,11,60,33,0,0,0,0,0,0,0,0,0,0,1,8.810012048,
84.9891,25,63,59,0,0,0,0,0,0,0,0,1,0,1,10.69196764,
84.9885,9,61,53,0,0,0,0,0,0,0,0,0,0,1,10.29217944,
58.978,8,59,56,0,0,0,0,1,0,0,0,0,0,1,10.2399955,
49.93,8,59,41,0,0,0,0,0,1,0,0,0,0,0,9.25922577,
59.49,1,55,30,0,0,0,0,0,0,0,0,0,1,0,8.895766604,
84.9925,15,55,51,0,0,0,0,0,0,0,0,0,0,0,10.11863925,
59.77,15,59,54,0,0,0,0,1,0,0,0,0,0,1,10.37352243,
84.79,9,59,39,0,0,0,0,0,0,0,1,0,0,1,9.852246888,
77.64,4,55,38,0,0,0,0,1,0,0,0,0,0,0,10.18493775,
75.57,20,56,42,0,1,0,0,0,0,0,0,0,0,0,10.34177474,
101.81,25,57,44,1,0,0,0,0,0,0,0,0,0,0,11.71994776,
84.41,8,55,31,0,0,0,0,0,0,0,0,0,0,1,9.717218213,
114.48,18,57,41,1,0,0,0,0,0,0,0,0,0,1,11.30837057,
39.84,13,57,38,0,0,0,1,0,0,0,0,0,0,1,9.711176264,
89.01,25,60,58,0,0,0,0,1,0,0,0,0,0,0,11.06665399,
84.92,3,55,45,0,0,0,0,1,0,0,0,0,0,1,10.14647295,
84.73,10,60,41,0,0,0,0,1,0,0,0,0,0,0,10.23641781,
84.7,22,55,49,1,0,0,0,0,0,0,0,0,0,1,10.82974842,
84.87,18,58,47,0,0,0,0,0,0,0,1,0,0,0,10.08585078,
84.97,7,60,46,0,0,0,0,0,0,0,0,0,0,1,10.44874359,
84.903,16,58,44,0,0,0,0,0,0,0,0,0,0,1,10.15816853,
72.97,6,56,30,0,0,0,0,1,0,0,0,0,0,1,9.937937287,
56.2827,7,60,40,0,0,0,0,0,0,0,0,1,0,1,8.96200721,
84.7132,16,63,44,0,0,1,0,0,0,0,0,0,0,1,10.59665973,
136.039,7,59,48,0,0,0,0,0,0,0,0,0,0,0,11.14909642,
145.933,14,63,47,0,0,0,0,0,0,1,0,0,0,0,10.68053921,
59.215,8,55,42,0,0,0,0,1,0,0,0,0,0,0,9.392745259,
84.943,12,56,45,0,0,0,0,0,0,1,0,0,0,1,9.878221025,
84.87,15,58,39,0,0,0,0,0,0,0,0,0,0,1,9.770013301,
84.9675,5,60,58,0,0,0,0,0,0,0,0,0,0,1,11.17886432,
59.98,24,57,40,0,0,0,0,0,0,0,0,0,0,1,9.781376414,
60,1,62,36,0,0,0,0,0,1,0,0,0,0,1,9.44943601,
59.99,8,59,57,1,0,0,0,0,0,0,0,0,0,1,11.34570137,
59.91,5,60,47,0,0,0,0,1,0,0,0,0,0,0,10.89675784,
58.09,3,58,44,0,0,0,0,1,0,0,0,0,0,1,10.58408127,
50.25,1,59,28,0,0,0,0,0,0,0,0,0,0,1,9.43356392,
84.9641,15,60,42,0,0,0,0,1,0,0,0,0,0,0,11.07907631,
115.86,19,59,40,0,0,0,0,1,0,0,0,0,0,0,10.57134257,
84.8989,15,60,59,0,0,0,0,1,0,0,0,0,0,1,10.39209824,
84.74,2,57,42,0,0,0,0,0,0,0,0,0,1,1,9.323758339,
84.9959,4,60,44,0,0,0,0,1,0,0,0,0,0,0,10.66897865,
59.985,11,56,35,0,0,1,0,0,0,0,0,0,0,1,9.698981735,
151.659,12,59,48,0,0,0,0,0,0,0,0,0,0,1,10.30898599,
59.96,1,63,39,1,0,0,0,0,0,0,0,0,0,1,11.11246282,
59.55,18,62,40,0,0,0,0,0,0,0,0,0,0,0,9.798182591,
59.25,15,60,37,1,0,0,0,0,0,0,0,0,0,1,10.85901823,
84.8296,13,59,44,0,0,0,0,1,0,0,0,0,0,1,10.06479825,
84.94,8,61,45,0,0,0,0,0,1,0,0,0,0,0,10.1266711,
48.84,2,62,35,0,0,0,0,1,0,0,0,0,0,0,9.952325335,
104.69,15,56,45,1,0,0,0,0,0,0,0,0,0,1,11.30837057,
59.26,1,62,33,0,0,0,0,0,0,1,0,0,0,1,9.047939083,
59.914,4,56,36,0,0,0,0,0,0,0,0,0,0,1,9.615872145,
84.8387,6,60,49,0,0,0,0,0,0,0,0,0,0,1,10.08585078,
40.5,13,56,36,0,1,0,0,0,0,0,0,0,0,0,9.417435839,
116.965,2,56,25,1,0,0,0,0,0,0,0,0,0,1,10.83960052,
39.72,3,60,26,0,0,0,0,0,1,0,0,0,0,0,8.888894669,
29.725,8,58,54,0,0,0,0,0,0,0,0,1,0,1,9.1902397,
84.9357,9,60,44,0,1,0,0,0,0,0,0,0,0,1,10.54536775,
58.32,7,60,37,0,0,0,0,0,0,1,0,0,0,1,8.888894669,
59.958,10,58,53,0,0,0,0,1,0,0,0,0,0,1,10.37039264,
59.96,3,63,42,0,0,0,0,0,0,0,0,0,1,1,9.08262063,
84.72,14,57,47,0,0,0,0,1,0,0,0,0,0,0,10.32551475,
59.69,5,60,36,0,0,0,0,0,0,0,1,0,0,1,8.318986125,
128.07,3,60,34,0,0,0,0,1,0,0,0,0,0,0,11.00211651,
59.635,3,57,41,0,0,0,0,1,0,0,0,0,0,0,9.735128071,
59.88,11,55,37,0,0,0,0,1,0,0,0,0,0,1,9.595670798,
134.97,9,58,35,0,0,0,0,1,0,0,0,0,0,0,10.66897865,
59.88,15,57,39,0,0,0,0,1,0,0,0,0,0,1,9.833655043,
84.96,7,57,40,1,0,0,0,0,0,0,0,0,0,0,10.66431675,
54.01,17,58,46,0,0,0,0,1,0,0,0,0,0,1,10.01686088,
49.59,4,62,33,0,0,0,0,0,0,1,0,0,0,1,8.131824785,
59.76,4,58,38,0,0,0,0,0,0,0,0,1,0,0,9.169622539,
84.5257,11,56,40,0,0,0,0,0,0,0,0,0,0,1,10.49130199,
100.8892,8,60,47,0,0,0,0,0,0,0,0,0,0,0,10.5213992,
118.5592,19,63,52,0,0,0,0,1,0,0,0,0,0,0,11.01864554,
59.93,18,60,36,0,0,0,0,1,0,0,0,0,0,0,10.59665973,
63.23,6,60,59,0,1,0,0,0,0,0,0,0,0,1,10.18870409,
84.976,14,59,43,1,0,0,0,0,0,0,0,0,0,0,11.1676284,
123.1339,4,56,50,0,0,0,0,1,0,0,0,0,0,1,10.64544871,
49.86,11,56,33,0,0,0,0,0,0,0,0,0,0,0,9.323758339,
59.97,14,59,34,0,0,0,0,0,0,0,1,0,0,1,8.987321813,
41.85,3,62,33,0,0,0,0,0,0,0,0,1,0,0,8.732465848,
59.4,8,63,34,0,0,0,0,1,0,0,0,0,0,1,9.546884035,
59.62,5,56,38,0,0,0,0,1,0,0,0,0,0,0,9.852246888,
41.3,9,57,32,0,0,0,1,0,0,0,0,0,0,1,9.642187721,
39.6,12,58,35,1,0,0,0,0,0,0,0,0,0,0,10.04242307,
59.985,3,59,40,0,0,0,0,0,0,0,0,1,0,1,8.987321813,
59.87,5,60,37,1,0,0,0,0,0,0,0,0,0,0,11.27086664,
83.4986,3,59,53,0,0,0,0,0,0,1,0,0,0,1,10.13662104,
84.789,2,60,43,1,0,0,0,0,0,0,0,0,0,1,11.45742333,
59.97,2,58,37,0,0,0,0,0,0,0,0,0,0,1,9.752722801,
72.01,6,61,41,1,0,0,0,0,0,0,0,0,0,0,10.79959599,
84.63,23,60,40,1,0,0,0,0,0,0,0,0,0,1,11.51293546,
84.899,3,60,47,0,0,0,0,1,0,0,0,0,0,0,10.21833479,
59.76,2,62,39,0,0,0,0,0,0,1,0,0,0,1,9.105090961,
59.965,10,60,39,0,0,0,0,1,0,0,0,0,0,1,9.809231817,
84.64,15,56,50,0,0,0,0,0,0,0,0,0,0,0,10.32878797,
81.1718,8,61,42,0,0,0,0,0,0,0,0,0,1,1,9.648659817,
116.91,15,58,29,0,0,1,0,0,0,0,0,0,0,1,10.7893397,
84.79,16,60,45,1,0,0,0,0,0,0,0,0,0,0,11.42955473,
