기준_년분기_코드,상권_구분_코드,상권_코드,서비스_업종_코드,당월_매출_금액,당월_매출_건수,주말_매출_금액,월요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_11~14_매출_금액,시간대_17~21_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,주중_매출_건수,월요일_매출_건수,일요일_매출_건수,시간대_건수~11_매출_건수,시간대_건수~21_매출_건수
20223,D,3120038,CS100002,256899056.0,9753,53111635.0,26801092.0,21073598.0,0.0,105656475.0,98072328.0,63744900.0,1110445,20607278,31238854.0,7892,1251,712,16,2808
20223,R,3130063,CS100002,73992193.0,5208,21663901.0,11181047.0,12165457.0,0.0,28690034.0,30502374.0,32842640.0,1643955,9476297,8189603.0,3869,875,728,4,2023
20223,A,3110084,CS100002,82527157.0,1851,32655290.0,4902100.0,12681518.0,0.0,11009543.0,37595756.0,31445105.0,756703,18757593,36377867.0,1211,152,237,0,748
20223,D,3120056,CS100002,810555416.0,37425,231914716.0,101964075.0,130442701.0,8133400.0,345587760.0,294416186.0,228946896.0,17359861,101872613,119974057.0,27942,4698,5081,233,12017
20223,D,3120071,CS100002,30540697.0,729,9464951.0,5540745.0,3619409.0,0.0,10707499.0,9539872.0,8035821.0,0,934766,6329220.0,489,105,122,6,210
20223,A,3110282,CS100002,64463174.0,3042,13179412.0,9526619.0,5590879.0,0.0,34938738.0,17476815.0,13958050.0,1014783,7982108,8658629.0,2340,404,332,59,762
20223,A,3110410,CS100002,40490511.0,2423,9915328.0,5383942.0,7667153.0,0.0,16134307.0,18545986.0,11314783.0,198356,2432588,6395805.0,2037,373,275,0,905
20223,R,3130139,CS100002,56453367.0,786,20754829.0,3772030.0,6758462.0,5019746.0,0.0,27085833.0,17727962.0,0,11911065,14591344.0,480,58,110,0,381
20223,D,3120079,CS100002,761222396.0,35930,257874485.0,67228177.0,118322346.0,328416.0,243028458.0,328578576.0,315268855.0,50453750,105001015,94034159.0,25533,3457,4886,89,15193
20223,A,3110732,CS100002,60276180.0,2128,9015758.0,7436055.0,3674700.0,0.0,31761307.0,15739569.0,9609371.0,114365,4255579,4882442.0,1888,327,34,10,508
20223,D,3120136,CS100002,141189224.0,8891,10486068.0,22700712.0,0.0,0.0,88385663.0,36881825.0,35586186.0,334468,15284950,33901060.0,8181,1422,0,23,2201
20223,D,3120120,CS100002,459691740.0,20734,144244830.0,71219754.0,62837969.0,3596087.0,96150087.0,234601233.0,209841994.0,20717335,99857547,91605904.0,14838,3187,2838,37,9419
20223,D,3120142,CS100002,7297887439.0,143330,2975263960.0,877899459.0,1601800009.0,750131834.0,778956087.0,2535185111.0,2715886530.0,16322322,838393632,2776953837.0,90162,18577,27823,8709,46339
20223,D,3120139,CS100002,224462679.0,6622,80062711.0,26678183.0,46305465.0,0.0,85531865.0,76477505.0,64149070.0,1270618,19285931,40625456.0,4946,804,927,89,1813
20223,A,3110654,CS100002,121251538.0,5355,47622173.0,14133363.0,28386718.0,0.0,49129609.0,45579021.0,41449925.0,80759,12050091,25109168.0,3483,640,1113,161,1748
20223,D,3120185,CS100002,1597488776.0,40690,261694434.0,224138980.0,67843094.0,128327793.0,454416522.0,525373678.0,452768949.0,2289911,300809374,423868865.0,35341,6115,1452,132,9855
20223,D,3120235,CS100002,353698606.0,11326,34642201.0,68546949.0,12163023.0,0.0,253888689.0,72080065.0,49642132.0,384793,28591598,65336544.0,10281,2180,505,0,1759
20223,D,3120242,CS100002,318972456.0,14311,92569666.0,45430789.0,49442696.0,0.0,149180936.0,110317476.0,87207513.0,0,30801143,48854788.0,10846,2063,1821,177,4533
20223,A,3111059,CS100002,166264579.0,11615,52066051.0,9118669.0,29358728.0,0.0,73466115.0,56012439.0,44864634.0,615138,15221135,28692195.0,8448,475,1840,15,3403
20223,D,3120207,CS100002,293151082.0,15902,12864492.0,47736830.0,0.0,0.0,175583068.0,85352477.0,62520989.0,508450,43182843,46846562.0,15217,2414,0,42,3155
20223,A,3111073,CS100002,102861061.0,6658,25282882.0,15721638.0,13122777.0,0.0,49040876.0,33116925.0,30903362.0,60936,7920941,20017206.0,5189,980,704,30,1965
20223,D,3120178,CS100003,4220582856.0,68637,1034180481.0,439251913.0,422737852.0,245486366.0,619336598.0,1839725324.0,1652676205.0,47770641,1429886922,1086452704.0,51649,7758,6707,11,30440
20223,D,3120184,CS100003,595085752.0,10730,37406614.0,112547155.0,11434942.0,26481587.0,284250247.0,141332466.0,53216888.0,0,26376701,65665832.0,10213,2221,170,9,1805
20223,D,3120218,CS100003,552508245.0,10393,83780503.0,66143179.0,38572159.0,0.0,293211891.0,148628651.0,112130156.0,3573411,39832838,61618077.0,8353,1426,1014,8,2712
20223,R,3130310,CS100003,124007044.0,4249,23146712.0,15300434.0,8090496.0,0.0,33532625.0,51579386.0,35316129.0,2373155,18060069,21445357.0,3282,680,461,0,1560
20223,D,3120220,CS100003,512479398.0,31668,122962518.0,59107898.0,45157891.0,0.0,210554154.0,212521407.0,220405747.0,39040572,49801142,51222579.0,22862,4010,3503,76,12971
20223,A,3110128,CS100003,21500548.0,350,6300657.0,4764056.0,2379062.0,0.0,0.0,14161647.0,4520811.0,0,919588,3340178.0,236,47,54,0,231
20223,A,3110163,CS100003,106456581.0,2365,25334619.0,12429683.0,853017.0,0.0,48024884.0,36984401.0,35936919.0,0,1404458,12438694.0,2024,256,24,0,523
20223,A,3110397,CS100003,40807934.0,2424,14318789.0,3726482.0,8266671.0,0.0,13930891.0,15917112.0,10846935.0,1296872,15031139,9345821.0,1622,230,450,9,1013
20223,A,3110428,CS100003,32016034.0,794,14961769.0,2324077.0,5905308.0,1306777.0,2348890.0,8494050.0,12761886.0,0,2462050,1621247.0,464,67,157,0,215
20223,A,3110902,CS100003,201982464.0,5635,72810208.0,3697883.0,35489123.0,0.0,78983688.0,98207311.0,84297628.0,864509,41850227,38498945.0,4029,209,749,0,2465
20223,D,3120136,CS100003,490584521.0,17392,62430049.0,64796916.0,0.0,0.0,174431271.0,230241476.0,131440826.0,2541834,76796958,102080782.0,15305,2480,0,0,7368
20223,D,3120129,CS100003,2372417935.0,74715,573398811.0,310780372.0,266271475.0,8884180.0,1027009048.0,817689369.0,748754556.0,16332772,556129474,632095823.0,63483,11016,5462,29,17675
20223,A,3110527,CS100003,54691050.0,2137,13356241.0,3422732.0,7599707.0,0.0,23186320.0,22741305.0,21118784.0,98126,6819474,7823539.0,1674,185,298,0,896
20223,D,3120100,CS100003,366988820.0,9283,148209235.0,28575813.0,63358518.0,4807931.0,44900353.0,179822776.0,163072870.0,2224251,127327555,133792402.0,5655,1051,1745,0,4153
20223,D,3120098,CS100003,1415622886.0,43899,109026355.0,223204812.0,36052238.0,7007206.0,825893741.0,363946218.0,316460175.0,1130349,165930169,241023742.0,40965,7082,1178,57,8021
20223,D,3120109,CS100003,215923721.0,5815,71135400.0,28414744.0,29780095.0,0.0,80612347.0,107840138.0,90465475.0,334897,18538495,24434620.0,4082,791,760,0,2716
20223,D,3120190,CS100003,1451462557.0,8376,245860237.0,154819347.0,52124666.0,96410148.0,146172983.0,456807948.0,369502372.0,1354145,203198203,404678431.0,7027,1194,324,0,1813
20223,R,3130202,CS100003,23915658.0,483,5449385.0,3754319.0,1021730.0,5330702.0,0.0,6104537.0,8850047.0,0,5110564,8167139.0,374,72,24,0,129
20223,A,3110657,CS100003,31014699.0,409,14456422.0,0.0,5601805.0,0.0,9880831.0,9906720.0,14888962.0,246714,10695964,11819967.0,210,0,80,5,94
20223,A,3110961,CS100003,214229371.0,5242,20046597.0,29176129.0,1894931.0,8121136.0,53018035.0,63586997.0,22674606.0,0,29135096,46164301.0,5027,751,11,56,947
20223,A,3111027,CS100003,72470691.0,1848,8875114.0,12418628.0,0.0,0.0,13916462.0,24684696.0,21719918.0,0,8973188,22371540.0,1640,292,0,0,556
20223,D,3120243,CS100003,1401832664.0,27632,385465279.0,155383964.0,114361979.0,105053478.0,167351712.0,536768342.0,510799977.0,2554798,373214146,464376979.0,20202,3374,2777,0,10100
20223,D,3120161,CS100003,95807035.0,2847,23675662.0,16758153.0,11036766.0,0.0,31012792.0,39272018.0,37735584.0,1080121,20054741,28490339.0,2060,426,444,0,1089
20223,D,3120201,CS100003,157610315.0,6139,23679987.0,17676397.0,8427773.0,41248123.0,60456596.0,14901399.0,56784004.0,0,24695430,65776368.0,5798,863,95,0,343
20223,D,3120002,CS100004,2187629566.0,39234,814814445.0,215404965.0,330469137.0,38115198.0,549949799.0,915481142.0,993244732.0,8394476,533988043,602411128.0,23655,3806,7156,18,15616
20223,D,3120014,CS100004,43078750.0,1000,0.0,8167258.0,0.0,0.0,35305365.0,5963807.0,13033055.0,224804,4276848,9672143.0,1000,141,0,0,152
20223,A,3110137,CS100004,31441764.0,2247,7221907.0,4494464.0,4142858.0,0.0,12797659.0,9454404.0,9833480.0,579350,7616464,6779403.0,1742,295,265,15,650
20223,D,3120060,CS100004,504840784.0,13298,196095746.0,71743519.0,92578691.0,0.0,236151749.0,165418977.0,222278717.0,8183203,82393015,104302834.0,9717,2066,1675,0,3399
20223,D,3120054,CS100004,24295209.0,575,5210204.0,4005822.0,2236393.0,2015959.0,5206767.0,5348533.0,8734216.0,985322,14568355,448324.0,430,91,75,24,119
20223,A,3110205,CS100004,57912654.0,4151,15678649.0,5215680.0,6123439.0,510880.0,9300787.0,30060774.0,33684145.0,519659,34845395,10321758.0,2902,422,587,0,2283
20223,D,3120078,CS100004,923890776.0,11972,401485284.0,109587036.0,200228703.0,1449864.0,241141831.0,389430879.0,446851346.0,5989446,133435830,229564144.0,7306,1443,2267,17,4562
20223,D,3120084,CS100004,324701674.0,13383,106615713.0,45135055.0,55979129.0,0.0,77318596.0,166724311.0,134075799.0,4174086,63385411,52952625.0,8931,1906,2145,0,7093
20223,D,3120176,CS100004,65399737.0,375,12648812.0,8200489.0,97486.0,2078909.0,4016371.0,14384596.0,24869919.0,0,11573308,33258779.0,294,52,7,0,91
20223,R,3130290,CS100004,351153734.0,22120,129718324.0,51738121.0,61504610.0,0.0,121144043.0,154286452.0,127956201.0,3825066,113902454,115947599.0,14528,3355,3543,0,9991
20223,D,3120157,CS100004,622828972.0,14543,266695974.0,70653107.0,131798972.0,0.0,177127188.0,267932560.0,284963632.0,4951406,132873538,184201411.0,9665,1918,2420,183,5906
20223,D,3120143,CS100004,2818842.0,108,242273.0,550564.0,0.0,0.0,986050.0,1658356.0,1794634.0,0,579637,1208334.0,102,18,0,0,60
20223,R,3130191,CS100004,764530309.0,23795,315602652.0,94899846.0,146820409.0,45980889.0,134269088.0,276504726.0,465261185.0,56136602,362114770,158498008.0,13968,2863,4503,0,8978
20223,R,3130194,CS100004,53902398.0,316,24277408.0,0.0,10406451.0,0.0,12525086.0,30726679.0,13545547.0,0,8723033,16544031.0,187,0,57,0,173
20223,A,3110562,CS100004,30814644.0,938,17945126.0,4466749.0,8550943.0,0.0,18139097.0,4539489.0,21825188.0,384805,17327736,7503972.0,420,145,248,59,135
20223,D,3120217,CS100004,50254071.0,2679,16043307.0,4889694.0,14720432.0,0.0,32295622.0,9299213.0,22544823.0,2757612,3927620,5204125.0,1873,244,715,16,624
20223,A,3110008,CS100005,500506710.0,33879,232692020.0,42942837.0,105694068.0,0.0,145648740.0,122720280.0,344588245.0,2311420,150664408,143867751.0,18681,2780,7036,2143,9187
20223,D,3120023,CS100005,1901739719.0,135433,408600180.0,273413078.0,183760313.0,275765.0,738686053.0,470095602.0,1036502981.0,11233694,482949821,484172010.0,107336,19963,13037,17705,32823
20223,D,3120039,CS100005,293465176.0,28916,71534388.0,38859592.0,33314594.0,0.0,62927607.0,90449121.0,186787530.0,2633731,63256151,68985178.0,21999,4020,3225,6464,8743
20223,D,3120009,CS100005,672985007.0,62121,200164389.0,83461941.0,70633877.0,1445496.0,160362789.0,190393165.0,339807058.0,5291979,147428931,123457647.0,46870,8407,5366,12949,15510
20223,D,3120012,CS100005,777782987.0,90089,266296630.0,85540907.0,118994894.0,0.0,155305536.0,298358395.0,514717786.0,16813879,244725948,157643789.0,60790,10350,13404,10060,33650
20223,D,3120032,CS100005,420364322.0,44506,94125039.0,56155140.0,40656306.0,952831.0,71164416.0,132639802.0,181533714.0,7756399,128311266,67818282.0,34705,6065,4558,10309,13541
20223,R,3130051,CS100005,5457076.0,761,1594074.0,1552077.0,1174129.0,0.0,2237498.0,601675.0,5076424.0,393177,830067,3366928.0,420,99,219,0,148
20223,D,3120055,CS100005,843871373.0,90362,222423931.0,111028932.0,96151625.0,1771699.0,149487165.0,293608825.0,476250532.0,4875508,156519372,198873166.0,67851,12397,10089,16715,30713
20223,D,3120048,CS100005,154121299.0,13931,50883831.0,19459547.0,26654784.0,0.0,41635394.0,42207135.0,85135131.0,17914,13755683,29241736.0,9849,1786,1743,1343,4432
20223,D,3120051,CS100005,517711037.0,55671,124948472.0,61491126.0,57342869.0,507383.0,131811074.0,128769389.0,246940873.0,2885436,88498872,119515152.0,41906,6685,6187,12313,14342
20223,A,3110161,CS100005,596217151.0,55861,179162107.0,99098609.0,85863362.0,0.0,168931359.0,176905117.0,373330162.0,1492335,102317749,202632543.0,38749,8448,8522,5841,18244
20223,A,3110328,CS100005,72353259.0,7254,23847445.0,7114451.0,10511494.0,0.0,14259190.0,24976080.0,41656285.0,583132,13904039,17626073.0,5166,896,1044,1301,2552
20223,A,3110426,CS100005,5158292.0,694,1205511.0,1073052.0,1205511.0,0.0,1544940.0,1240537.0,3843882.0,0,334334,122271.0,534,153,160,140,191
20223,A,3110409,CS100005,50753623.0,5373,10401456.0,7431509.0,3155180.0,0.0,13607077.0,14204974.0,30797267.0,175745,5890399,10618920.0,4361,808,295,934,1742
20223,R,3130159,CS100005,201965890.0,19726,62901181.0,25861224.0,30630407.0,0.0,40943742.0,65002503.0,120133576.0,607437,30553067,41625969.0,13585,2607,2932,2333,6989
20223,D,3120158,CS100005,720388990.0,87038,206562784.0,103589776.0,93450068.0,3125682.0,162732192.0,210762271.0,341010327.0,2666553,127361633,162247823.0,62917,12462,11499,17377,26718
20223,A,3110930,CS100005,520383438.0,22740,151090674.0,62660467.0,71498341.0,0.0,158972666.0,110997217.0,292196575.0,493133,21537387,78403339.0,15511,2967,3546,5187,5305
20223,D,3120124,CS100005,516591458.0,54874,167644661.0,66555237.0,82389428.0,0.0,101341867.0,178767638.0,300138100.0,1852497,50100423,108481375.0,37809,7108,8405,9479,19208
20223,A,3110866,CS100005,189308228.0,20330,51172127.0,26373095.0,20394494.0,19439.0,35192534.0,67915846.0,100364316.0,2212693,20758988,31245777.0,15420,3085,1806,2979,7683
20223,A,3110662,CS100005,149131525.0,20021,42060093.0,19050612.0,18486027.0,995103.0,25797742.0,62649071.0,73897866.0,578244,20948791,33651600.0,14643,2573,2364,2178,8190
20223,R,3130290,CS100005,298617.0,105,140060.0,0.0,50210.0,0.0,108348.0,73993.0,248407.0,0,200840,97777.0,57,0,16,0,36
20223,D,3120129,CS100005,1282129971.0,113150,295084793.0,156593706.0,143731973.0,124729.0,351642509.0,415422865.0,570799172.0,9713479,288915009,332377605.0,91080,15823,10707,24292,31478
20223,R,3130210,CS100005,41453358.0,5394,5535412.0,7830170.0,0.0,536445.0,8159024.0,13692042.0,18782536.0,148669,5355732,8637594.0,4608,984,0,551,1995
20223,A,3110620,CS100005,71798423.0,7976,19696993.0,8940070.0,7697095.0,0.0,17110270.0,24424998.0,41422103.0,96446,5111661,15508564.0,5985,1113,724,968,2712
20223,A,3110495,CS100005,373890008.0,36925,103859606.0,44549440.0,46907037.0,120293.0,67469633.0,140779540.0,223113677.0,473875,57539067,85880196.0,27451,4782,4379,6037,13614
20223,A,3110627,CS100005,618958032.0,66005,173514714.0,87756456.0,83210575.0,0.0,138399218.0,181412418.0,296997064.0,3895429,51746538,82963790.0,48281,9426,8588,13259,19839
20223,A,3110486,CS100005,68001224.0,6095,15811466.0,10867636.0,8044338.0,16929.0,18097426.0,20579430.0,37171397.0,778454,7148797,12072194.0,4529,767,783,985,2125
20223,A,3110582,CS100005,23538647.0,4446,4380455.0,3347603.0,1692900.0,0.0,8841888.0,2971743.0,16130474.0,337663,7299593,7282288.0,3666,642,306,1192,565
20223,R,3130214,CS100005,410811231.0,45158,112956231.0,50496814.0,47510613.0,0.0,89304933.0,121662987.0,204487794.0,1186789,32877572,52981088.0,32235,5366,5853,8507,14485
20223,A,3111013,CS100005,133986539.0,10066,49333757.0,9900850.0,21344513.0,0.0,33429994.0,45586380.0,88839481.0,2424786,45074977,36499729.0,6797,1068,1520,1076,3312
20223,A,3110274,CS100006,69789563.0,6849,20105998.0,9223789.0,8875789.0,0.0,37861603.0,17201624.0,27737524.0,5900444,24475856,9530399.0,5439,1027,604,161,1843
20223,D,3120072,CS100006,467269072.0,43319,146018364.0,63628743.0,81195769.0,193081.0,125397883.0,177223776.0,222842444.0,16469059,159841004,93711475.0,31284,6085,6180,2065,16377
20223,A,3110323,CS100006,42142450.0,2000,9138391.0,5135389.0,4569436.0,0.0,14624333.0,16743959.0,24424743.0,1605043,11034777,5636365.0,1625,305,156,0,814
20223,D,3120076,CS100006,890624121.0,113500,270067857.0,119221419.0,132094860.0,93178902.0,170447153.0,265612267.0,432320315.0,18073805,314082267,232663159.0,80466,15906,16170,12990,31594
20223,A,3110415,CS100006,68087325.0,4380,23202260.0,9502376.0,12715743.0,194878.0,11941585.0,32782187.0,28960822.0,1798862,16571937,10648656.0,2897,668,813,0,2119
20223,A,3110408,CS100006,51055907.0,2153,16931190.0,4236950.0,9958151.0,0.0,10547883.0,27218417.0,23442860.0,0,4255395,10759540.0,1505,270,348,42,1031
20223,D,3120187,CS100006,697809660.0,56299,187244201.0,83462143.0,72340033.0,9640549.0,191181986.0,232936563.0,272489529.0,5022318,194787690,207223589.0,42774,6932,6192,2266,19783
20223,D,3120132,CS100006,613149713.0,60143,174470066.0,81678314.0,74259094.0,169117.0,186672567.0,237278666.0,278733196.0,6697797,137135380,172425306.0,43901,8282,6554,3243,22032
20223,A,3110735,CS100006,30706296.0,1023,9073761.0,2865653.0,5943934.0,0.0,5440551.0,12963091.0,11573756.0,409149,3958596,3770128.0,684,129,219,0,500
20223,D,3120156,CS100006,483126325.0,38531,155771549.0,41589089.0,63614181.0,7903033.0,145003159.0,193836210.0,237691134.0,6215337,159597174,123218357.0,27268,3692,4293,3438,14002
20223,D,3120100,CS100006,763350759.0,97517,241852956.0,95814103.0,117827785.0,61313003.0,190138354.0,196833126.0,347163066.0,8977880,223787353,220897892.0,68532,12960,13989,13090,24697
20223,A,3110820,CS100006,58136347.0,5081,18380272.0,7433465.0,8273114.0,434797.0,2412197.0,33987781.0,25453810.0,1606392,13239167,14267075.0,3323,676,812,549,2699
20223,D,3120089,CS100006,19012468.0,1996,4978719.0,2217321.0,1734386.0,0.0,5250370.0,3943968.0,9888019.0,31876,2703053,4072932.0,1463,209,178,256,394
20223,D,3120094,CS100006,1248175328.0,145833,343873665.0,167409538.0,161435935.0,19191399.0,323166451.0,428466591.0,547194639.0,34580538,523273970,254765204.0,107108,20044,18411,10359,49804
20223,D,3120098,CS100006,1618647317.0,178555,375770205.0,219362186.0,179328857.0,55395507.0,592388323.0,466199317.0,575859772.0,20627507,375864644,410600916.0,138937,23935,17179,22517,45903
20223,A,3110660,CS100006,118044721.0,8305,28282702.0,19277552.0,12143298.0,0.0,48243029.0,41776786.0,45668810.0,2216166,16775914,20687660.0,6285,1249,747,436,3232
20223,A,3110472,CS100006,38225681.0,2503,12690324.0,7614615.0,5483359.0,0.0,6962606.0,16163864.0,17296645.0,37422,2753517,5915536.0,1727,415,333,133,904
20223,D,3120194,CS100006,465412277.0,41720,47882341.0,65944406.0,20232798.0,0.0,253716055.0,132277861.0,135050923.0,1936818,95186812,105717966.0,36387,6115,2362,1816,12169
20223,D,3120165,CS100006,122652993.0,3845,35777990.0,13994579.0,19472078.0,0.0,64550875.0,35779553.0,44741239.0,0,19804947,26354503.0,2704,453,609,0,1297
20223,D,3120202,CS100006,41149576.0,2301,13535452.0,4951767.0,4674217.0,0.0,21381552.0,4374598.0,22507030.0,0,2707600,10684409.0,1578,245,296,161,280
20223,D,3120222,CS100006,177778383.0,7267,103812.0,12591381.0,77859.0,337390.0,32046824.0,63229931.0,20801887.0,62287,9257972,11466057.0,7237,1277,20,2127,1080
20223,U,3001496,CS100006,2912781521.0,272138,993435876.0,345448646.0,478174280.0,0.0,1038873883.0,902945376.0,1240865012.0,57129538,682211395,793812803.0,189980,33818,39441,30893,79147
20223,A,3110994,CS100006,39867399.0,1842,13561488.0,5130127.0,6708987.0,0.0,15449964.0,17031750.0,13205155.0,1197086,2886122,4979741.0,1257,190,315,7,783
20223,D,3120219,CS100006,1518809769.0,166806,605793521.0,157501984.0,288359481.0,0.0,438002212.0,592786285.0,742734863.0,169472918,148756507,111760362.0,102079,17686,30839,2397,64539
20223,D,3120037,CS100007,180703167.0,4236,26812438.0,26901381.0,9213021.0,10848585.0,377232.0,69389142.0,49231805.0,1471846,30992342,31781707.0,3487,618,249,0,1777
20223,A,3110105,CS100007,53784641.0,2149,19565126.0,5515554.0,9130542.0,2053367.0,3387099.0,32019249.0,16827349.0,542752,3671452,6070293.0,1361,182,380,0,1344
20223,D,3120066,CS100007,125343167.0,2899,36283567.0,13202591.0,18420609.0,23653306.0,0.0,49384332.0,36599085.0,79110,10367554,25166602.0,2133,285,387,0,1368
20223,R,3130095,CS100007,24000000.0,837,10094881.0,2618536.0,5397827.0,0.0,1893711.0,13254039.0,7948478.0,0,2004443,3815638.0,473,92,199,4,456
20223,D,3120067,CS100007,72697685.0,3246,30461063.0,1673746.0,15867563.0,0.0,0.0,50766572.0,30672932.0,211597,3445391,6612386.0,1926,78,660,0,2249
20223,A,3110256,CS100007,4619785.0,171,2739338.0,875969.0,976825.0,278163.0,0.0,3551054.0,2734458.0,0,693782,767795.0,73,33,33,0,131
20223,D,3120069,CS100007,37649662.0,864,12736374.0,4159524.0,5167125.0,13529585.0,0.0,4276180.0,15061575.0,565303,20518194,8561853.0,606,107,125,0,112
20223,A,3110333,CS100007,43670439.0,1729,9398488.0,5841071.0,5457853.0,1565208.0,0.0,17518399.0,12395214.0,0,3569192,3123125.0,1373,205,198,0,823
20223,D,3120075,CS100007,84555631.0,4279,27204361.0,10961514.0,10780687.0,648152.0,1743684.0,47104365.0,33925129.0,438862,12627487,13763052.0,2953,561,499,0,2488
20223,D,3120076,CS100007,441243905.0,16330,144776719.0,50637150.0,67077441.0,41735828.0,6234182.0,194201338.0,162168690.0,4364383,66608874,89560344.0,11014,1781,2521,14,7678
20223,A,3110317,CS100007,128765662.0,3567,24193318.0,19348528.0,4143535.0,25760276.0,1076239.0,33703184.0,16969227.0,314415,19404225,8196471.0,2857,422,118,0,1433
20223,A,3110407,CS100007,57696957.0,2230,22009819.0,5066014.0,10559401.0,6070330.0,1695887.0,23515935.0,19774623.0,589454,3380396,6644079.0,1387,198,425,0,987
20223,A,3110391,CS100007,38950155.0,1722,14070648.0,3824477.0,7564072.0,0.0,0.0,21690862.0,16081509.0,288088,3282391,3580624.0,1122,196,304,0,928
20223,A,3110359,CS100007,22814458.0,843,6119835.0,2496211.0,2393457.0,174239.0,1097479.0,16440810.0,6326785.0,0,2679871,2743632.0,607,89,98,0,583
20223,A,3110424,CS100007,36919753.0,1758,13207693.0,4909451.0,6675756.0,3472398.0,3118005.0,15504601.0,15392053.0,256919,4348170,6834784.0,1144,219,307,89,758
20223,D,3120179,CS100007,725050902.0,19838,132543586.0,88100392.0,54353381.0,45288206.0,41026779.0,281947949.0,204547285.0,2779259,121077366,151042971.0,16556,2528,1182,81,7586
20223,D,3120152,CS100007,160041393.0,6598,46444971.0,19273746.0,22521689.0,13900056.0,1639866.0,77338866.0,62669360.0,1008407,23871191,33549150.0,4596,804,936,0,3417
20223,A,3110840,CS100007,146635116.0,4945,28667741.0,22576756.0,11506003.0,4566344.0,4904980.0,79541684.0,57955240.0,5368016,55312746,12218833.0,3882,655,460,0,2734
20223,A,3110656,CS100007,36829991.0,1230,12628584.0,5172498.0,6521282.0,5830203.0,259109.0,14520314.0,11703610.0,0,7502140,8173001.0,811,167,225,45,528
20223,A,3110707,CS100007,28958216.0,1350,10289175.0,2718692.0,3999943.0,2657958.0,316594.0,14263906.0,12143142.0,24353,1801245,4159273.0,895,145,195,0,727
20223,A,3110694,CS100007,23612181.0,1048,6827819.0,3762482.0,3195889.0,0.0,934746.0,13368102.0,9473147.0,297896,1774792,3640399.0,736,158,146,0,609
20223,R,3130261,CS100007,223660532.0,16794,73233081.0,25670719.0,34556010.0,8905419.0,7386177.0,125020076.0,86071457.0,2911718,37707357,48699103.0,11500,1876,2619,12,9207
20223,D,3120138,CS100007,1382113352.0,102392,166581364.0,232097357.0,72125175.0,11716273.0,310299722.0,548793464.0,682285119.0,8586926,257244785,369663421.0,94254,15271,3756,22406,34799
20223,A,3110900,CS100007,421437799.0,16929,109884122.0,43649406.0,42132423.0,6945737.0,5157256.0,247762862.0,131474064.0,2422491,100511565,108525373.0,11914,1818,2044,0,9643
20223,D,3120095,CS100007,133429758.0,5307,44686809.0,16369568.0,18884000.0,958369.0,6183029.0,69920780.0,59676723.0,1013187,15214461,21107459.0,3503,659,773,0,3070
20223,A,3110647,CS100007,31099641.0,1413,9666455.0,4667486.0,4919738.0,696332.0,1512542.0,15746531.0,11999022.0,508569,2852118,3724303.0,890,209,257,0,737
20223,A,3110547,CS100007,66832464.0,2751,24248716.0,10060384.0,10890725.0,3210068.0,2288440.0,37460395.0,21181204.0,43768,5744861,8200869.0,1728,401,486,0,1524
20223,A,3110465,CS100007,42310677.0,2986,14044111.0,6085783.0,7328574.0,3733951.0,261934.0,26126509.0,18252906.0,1772076,6299879,5296440.0,2028,434,479,0,1792
20223,R,3130213,CS100007,20109668.0,790,6400816.0,1710800.0,3149937.0,166140.0,749878.0,11506364.0,6214560.0,0,628641,2902883.0,521,76,125,12,483
20223,D,3120105,CS100007,69748921.0,1205,32178970.0,6832326.0,16950573.0,10572927.0,0.0,22888483.0,60689421.0,6002538,44296921,11636971.0,697,134,283,0,397
20223,A,3110571,CS100007,23283775.0,1017,3183527.0,3623801.0,338673.0,0.0,0.0,4216480.0,440275.0,0,0,1524029.0,864,153,17,0,187
20223,D,3120242,CS100007,12059206.0,571,3359062.0,2586997.0,1365519.0,0.0,0.0,8919088.0,2585187.0,0,730021,3393538.0,404,110,75,0,426
20223,R,3130320,CS100007,55187767.0,3614,19845256.0,7531821.0,10278672.0,3409996.0,2236763.0,29191825.0,15169563.0,215965,5677511,8333764.0,2377,487,574,0,1946
20223,D,3120189,CS100007,699726733.0,14953,158110962.0,72549065.0,58833982.0,37389570.0,4511936.0,297833561.0,205276555.0,8373959,208845733,177189394.0,11382,1567,1487,0,7107
20223,D,3120239,CS100007,32971476.0,1174,7633513.0,2579546.0,2622435.0,0.0,962470.0,16671457.0,11999389.0,102830,2918623,5771175.0,876,83,115,0,658
20223,D,3120227,CS100007,239764175.0,5560,13916168.0,46609870.0,0.0,0.0,0.0,115012608.0,76142272.0,0,30715656,82275938.0,5147,930,0,0,3099
20223,D,3120248,CS100007,465173627.0,15586,161057815.0,40040856.0,69692813.0,32748390.0,8869314.0,189482517.0,170571453.0,3896591,49764954,70566565.0,10321,1405,2412,0,7102
20223,D,3120209,CS100007,86593292.0,2482,10191172.0,10677336.0,5062039.0,604467.0,981096.0,43449058.0,26330599.0,422948,10360663,16041796.0,2060,289,200,0,1349
20223,A,3111087,CS100007,67473255.0,2766,23455112.0,7234707.0,9501385.0,7237689.0,996844.0,29335442.0,23376239.0,316402,2683638,10693494.0,1868,310,330,0,1223
